Chile, Exposure to risk (period 1x10)     Last modified: 25-Nov-2008, MPv5 (May07)

   Year      Age       Female          Male         Total
1992-1999      0      1037202.80   1084324.52   2121527.32 
1992-1999      1      1045357.59   1091622.64   2136980.23 
1992-1999      2      1058681.29   1104638.75   2163320.05 
1992-1999      3      1077913.44   1123750.15   2201663.59 
1992-1999      4      1098799.64   1145515.62   2244315.25 
1992-1999      5      1106105.61   1152979.90   2259085.52 
1992-1999      6      1098401.92   1143149.71   2241551.63 
1992-1999      7      1085112.81   1127609.88   2212722.70 
1992-1999      8      1067612.62   1108245.12   2175857.74 
1992-1999      9      1050769.50   1089150.37   2139919.87 
1992-1999     10      1035376.38   1071971.34   2107347.72 
1992-1999     11      1017771.40   1053361.51   2071132.91 
1992-1999     12       998099.23   1032048.33   2030147.56 
1992-1999     13       980097.92   1012661.07   1992758.99 
1992-1999     14       968039.52   1000164.47   1968204.00 
1992-1999     15       961022.03    991224.58   1952246.60 
1992-1999     16       955445.01    982369.71   1937814.72 
1992-1999     17       952726.66    977622.05   1930348.72 
1992-1999     18       951117.16    975263.71   1926380.88 
1992-1999     19       950957.70    970844.74   1921802.45 
1992-1999     20       952822.27    964875.84   1917698.12 
1992-1999     21       956501.58    962299.69   1918801.27 
1992-1999     22       962444.39    963539.16   1925983.55 
1992-1999     23       971045.09    967355.82   1938400.91 
1992-1999     24       978045.01    970000.40   1948045.41 
1992-1999     25       979613.00    966376.88   1945989.88 
1992-1999     26       979639.30    960018.43   1939657.72 
1992-1999     27       982209.38    957741.00   1939950.38 
1992-1999     28       984482.88    957292.07   1941774.94 
1992-1999     29       988133.15    958167.76   1946300.91 
1992-1999     30       992003.29    958793.41   1950796.70 
1992-1999     31       989077.38    952974.75   1942052.13 
1992-1999     32       984789.35    946115.96   1930905.32 
1992-1999     33       978344.37    939695.54   1918039.91 
1992-1999     34       961467.92    924453.73   1885921.65 
1992-1999     35       937120.79    900654.69   1837775.48 
1992-1999     36       910093.56    872398.76   1782492.32 
1992-1999     37       880913.30    841131.64   1722044.94 
