DATE,WILL5000INDFC
2022-01-26,209.80
2022-01-27,208.11
2022-01-28,213.23
2022-01-31,218.11
2022-02-01,219.99
2022-02-02,221.13
2022-02-03,215.57
2022-02-04,217.34
2022-02-07,216.82
2022-02-08,218.92
2022-02-09,222.53
2022-02-10,218.72
2022-02-11,214.61
2022-02-14,213.81
2022-02-15,217.71
2022-02-16,217.67
2022-02-17,212.73
2022-02-18,210.91
2022-02-21,.
2022-02-22,208.45
2022-02-23,204.38
2022-02-24,208.20
2022-02-25,212.84
2022-02-28,212.86
2022-03-01,209.56
2022-03-02,213.38
