행정구역별(읍면동)	총인구 (명)	남자 (명)	여자 (명)	내국인-계 (명)	내국인-남자 (명)	내국인-여자 (명)	외국인-계 (명)	외국인-남자 (명)	외국인-여자 (명)	가구-계 (가구)	일반가구 (가구)	집단가구 (가구)	외국인가구 (가구)	주택-계 (호)	단독주택 (호)	아파트 (호)	연립주택 (호)	다세대주택 (호)	비거주용 건물내 주택 (호)	주택이외의 거처 (호)
　　　동두천시	95239.0	47654.0	47585.0	90846.0	45254.0	45592.0	4393.0	2400.0	1993.0	39055.0	37936.0	55.0	1064.0	37755.0	6543.0	21657.0	2550.0	6618.0	387.0	1082.0
　　　안산시	717345.0	370722.0	346623.0	637847.0	325938.0	311909.0	79498.0	44784.0	34714.0	291294.0	260598.0	284.0	30412.0	220241.0	15588.0	116400.0	8888.0	77977.0	1388.0	12995.0
　　　상록구	359979.0	183258.0	176721.0	340176.0	173135.0	167041.0	19803.0	10123.0	9680.0	146619.0	139191.0	105.0	7323.0	114069.0	7858.0	49248.0	1233.0	54991.0	739.0	2592.0
　　　단원구	357366.0	187464.0	169902.0	297671.0	152803.0	144868.0	59695.0	34661.0	25034.0	144675.0	121407.0	179.0	23089.0	106172.0	7730.0	67152.0	7655.0	22986.0	649.0	10403.0
　　　고양시	1045497.0	510418.0	535079.0	1027272.0	501380.0	525892.0	18225.0	9038.0	9187.0	404705.0	398864.0	228.0	5613.0	334425.0	21021.0	264031.0	11272.0	36461.0	1640.0	37383.0
　　　덕양구	460881.0	227271.0	233610.0	453888.0	224025.0	229863.0	6993.0	3246.0	3747.0	183099.0	180981.0	93.0	2025.0	158223.0	9710.0	119308.0	4977.0	23350.0	878.0	10470.0
　　　일산동구	292616.0	141805.0	150811.0	286357.0	138381.0	147976.0	6259.0	3424.0	2835.0	114417.0	112376.0	105.0	1936.0	82011.0	7643.0	61373.0	4126.0	8427.0	442.0	20196.0
　　　일산서구	292000.0	141342.0	150658.0	287027.0	138974.0	148053.0	4973.0	2368.0	2605.0	107189.0	105507.0	30.0	1652.0	94191.0	3668.0	83350.0	2169.0	4684.0	320.0	6717.0
　　　과천시	58018.0	28614.0	29404.0	57625.0	28421.0	29204.0	393.0	193.0	200.0	20629.0	20504.0	10.0	115.0	14819.0	1699.0	10726.0	277.0	2015.0	102.0	504.0
　　　구리시	192051.0	95061.0	96990.0	190008.0	94119.0	95889.0	2043.0	942.0	1101.0	73909.0	73253.0	26.0	630.0	60554.0	5107.0	46883.0	2368.0	5721.0	475.0	2486.0
　　　남양주시	696033.0	346351.0	349682.0	685586.0	340312.0	345274.0	10447.0	6039.0	4408.0	255575.0	252977.0	173.0	2425.0	240547.0	17102.0	184085.0	11516.0	26250.0	1594.0	8358.0
　　　오산시	240645.0	124161.0	116484.0	224597.0	115891.0	108706.0	16048.0	8270.0	7778.0	98336.0	91909.0	66.0	6361.0	82323.0	5246.0	66629.0	1591.0	8283.0	574.0	3115.0
　　　시흥시	535147.0	281928.0	253219.0	482850.0	251587.0	231263.0	52297.0	30341.0	21956.0	213850.0	192833.0	142.0	20875.0	179205.0	7388.0	143158.0	1622.0	25709.0	1328.0	13220.0
　　　군포시	275571.0	136710.0	138861.0	265119.0	131464.0	133655.0	10452.0	5246.0	5206.0	107215.0	103186.0	60.0	3969.0	91152.0	3599.0	73857.0	1229.0	12000.0	467.0	4522.0
　　　의왕시	160230.0	79633.0	80597.0	158592.0	78847.0	79745.0	1638.0	786.0	852.0	59922.0	59444.0	34.0	444.0	57799.0	2710.0	45347.0	710.0	8774.0	258.0	1616.0
　　　하남시	279795.0	140355.0	139440.0	276344.0	138487.0	137857.0	3451.0	1868.0	1583.0	113584.0	112462.0	28.0	1094.0	84875.0	6036.0	75066.0	1203.0	1934.0	636.0	16825.0
　　　용인시	1066975.0	530711.0	536264.0	1040934.0	516055.0	524879.0	26041.0	14656.0	11385.0	394636.0	386929.0	318.0	7389.0	349222.0	30255.0	272504.0	11109.0	33536.0	1818.0	15082.0
　　　처인구	268242.0	139004.0	129238.0	254241.0	130102.0	124139.0	14001.0	8902.0	5099.0	104370.0	100342.0	194.0	3834.0	91311.0	19214.0	41241.0	5900.0	23652.0	1304.0	4755.0
　　　기흥구	434871.0	214600.0	220271.0	427601.0	211007.0	216594.0	7270.0	3593.0	3677.0	159718.0	157399.0	77.0	2242.0	139863.0	7349.0	121499.0	3354.0	7325.0	336.0	5140.0
　　　수지구	363862.0	177107.0	186755.0	359092.0	174946.0	184146.0	4770.0	2161.0	2609.0	130548.0	129188.0	47.0	1313.0	118048.0	3692.0	109764.0	1855.0	2559.0	178.0	5187.0
　　　파주시	460541.0	235488.0	225053.0	445151.0	224906.0	220245.0	15390.0	10582.0	4808.0	174764.0	170924.0	184.0	3656.0	160504.0	26643.0	112746.0	3861.0	15925.0	1329.0	7850.0
　　　이천시	226212.0	117642.0	108570.0	215871.0	111560.0	104311.0	10341.0	6082.0	4259.0	86215.0	83415.0	151.0	2649.0	78117.0	22348.0	40054.0	3387.0	11103.0	1225.0	4239.0
　　　안성시	203030.0	106461.0	96569.0	185454.0	95420.0	90034.0	17576.0	11041.0	6535.0	82928.0	77368.0	171.0	5389.0	76636.0	21620.0	46787.0	2702.0	4614.0	913.0	3522.0
　　　김포시	474546.0	243883.0	230663.0	447267.0	223513.0	223754.0	27279.0	20370.0	6909.0	179106.0	171854.0	111.0	7141.0	159766.0	13361.0	131927.0	4809.0	8732.0	937.0	13078.0
　　　화성시	880859.0	464634.0	416225.0	825922.0	426695.0	399227.0	54937.0	37939.0	16998.0	336715.0	321871.0	396.0	14448.0	300372.0	32576.0	243732.0	4614.0	17507.0	1943.0	24721.0
　　　광주시	385141.0	198755.0	186386.0	367268.0	187035.0	180233.0	17873.0	11720.0	6153.0	147712.0	143039.0	102.0	4571.0	128175.0	16239.0	49408.0	4029.0	57404.0	1095.0	4514.0
　　　양주시	233286.0	119562.0	113724.0	223364.0	112478.0	110886.0	9922.0	7084.0	2838.0	88985.0	86650.0	148.0	2187.0	85563.0	10882.0	64932.0	1413.0	7359.0	977.0	3481.0
　　　포천시	157939.0	86546.0	71393.0	140482.0	73502.0	66980.0	17457.0	13044.0	4413.0	63701.0	59525.0	145.0	4031.0	55033.0	21047.0	20285.0	2633.0	9927.0	1141.0	5651.0
　　　여주시	113352.0	57759.0	55593.0	108225.0	54683.0	53542.0	5127.0	3076.0	2051.0	45457.0	44234.0	107.0	1116.0	41610.0	20624.0	14208.0	1457.0	4380.0	941.0	2120.0
　　　연천군	42278.0	22325.0	19953.0	41000.0	21438.0	19562.0	1278.0	887.0	391.0	18368.0	18014.0	35.0	319.0	17241.0	8915.0	5469.0	1198.0	1252.0	407.0	875.0
　　　가평군	60233.0	30708.0	29525.0	58803.0	30120.0	28683.0	1430.0	588.0	842.0	26056.0	25652.0	47.0	357.0	26538.0	14933.0	5262.0	1971.0	3521.0	851.0	1208.0
　　　양평군	113844.0	56843.0	57001.0	111574.0	55892.0	55682.0	2270.0	951.0	1319.0	48197.0	47544.0	77.0	576.0	46517.0	31432.0	7948.0	1452.0	4783.0	902.0	1894.0
강원도	1521763.0	767674.0	754089.0	1497109.0	754831.0	742278.0	24654.0	12843.0	11811.0	668479.0	661039.0	595.0	6845.0	644023.0	237573.0	360950.0	21471.0	12539.0	11490.0	16804.0
　　　읍부	253717.0	129527.0	124190.0	249253.0	127143.0	122110.0	4464.0	2384.0	2080.0	109159.0	108028.0	137.0	994.0	109598.0	48358.0	47817.0	6291.0	4383.0	2749.0	3323.0
　　　면부	353843.0	183190.0	170653.0	346545.0	179136.0	167409.0	7298.0	4054.0	3244.0	160604.0	158561.0	232.0	1811.0	166303.0	113156.0	43113.0	3667.0	2838.0	3529.0	6072.0
　　　동부	914203.0	454957.0	459246.0	901311.0	448552.0	452759.0	12892.0	6405.0	6487.0	398716.0	394450.0	226.0	4040.0	368122.0	76059.0	270020.0	11513.0	5318.0	5212.0	7409.0
　　　춘천시	284645.0	140439.0	144206.0	279334.0	137695.0	141639.0	5311.0	2744.0	2567.0	119722.0	118030.0	95.0	1597.0	103078.0	27257.0	71262.0	1766.0	1438.0	1355.0	2136.0
　　　원주시	352429.0	174982.0	177447.0	347768.0	172587.0	175181.0	4661.0	2395.0	2266.0	151688.0	150242.0	114.0	1332.0	142591.0	30362.0	108364.0	1172.0	1206.0	1487.0	3373.0
　　　강릉시	216542.0	108540.0	108002.0	213343.0	106927.0	106416.0	3199.0	1613.0	1586.0	99109.0	98032.0	83.0	994.0	87579.0	29549.0	51631.0	3161.0	1465.0	1773.0	2024.0
　　　동해시	87801.0	44707.0	43094.0	86570.0	43965.0	42605.0	1231.0	742.0	489.0	37871.0	37427.0	22.0	422.0	41116.0	10462.0	27155.0	1657.0	1151.0	691.0	689.0
　　　태백시	41494.0	20913.0	20581.0	41139.0	20823.0	20316.0	355.0	90.0	265.0	18688.0	18586.0	21.0	81.0	20504.0	5879.0	11516.0	2537.0	159.0	413.0	387.0
　　　속초시	80054.0	39893.0	40161.0	78622.0	39068.0	39554.0	1432.0	825.0	607.0	35922.0	35551.0	19.0	352.0	37736.0	8444.0	26482.0	1691.0	495.0	624.0	930.0
　　　삼척시	65939.0	34186.0	31753.0	65005.0	33644.0	31361.0	934.0	542.0	392.0	31016.0	30764.0	28.0	224.0	30818.0	13328.0	14368.0	1606.0	931.0	585.0	632.0
　　　홍천군	66587.0	34176.0	32411.0	65341.0	33532.0	31809.0	1246.0	644.0	602.0	29533.0	29207.0	42.0	284.0	30099.0	19072.0	8216.0	1522.0	627.0	662.0	966.0
　　　횡성군	44649.0	22760.0	21889.0	43737.0	22282.0	21455.0	912.0	478.0	434.0	19775.0	19524.0	30.0	221.0	20098.0	14515.0	4361.0	378.0	488.0	356.0	812.0
　　　영월군	36282.0	18690.0	17592.0	35891.0	18562.0	17329.0	391.0	128.0	263.0	17175.0	17069.0	19.0	87.0	17343.0	11442.0	4056.0	658.0	793.0	394.0	605.0
　　　평창군	39258.0	19979.0	19279.0	38603.0	19698.0	18905.0	655.0	281.0	374.0	18519.0	18305.0	20.0	194.0	21801.0	12613.0	5697.0	1917.0	1084.0	490.0	798.0
　　　정선군	34524.0	17916.0	16608.0	34128.0	17808.0	16320.0	396.0	108.0	288.0	16375.0	16275.0	20.0	80.0	17137.0	10175.0	5604.0	408.0	496.0	454.0	603.0
　　　철원군	43042.0	22489.0	20553.0	42098.0	21950.0	20148.0	944.0	539.0	405.0	17244.0	16968.0	16.0	260.0	16673.0	9272.0	4957.0	1001.0	977.0	466.0	734.0
　　　화천군	23733.0	12860.0	10873.0	23419.0	12727.0	10692.0	314.0	133.0	181.0	9997.0	9899.0	15.0	83.0	9850.0	5860.0	3025.0	478.0	249.0	238.0	429.0
　　　양구군	21317.0	11284.0	10033.0	20961.0	11153.0	9808.0	356.0	131.0	225.0	8606.0	8521.0	8.0	77.0	8275.0	4814.0	2685.0	338.0	174.0	264.0	307.0
　　　인제군	30147.0	16236.0	13911.0	29736.0	16059.0	13677.0	411.0	177.0	234.0	12698.0	12592.0	11.0	95.0	13014.0	7636.0	4057.0	555.0	346.0	420.0	412.0
　　　고성군	26572.0	14056.0	12516.0	25086.0	13006.0	12080.0	1486.0	1050.0	436.0	12096.0	11723.0	18.0	355.0	11910.0	8887.0	2370.0	124.0	153.0	376.0	506.0
　　　양양군	26748.0	13568.0	13180.0	26328.0	13345.0	12983.0	420.0	223.0	197.0	12445.0	12324.0	14.0	107.0	14401.0	8006.0	5144.0	502.0	307.0	442.0	461.0
충청북도	1632088.0	833819.0	798269.0	1574994.0	799168.0	775826.0	57094.0	34651.0	22443.0	695948.0	678922.0	846.0	16180.0	640256.0	210192.0	383130.0	16234.0	20754.0	9946.0	19777.0
　　　읍부	350910.0	182327.0	168583.0	335094.0	172572.0	162522.0	15816.0	9755.0	6061.0	146923.0	142186.0	234.0	4503.0	138814.0	40108.0	84552.0	5292.0	6699.0	2163.0	5372.0
　　　면부	339989.0	180346.0	159643.0	319253.0	165808.0	153445.0	20736.0	14538.0	6198.0	153196.0	148276.0	363.0	4557.0	156538.0	108192.0	38210.0	2972.0	4988.0	2176.0	7395.0
　　　동부	941189.0	471146.0	470043.0	920647.0	460788.0	459859.0	20542.0	10358.0	10184.0	395829.0	388460.0	249.0	7120.0	344904.0	61892.0	260368.0	7970.0	9067.0	5607.0	7010.0
　　　충주시	218412.0	112015.0	106397.0	211091.0	107555.0	103536.0	7321.0	4460.0	2861.0	95281.0	93082.0	113.0	2086.0	93399.0	30063.0	53732.0	3028.0	4963.0	1613.0	1969.0
　　　제천시	134768.0	67686.0	67082.0	132616.0	66670.0	65946.0	2152.0	1016.0	1136.0	60173.0	59680.0	54.0	439.0	57840.0	21044.0	32595.0	1867.0	996.0	1338.0	1228.0
　　　청주시	855326.0	431319.0	424007.0	835563.0	420794.0	414769.0	19763.0	10525.0	9238.0	355294.0	348328.0	249.0	6717.0	302927.0	62840.0	224774.0	5037.0	6218.0	4058.0	9048.0
　　　상당구	184787.0	92125.0	92662.0	183230.0	91471.0	91759.0	1557.0	654.0	903.0	72571.0	72112.0	52.0	407.0	70670.0	16438.0	50126.0	1382.0	1783.0	941.0	978.0
　　　서원구	202390.0	100697.0	101693.0	197958.0	98447.0	99511.0	4432.0	2250.0	2182.0	86186.0	84613.0	56.0	1517.0	72483.0	14017.0	54900.0	1239.0	1188.0	1139.0	1615.0
　　　흥덕구	270590.0	137094.0	133496.0	262522.0	132737.0	129785.0	8068.0	4357.0	3711.0	113965.0	110912.0	67.0	2986.0	91126.0	17732.0	69353.0	1052.0	2065.0	924.0	4345.0
　　　청원구	197559.0	101403.0	96156.0	191853.0	98139.0	93714.0	5706.0	3264.0	2442.0	82572.0	80691.0	74.0	1807.0	68648.0	14653.0	50395.0	1364.0	1182.0	1054.0	2110.0
　　　보은군	31543.0	15914.0	15629.0	30834.0	15556.0	15278.0	709.0	358.0	351.0	14464.0	14306.0	22.0	136.0	15702.0	11823.0	2998.0	305.0	292.0	284.0	539.0
　　　옥천군	48868.0	24573.0	24295.0	47919.0	24038.0	23881.0	949.0	535.0	414.0	20937.0	20721.0	27.0	189.0	21677.0	14046.0	5560.0	536.0	1112.0	423.0	755.0
　　　영동군	47016.0	23615.0	23401.0	45958.0	22997.0	22961.0	1058.0	618.0	440.0	21303.0	20984.0	75.0	244.0	21218.0	15255.0	4024.0	926.0	678.0	335.0	719.0
　　　진천군	89514.0	48190.0	41324.0	80633.0	42211.0	38422.0	8881.0	5979.0	2902.0	37427.0	34771.0	79.0	2577.0	38332.0	11022.0	22036.0	1652.0	3182.0	440.0	1420.0
　　　괴산군	38093.0	19815.0	18278.0	36724.0	18973.0	17751.0	1369.0	842.0	527.0	18470.0	18209.0	38.0	223.0	17021.0	14354.0	1547.0	304.0	499.0	317.0	790.0
　　　음성군	103725.0	57583.0	46142.0	90300.0	47974.0	42326.0	13425.0	9609.0	3816.0	43664.0	40342.0	154.0	3168.0	42939.0	16216.0	22841.0	1095.0	2244.0	543.0	2587.0
　　　단양군	27640.0	13966.0	13674.0	27370.0	13873.0	13497.0	270.0	93.0	177.0	12845.0	12785.0	16.0	44.0	13898.0	9450.0	2779.0	1028.0	313.0	328.0	381.0
　　　증평군	37183.0	19143.0	18040.0	35986.0	18527.0	17459.0	1197.0	616.0	581.0	16090.0	15714.0	19.0	357.0	15303.0	4079.0	10244.0	456.0	257.0	267.0	341.0
충청남도	2176636.0	1117575.0	1059061.0	2077470.0	1058869.0	1018601.0	99166.0	58706.0	40460.0	922067.0	892222.0	1216.0	28629.0	865008.0	307155.0	481332.0	23565.0	41652.0	11304.0	35734.0
　　　읍부	505174.0	260198.0	244976.0	485455.0	248489.0	236966.0	19719.0	11709.0	8010.0	213081.0	207389.0	260.0	5432.0	211072.0	66850.0	118264.0	9135.0	13273.0	3550.0	7437.0
　　　면부	654427.0	343650.0	310777.0	607393.0	312578.0	294815.0	47034.0	31072.0	15962.0	286331.0	274141.0	668.0	11522.0	289018.0	193690.0	78718.0	4764.0	8647.0	3199.0	11278.0
　　　동부	1017035.0	513727.0	503308.0	984622.0	497802.0	486820.0	32413.0	15925.0	16488.0	422655.0	410692.0	288.0	11675.0	364918.0	46615.0	284350.0	9666.0	19732.0	4555.0	17019.0
　　　천안시	682199.0	348584.0	333615.0	653579.0	332294.0	321285.0	28620.0	16290.0	12330.0	284818.0	275707.0	274.0	8837.0	244364.0	33828.0	188202.0	6225.0	13332.0	2777.0	15031.0
　　　동남구	273764.0	138907.0	134857.0	261189.0	131692.0	129497.0	12575.0	7215.0	5360.0	115604.0	111538.0	141.0	3925.0	99254.0	19796.0	67597.0	3977.0	6431.0	1453.0	3287.0
　　　서북구	408435.0	209677.0	198758.0	392390.0	200602.0	191788.0	16045.0	9075.0	6970.0	169214.0	164169.0	133.0	4912.0	145110.0	14032.0	120605.0	2248.0	6901.0	1324.0	11744.0
　　　공주시	108333.0	53933.0	54400.0	105547.0	52553.0	52994.0	2786.0	1380.0	1406.0	46981.0	46165.0	94.0	722.0	45266.0	23748.0	18072.0	1335.0	1362.0	749.0	1496.0
　　　보령시	99088.0	51355.0	47733.0	95137.0	48418.0	46719.0	3951.0	2937.0	1014.0	43181.0	42417.0	53.0	711.0	44089.0	22542.0	18034.0	1615.0	1043.0	855.0	1345.0
　　　아산시	340518.0	178858.0	161660.0	312832.0	162084.0	150748.0	27686.0	16774.0	10912.0	136783.0	128012.0	182.0	8589.0	126319.0	24934.0	93267.0	1980.0	5079.0	1059.0	4513.0
　　　서산시	176379.0	92061.0	84318.0	170202.0	88638.0	81564.0	6177.0	3423.0	2754.0	74847.0	72765.0	65.0	2017.0	73069.0	23270.0	42092.0	2097.0	4779.0	831.0	1881.0
　　　논산시	119707.0	59849.0	59858.0	114077.0	57000.0	57077.0	5630.0	2849.0	2781.0	51800.0	50139.0	90.0	1571.0	48936.0	27923.0	17761.0	1234.0	1288.0	730.0	1754.0
　　　계룡시	40854.0	20370.0	20484.0	40557.0	20234.0	20323.0	297.0	136.0	161.0	15207.0	15137.0	8.0	62.0	17152.0	1444.0	14868.0	372.0	421.0	47.0	324.0
　　　당진시	168955.0	90641.0	78314.0	160772.0	85360.0	75412.0	8183.0	5281.0	2902.0	71690.0	69099.0	87.0	2504.0	64504.0	22973.0	34313.0	2324.0	4098.0	796.0	2315.0
　　　금산군	53758.0	26834.0	26924.0	50782.0	25396.0	25386.0	2976.0	1438.0	1538.0	24102.0	23257.0	121.0	724.0	23266.0	16124.0	5020.0	609.0	1117.0	396.0	1088.0
　　　부여군	64207.0	31844.0	32363.0	62580.0	31037.0	31543.0	1627.0	807.0	820.0	28671.0	28332.0	42.0	297.0	29661.0	22345.0	4978.0	935.0	897.0	506.0	797.0
　　　서천군	51039.0	25533.0	25506.0	49240.0	24238.0	25002.0	1799.0	1295.0	504.0	23143.0	22790.0	32.0	321.0	25647.0	18421.0	4480.0	1245.0	1057.0	444.0	717.0
　　　청양군	30103.0	15202.0	14901.0	29229.0	14798.0	14431.0	874.0	404.0	470.0	13745.0	13532.0	21.0	192.0	14062.0	11426.0	1675.0	295.0	491.0	175.0	495.0
　　　홍성군	102757.0	51604.0	51153.0	99259.0	49338.0	49921.0	3498.0	2266.0	1232.0	44090.0	43192.0	56.0	842.0	43472.0	20074.0	19690.0	828.0	2089.0	791.0	1674.0
　　　예산군	77838.0	39641.0	38197.0	74708.0	37569.0	37139.0	3130.0	2072.0	1058.0	34488.0	33675.0	63.0	750.0	36369.0	20694.0	11337.0	1393.0	2396.0	549.0	1254.0
　　　태안군	60901.0	31266.0	29635.0	58969.0	29912.0	29057.0	1932.0	1354.0	578.0	28521.0	28003.0	28.0	490.0	28832.0	17409.0	7543.0	1078.0	2203.0	599.0	1050.0
전라북도	1802766.0	899058.0	903708.0	1760400.0	876451.0	883949.0	42366.0	22607.0	19759.0	767803.0	755575.0	708.0	11520.0	741221.0	280952.0	416861.0	17450.0	15130.0	10828.0	18287.0
　　　읍부	157265.0	79177.0	78088.0	152037.0	76377.0	75660.0	5228.0	2800.0	2428.0	65653.0	64239.0	93.0	1321.0	65253.0	30134.0	29598.0	2997.0	1402.0	1122.0	2278.0
　　　면부	358481.0	179779.0	178702.0	347943.0	173548.0	174395.0	10538.0	6231.0	4307.0	165741.0	163450.0	245.0	2046.0	177385.0	157279.0	14532.0	1936.0	1396.0	2242.0	7101.0
　　　동부	1287020.0	640102.0	646918.0	1260420.0	626526.0	633894.0	26600.0	13576.0	13024.0	536409.0	527886.0	370.0	8153.0	498583.0	93539.0	372731.0	12517.0	12332.0	7464.0	8908.0
　　　전주시	666517.0	328910.0	337607.0	655039.0	323544.0	331495.0	11478.0	5366.0	6112.0	274810.0	270768.0	159.0	3883.0	240012.0	41425.0	183486.0	5000.0	7108.0	2993.0	3801.0
　　　완산구	342896.0	167167.0	175729.0	337484.0	164601.0	172883.0	5412.0	2566.0	2846.0	142714.0	140814.0	83.0	1817.0	124435.0	20817.0	97228.0	2271.0	2599.0	1520.0	1903.0
　　　덕진구	323621.0	161743.0	161878.0	317555.0	158943.0	158612.0	6066.0	2800.0	3266.0	132096.0	129954.0	76.0	2066.0	115577.0	20608.0	86258.0	2729.0	4509.0	1473.0	1898.0
　　　군산시	269023.0	136934.0	132089.0	261128.0	131993.0	129135.0	7895.0	4941.0	2954.0	114147.0	111817.0	92.0	2238.0	116663.0	29065.0	80048.0	4310.0	1403.0	1837.0	2452.0
　　　익산시	285312.0	142948.0	142364.0	278724.0	139638.0	139086.0	6588.0	3310.0	3278.0	121413.0	119474.0	116.0	1823.0	117355.0	34873.0	74406.0	2611.0	3420.0	2045.0	2576.0
　　　정읍시	106706.0	53174.0	53532.0	102975.0	50966.0	52009.0	3731.0	2208.0	1523.0	46850.0	45970.0	71.0	809.0	48152.0	26229.0	20033.0	582.0	515.0	793.0	1597.0
　　　남원시	78097.0	38214.0	39883.0	76770.0	37677.0	39093.0	1327.0	537.0	790.0	34331.0	33974.0	31.0	326.0	34965.0	20539.0	13051.0	448.0	312.0	615.0	1053.0
　　　김제시	79733.0	39603.0	40130.0	77160.0	37861.0	39299.0	2573.0	1742.0	831.0	35247.0	34697.0	57.0	493.0	37736.0	24534.0	11475.0	1015.0	250.0	462.0	1403.0
　　　완주군	95834.0	49451.0	46383.0	91548.0	46940.0	44608.0	4286.0	2511.0	1775.0	39629.0	38551.0	66.0	1012.0	38905.0	19448.0	18233.0	306.0	520.0	398.0	1393.0
　　　진안군	23380.0	11664.0	11716.0	22924.0	11487.0	11437.0	456.0	177.0	279.0	10774.0	10674.0	12.0	88.0	10908.0	9133.0	1071.0	535.0	26.0	143.0	513.0
　　　무주군	22678.0	11177.0	11501.0	22385.0	11098.0	11287.0	293.0	79.0	214.0	10539.0	10469.0	11.0	59.0	11195.0	8983.0	1603.0	190.0	239.0	180.0	453.0
　　　장수군	20879.0	10377.0	10502.0	20383.0	10171.0	10212.0	496.0	206.0	290.0	9497.0	9383.0	11.0	103.0	9555.0	8105.0	804.0	334.0	133.0	179.0	399.0
　　　임실군	26075.0	13179.0	12896.0	25666.0	13030.0	12636.0	409.0	149.0	260.0	12380.0	12288.0	13.0	79.0	12830.0	10592.0	1744.0	175.0	184.0	135.0	450.0
　　　순창군	26598.0	12784.0	13814.0	26111.0	12612.0	13499.0	487.0	172.0	315.0	11750.0	11647.0	17.0	86.0	13135.0	10980.0	1529.0	295.0	159.0	172.0	393.0
　　　고창군	52608.0	26092.0	26516.0	51340.0	25464.0	25876.0	1268.0	628.0	640.0	23845.0	23512.0	28.0	305.0	25269.0	19577.0	3631.0	1299.0	384.0	378.0	887.0
　　　부안군	49326.0	24551.0	24775.0	48247.0	23970.0	24277.0	1079.0	581.0	498.0	22591.0	22351.0	24.0	216.0	24541.0	17469.0	5747.0	350.0	477.0	498.0	917.0
전라남도	1788807.0	903281.0	885526.0	1743571.0	875732.0	867839.0	45236.0	27549.0	17687.0	772660.0	761518.0	896.0	10246.0	802043.0	402046.0	359690.0	16463.0	10955.0	12889.0	26971.0
　　　읍부	439764.0	221991.0	217773.0	425403.0	212921.0	212482.0	14361.0	9070.0	5291.0	184223.0	180222.0	283.0	3718.0	186168.0	84524.0	86839.0	6699.0	4340.0	3766.0	8588.0
　　　면부	569084.0	285621.0	283463.0	551609.0	274353.0	277256.0	17475.0	11268.0	6207.0	265354.0	261444.0	370.0	3540.0	289791.0	252134.0	31254.0	2071.0	1226.0	3106.0	9665.0
　　　동부	779959.0	395669.0	384290.0	766559.0	388458.0	378101.0	13400.0	7211.0	6189.0	323083.0	319852.0	243.0	2988.0	326084.0	65388.0	241597.0	7693.0	5389.0	6017.0	8718.0
　　　목포시	224509.0	112446.0	112063.0	220195.0	109988.0	110207.0	4314.0	2458.0	1856.0	95492.0	94391.0	83.0	1018.0	94332.0	21281.0	67995.0	1597.0	1820.0	1639.0	3334.0
　　　여수시	271505.0	140228.0	131277.0	265300.0	135970.0	129330.0	6205.0	4258.0	1947.0	113780.0	112397.0	95.0	1288.0	113941.0	38184.0	69791.0	1678.0	1689.0	2599.0	2209.0
　　　순천시	272449.0	136023.0	136426.0	269708.0	134826.0	134882.0	2741.0	1197.0	1544.0	110833.0	110112.0	69.0	652.0	113964.0	32228.0	76707.0	1672.0	1541.0	1816.0	1990.0
　　　나주시	113293.0	56528.0	56765.0	109639.0	54506.0	55133.0	3654.0	2022.0	1632.0	49264.0	48497.0	76.0	691.0	54524.0	24431.0	28627.0	479.0	522.0	465.0	3017.0
　　　광양시	143928.0	75009.0	68919.0	141724.0	74057.0	67667.0	2204.0	952.0	1252.0	58325.0	57752.0	45.0	528.0	60548.0	13809.0	41969.0	2980.0	828.0	962.0	1137.0
　　　담양군	44201.0	22115.0	22086.0	42876.0	21477.0	21399.0	1325.0	638.0	687.0	18333.0	18034.0	35.0	264.0	18485.0	15754.0	1854.0	267.0	276.0	334.0	945.0
　　　곡성군	27349.0	13421.0	13928.0	26691.0	13060.0	13631.0	658.0	361.0	297.0	12833.0	12689.0	24.0	120.0	13488.0	11511.0	1234.0	354.0	191.0	198.0	435.0
　　　구례군	23907.0	11502.0	12405.0	23604.0	11404.0	12200.0	303.0	98.0	205.0	11089.0	11009.0	14.0	66.0	11687.0	10028.0	1078.0	252.0	131.0	198.0	411.0
　　　고흥군	60045.0	29349.0	30696.0	58680.0	28489.0	30191.0	1365.0	860.0	505.0	29852.0	29520.0	29.0	303.0	34150.0	28032.0	3582.0	831.0	1239.0	466.0	835.0
　　　보성군	37888.0	18255.0	19633.0	37284.0	18024.0	19260.0	604.0	231.0	373.0	17980.0	17862.0	27.0	91.0	19464.0	16215.0	2447.0	497.0	115.0	190.0	569.0
　　　화순군	60247.0	29207.0	31040.0	59044.0	28665.0	30379.0	1203.0	542.0	661.0	25608.0	25343.0	35.0	230.0	28628.0	15394.0	12571.0	291.0	79.0	293.0	898.0
　　　장흥군	35273.0	17111.0	18162.0	34508.0	16756.0	17752.0	765.0	355.0	410.0	16646.0	16484.0	19.0	143.0	17679.0	13965.0	2532.0	727.0	156.0	299.0	619.0
　　　강진군	32778.0	15901.0	16877.0	32158.0	15625.0	16533.0	620.0	276.0	344.0	15398.0	15250.0	22.0	126.0	17241.0	13851.0	2177.0	552.0	353.0	308.0	567.0
　　　해남군	65223.0	32470.0	32753.0	63310.0	31330.0	31980.0	1913.0	1140.0	773.0	29535.0	29031.0	33.0	471.0	31350.0	24321.0	5802.0	473.0	207.0	547.0	1044.0
　　　영암군	57076.0	30667.0	26409.0	51166.0	26310.0	24856.0	5910.0	4357.0	1553.0	25307.0	23534.0	47.0	1726.0	27410.0	15341.0	10760.0	624.0	391.0	294.0	1019.0
