행정구역별(읍면동)	총인구 (명)	남자 (명)	여자 (명)	내국인-계 (명)	내국인-남자 (명)	내국인-여자 (명)	외국인-계 (명)	외국인-남자 (명)	외국인-여자 (명)	가구-계 (가구)	일반가구 (가구)	집단가구 (가구)	외국인가구 (가구)	주택-계 (호)	단독주택 (호)	아파트 (호)	연립주택 (호)	다세대주택 (호)	비거주용 건물내 주택 (호)	주택이외의 거처 (호)
　　　무안군	84637.0	42867.0	41770.0	82519.0	41667.0	40852.0	2118.0	1200.0	918.0	36094.0	35628.0	57.0	409.0	35403.0	18525.0	15656.0	477.0	309.0	436.0	3618.0
　　　함평군	30156.0	15057.0	15099.0	29260.0	14573.0	14687.0	896.0	484.0	412.0	13720.0	13538.0	36.0	146.0	14777.0	13238.0	968.0	240.0	112.0	219.0	639.0
　　　영광군	50196.0	25157.0	25039.0	48943.0	24427.0	24516.0	1253.0	730.0	523.0	22102.0	21780.0	39.0	283.0	23083.0	15455.0	6024.0	921.0	309.0	374.0	959.0
　　　장성군	41443.0	20969.0	20474.0	40046.0	20148.0	19898.0	1397.0	821.0	576.0	17583.0	17291.0	31.0	261.0	18761.0	13791.0	4133.0	499.0	66.0	272.0	708.0
　　　완도군	48269.0	25277.0	22992.0	45400.0	22947.0	22453.0	2869.0	2330.0	539.0	22006.0	21234.0	31.0	741.0	22096.0	18176.0	2425.0	615.0	358.0	522.0	955.0
　　　진도군	29297.0	15042.0	14255.0	27418.0	13503.0	13915.0	1879.0	1539.0	340.0	13883.0	13400.0	15.0	468.0	14327.0	12241.0	1338.0	337.0	201.0	210.0	477.0
　　　신안군	35138.0	18680.0	16458.0	34098.0	17980.0	16118.0	1040.0	700.0	340.0	16997.0	16742.0	34.0	221.0	16705.0	16275.0	20.0	100.0	62.0	248.0	586.0
경상북도	2644757.0	1338823.0	1305934.0	2570210.0	1294138.0	1276072.0	74547.0	44685.0	29862.0	1152097.0	1131819.0	1182.0	19096.0	1094306.0	456538.0	541246.0	30673.0	47264.0	18585.0	34480.0
　　　읍부	617590.0	316441.0	301149.0	594069.0	301769.0	292300.0	23521.0	14672.0	8849.0	263643.0	257403.0	296.0	5944.0	251633.0	96098.0	131445.0	7224.0	12421.0	4445.0	7438.0
　　　면부	628901.0	317900.0	311001.0	608001.0	303342.0	304659.0	20900.0	14558.0	6342.0	295747.0	291785.0	485.0	3477.0	315925.0	256532.0	45100.0	4771.0	5384.0	4138.0	13871.0
　　　동부	1398266.0	704482.0	693784.0	1368140.0	689027.0	679113.0	30126.0	15455.0	14671.0	592707.0	582631.0	401.0	9675.0	526748.0	103908.0	364701.0	18678.0	29459.0	10002.0	13171.0
　　　포항시	501109.0	254268.0	246841.0	492896.0	249555.0	243341.0	8213.0	4713.0	3500.0	209373.0	207459.0	140.0	1774.0	201611.0	46350.0	131204.0	8650.0	11407.0	4000.0	3657.0
　　　남구	228937.0	119250.0	109687.0	224781.0	116627.0	108154.0	4156.0	2623.0	1533.0	97063.0	96024.0	69.0	970.0	89851.0	23826.0	52043.0	4456.0	7579.0	1947.0	1823.0
　　　북구	272172.0	135018.0	137154.0	268115.0	132928.0	135187.0	4057.0	2090.0	1967.0	112310.0	111435.0	71.0	804.0	111760.0	22524.0	79161.0	4194.0	3828.0	2053.0	1834.0
　　　경주시	261778.0	132827.0	128951.0	246008.0	123078.0	122930.0	15770.0	9749.0	6021.0	116452.0	111247.0	104.0	5101.0	109481.0	45760.0	51821.0	3606.0	6232.0	2062.0	4592.0
　　　김천시	139145.0	69808.0	69337.0	135977.0	68003.0	67974.0	3168.0	1805.0	1363.0	60013.0	59250.0	83.0	680.0	60378.0	26412.0	30670.0	1279.0	1064.0	953.0	2480.0
　　　안동시	159412.0	78996.0	80416.0	157525.0	78174.0	79351.0	1887.0	822.0	1065.0	71424.0	70934.0	73.0	417.0	69997.0	31394.0	34487.0	1476.0	1318.0	1322.0	2021.0
　　　구미시	416603.0	214920.0	201683.0	410007.0	211352.0	198655.0	6596.0	3568.0	3028.0	171496.0	169519.0	112.0	1865.0	152076.0	25237.0	112247.0	3707.0	9128.0	1757.0	3721.0
　　　영주시	103818.0	51865.0	51953.0	102523.0	51290.0	51233.0	1295.0	575.0	720.0	45970.0	45636.0	54.0	280.0	42345.0	20839.0	17146.0	1643.0	1513.0	1204.0	1345.0
　　　영천시	100353.0	51436.0	48917.0	96225.0	48569.0	47656.0	4128.0	2867.0	1261.0	45647.0	44842.0	82.0	723.0	45092.0	22937.0	19431.0	934.0	1146.0	644.0	2179.0
　　　상주시	95473.0	47016.0	48457.0	94167.0	46458.0	47709.0	1306.0	558.0	748.0	44043.0	43717.0	59.0	267.0	43713.0	29569.0	11775.0	388.0	1216.0	765.0	1556.0
　　　문경시	68212.0	33446.0	34766.0	67250.0	33025.0	34225.0	962.0	421.0	541.0	30839.0	30574.0	46.0	219.0	30337.0	19514.0	7323.0	1304.0	1426.0	770.0	1012.0
　　　경산시	283733.0	143389.0	140344.0	269639.0	135063.0	134576.0	14094.0	8326.0	5768.0	120756.0	116127.0	94.0	4535.0	96711.0	22730.0	68711.0	1019.0	3245.0	1006.0	2779.0
　　　군위군	22096.0	11379.0	10717.0	21426.0	10888.0	10538.0	670.0	491.0	179.0	10850.0	10726.0	22.0	102.0	11043.0	9757.0	631.0	162.0	332.0	161.0	533.0
　　　의성군	49243.0	24004.0	25239.0	48442.0	23577.0	24865.0	801.0	427.0	374.0	24312.0	24119.0	38.0	155.0	26136.0	22498.0	2189.0	341.0	715.0	393.0	772.0
　　　청송군	23761.0	11817.0	11944.0	23470.0	11743.0	11727.0	291.0	74.0	217.0	11797.0	11723.0	16.0	58.0	12493.0	9833.0	1603.0	181.0	599.0	277.0	464.0
　　　영양군	15743.0	7703.0	8040.0	15455.0	7642.0	7813.0	288.0	61.0	227.0	7725.0	7661.0	6.0	58.0	8197.0	7105.0	356.0	146.0	481.0	109.0	213.0
　　　영덕군	34893.0	16886.0	18007.0	33612.0	15909.0	17703.0	1281.0	977.0	304.0	17206.0	16969.0	24.0	213.0	18220.0	14641.0	1499.0	880.0	742.0	458.0	552.0
　　　청도군	41378.0	20180.0	21198.0	39980.0	19567.0	20413.0	1398.0	613.0	785.0	19004.0	18821.0	38.0	145.0	21748.0	18187.0	2243.0	362.0	668.0	288.0	756.0
　　　고령군	31419.0	16396.0	15023.0	29264.0	14715.0	14549.0	2155.0	1681.0	474.0	13917.0	13498.0	19.0	400.0	13785.0	8998.0	3867.0	183.0	509.0	228.0	916.0
　　　성주군	41574.0	21716.0	19858.0	39441.0	20132.0	19309.0	2133.0	1584.0	549.0	18713.0	18255.0	30.0	428.0	17038.0	14693.0	1360.0	295.0	345.0	345.0	1187.0
　　　칠곡군	115756.0	60517.0	55239.0	110985.0	57370.0	53615.0	4771.0	3147.0	1624.0	47953.0	46786.0	76.0	1091.0	44000.0	14381.0	25414.0	625.0	2849.0	731.0	1745.0
　　　예천군	53718.0	26306.0	27412.0	52939.0	25994.0	26945.0	779.0	312.0	467.0	24213.0	24041.0	19.0	153.0	27501.0	16326.0	9906.0	377.0	603.0	289.0	594.0
　　　봉화군	29945.0	14870.0	15075.0	29471.0	14719.0	14752.0	474.0	151.0	323.0	14189.0	14092.0	19.0	78.0	15270.0	12242.0	1587.0	835.0	418.0	188.0	463.0
　　　울진군	47151.0	24395.0	22756.0	45311.0	22826.0	22485.0	1840.0	1569.0	271.0	22006.0	21707.0	22.0	277.0	24069.0	14720.0	5594.0	2093.0	1201.0	461.0	646.0
　　　울릉군	8444.0	4683.0	3761.0	8197.0	4489.0	3708.0	247.0	194.0	53.0	4199.0	4116.0	6.0	77.0	3065.0	2415.0	182.0	187.0	107.0	174.0	297.0
경상남도	3333056.0	1692212.0	1640844.0	3236387.0	1629100.0	1607287.0	96669.0	63112.0	33557.0	1376240.0	1350155.0	1126.0	24959.0	1296944.0	417534.0	797850.0	26697.0	37542.0	17321.0	45805.0
　　　읍부	506242.0	254596.0	251646.0	493407.0	246986.0	246421.0	12835.0	7610.0	5225.0	201425.0	197768.0	167.0	3490.0	195809.0	56376.0	125700.0	4967.0	5915.0	2851.0	5996.0
　　　면부	697601.0	356675.0	340926.0	664564.0	331822.0	332742.0	33037.0	24853.0	8184.0	309030.0	301778.0	526.0	6726.0	329694.0	227818.0	88948.0	4089.0	4169.0	4670.0	13026.0
　　　동부	2129213.0	1080941.0	1048272.0	2078416.0	1050292.0	1028124.0	50797.0	30649.0	20148.0	865785.0	850609.0	433.0	14743.0	771441.0	133340.0	583202.0	17641.0	27458.0	9800.0	26783.0
　　　진주시	352403.0	175605.0	176798.0	345977.0	171912.0	174065.0	6426.0	3693.0	2733.0	148396.0	146660.0	111.0	1625.0	130282.0	41583.0	82907.0	1172.0	2264.0	2356.0	3385.0
　　　통영시	127984.0	65869.0	62115.0	122911.0	61814.0	61097.0	5073.0	4055.0	1018.0	54922.0	53758.0	55.0	1109.0	52552.0	19206.0	29903.0	1257.0	1210.0	976.0	1810.0
　　　사천시	111184.0	57145.0	54039.0	107079.0	54075.0	53004.0	4105.0	3070.0	1035.0	47359.0	46540.0	81.0	738.0	49245.0	20460.0	25308.0	1602.0	839.0	1036.0	1443.0
　　　김해시	552427.0	283063.0	269364.0	527424.0	265774.0	261650.0	25003.0	17289.0	7714.0	214170.0	207272.0	129.0	6769.0	193783.0	27466.0	151018.0	1985.0	11649.0	1665.0	7132.0
　　　밀양시	103228.0	50545.0	52683.0	99377.0	48889.0	50488.0	3851.0	1656.0	2195.0	46860.0	45948.0	51.0	861.0	49162.0	27726.0	18202.0	1062.0	1273.0	899.0	1519.0
　　　거제시	246965.0	131923.0	115042.0	237603.0	125407.0	112196.0	9362.0	6516.0	2846.0	98586.0	95837.0	67.0	2682.0	99797.0	22780.0	68843.0	4023.0	2701.0	1450.0	2811.0
　　　양산시	351206.0	176742.0	174464.0	342744.0	171418.0	171326.0	8462.0	5324.0	3138.0	141072.0	138629.0	71.0	2372.0	132927.0	14851.0	113027.0	1093.0	2889.0	1067.0	3539.0
　　　창원시	1029389.0	522913.0	506476.0	1009938.0	511296.0	498642.0	19451.0	11617.0	7834.0	415535.0	409688.0	232.0	5615.0	366057.0	77142.0	266049.0	9870.0	8998.0	3998.0	16185.0
　　　의창구	262203.0	133404.0	128799.0	257433.0	130731.0	126702.0	4770.0	2673.0	2097.0	105843.0	104291.0	50.0	1502.0	83059.0	20665.0	56549.0	2039.0	2838.0	968.0	3716.0
　　　성산구	213607.0	110503.0	103104.0	209062.0	107475.0	101587.0	4545.0	3028.0	1517.0	83048.0	81686.0	51.0	1311.0	72481.0	5569.0	66006.0	536.0	58.0	312.0	5434.0
　　　마산합포구	172632.0	85874.0	86758.0	169801.0	84222.0	85579.0	2831.0	1652.0	1179.0	72452.0	71771.0	69.0	612.0	69200.0	21508.0	43716.0	1473.0	1258.0	1245.0	3696.0
　　　마산회원구	190389.0	95207.0	95182.0	187691.0	93758.0	93933.0	2698.0	1449.0	1249.0	77008.0	76212.0	33.0	763.0	66670.0	14330.0	46508.0	2571.0	2506.0	755.0	2125.0
　　　진해구	190558.0	97925.0	92633.0	185951.0	95110.0	90841.0	4607.0	2815.0	1792.0	77184.0	75728.0	29.0	1427.0	74647.0	15070.0	53270.0	3251.0	2338.0	718.0	1214.0
　　　의령군	25965.0	12784.0	13181.0	25020.0	12213.0	12807.0	945.0	571.0	374.0	12535.0	12321.0	27.0	187.0	13482.0	11250.0	1439.0	280.0	364.0	149.0	501.0
　　　함안군	65279.0	34271.0	31008.0	61000.0	30853.0	30147.0	4279.0	3418.0	861.0	27594.0	26634.0	57.0	903.0	28005.0	15393.0	11068.0	548.0	545.0	451.0	1254.0
　　　창녕군	61302.0	30881.0	30421.0	57905.0	28646.0	29259.0	3397.0	2235.0	1162.0	27754.0	26908.0	48.0	798.0	28031.0	19470.0	5971.0	845.0	1372.0	373.0	1273.0
　　　고성군	50016.0	25327.0	24689.0	48391.0	24192.0	24199.0	1625.0	1135.0	490.0	22436.0	22039.0	39.0	358.0	23984.0	17009.0	5059.0	479.0	1003.0	434.0	825.0
　　　남해군	41587.0	20446.0	21141.0	40527.0	19594.0	20933.0	1060.0	852.0	208.0	19721.0	19501.0	24.0	196.0	22950.0	19571.0	2062.0	322.0	458.0	537.0	461.0
　　　하동군	41772.0	20773.0	20999.0	41083.0	20492.0	20591.0	689.0	281.0	408.0	19600.0	19435.0	23.0	142.0	20413.0	16879.0	2475.0	393.0	312.0	354.0	755.0
　　　산청군	33500.0	16275.0	17225.0	32666.0	15918.0	16748.0	834.0	357.0	477.0	15823.0	15611.0	29.0	183.0	16934.0	14833.0	1372.0	229.0	137.0	363.0	755.0
　　　함양군	37114.0	17980.0	19134.0	36528.0	17689.0	18839.0	586.0	291.0	295.0	17501.0	17361.0	28.0	112.0	18891.0	14616.0	3322.0	153.0	455.0	345.0	676.0
　　　거창군	59595.0	29300.0	30295.0	58874.0	28972.0	29902.0	721.0	328.0	393.0	26054.0	25874.0	23.0	157.0	27014.0	17253.0	8102.0	583.0	581.0	495.0	801.0
　　　합천군	42140.0	20370.0	21770.0	41340.0	19946.0	21394.0	800.0	424.0	376.0	20322.0	20139.0	31.0	152.0	23435.0	20046.0	1723.0	801.0	492.0	373.0	680.0
제주특별자치도	670858.0	338173.0	332685.0	644027.0	323004.0	321023.0	26831.0	15169.0	11662.0	270435.0	263068.0	210.0	7157.0	246451.0	95879.0	78136.0	30645.0	35875.0	5916.0	18133.0
　　　읍부	153767.0	79230.0	74537.0	143607.0	72697.0	70910.0	10160.0	6533.0	3627.0	62301.0	60060.0	78.0	2163.0	62136.0	41490.0	5000.0	8417.0	5482.0	1747.0	3482.0
　　　면부	35539.0	18365.0	17174.0	33603.0	17103.0	16500.0	1936.0	1262.0	674.0	15497.0	14992.0	18.0	487.0	15778.0	12618.0	504.0	1148.0	1048.0	460.0	869.0
　　　동부	481552.0	240578.0	240974.0	466817.0	233204.0	233613.0	14735.0	7374.0	7361.0	192637.0	188016.0	114.0	4507.0	168537.0	41771.0	72632.0	21080.0	29345.0	3709.0	13782.0
　　　제주시	492306.0	247474.0	244832.0	474196.0	237502.0	236694.0	18110.0	9972.0	8138.0	196808.0	191619.0	140.0	5049.0	173767.0	61290.0	59693.0	19620.0	29135.0	4029.0	14189.0
　　　서귀포시	178552.0	90699.0	87853.0	169831.0	85502.0	84329.0	8721.0	5197.0	3524.0	73627.0	71449.0	70.0	2108.0	72684.0	34589.0	18443.0	11025.0	6740.0	1887.0	3944.0
