Slovakia, Exposure to risk (period 1x5)     Last modified: 29-Sep-2015, MPv5 (May07)

   Year      Age       Female          Male         Total
1950-1954      0       226894.86    240203.86    467098.72 
1950-1954      1       214484.28    225268.56    439752.84 
1950-1954      2       206377.29    215945.13    422322.42 
1950-1954      3       196996.09    205433.24    402429.33 
1950-1954      4       186922.77    193764.94    380687.70 
1950-1954      5       178488.18    183552.15    362040.33 
1950-1954      6       171665.12    175455.52    347120.65 
1950-1954      7       165274.25    168110.88    333385.13 
1950-1954      8       160957.81    163163.33    324121.14 
1950-1954      9       159054.56    161272.19    320326.75 
1950-1954     10       157445.79    159981.09    317426.88 
1950-1954     11       155320.70    157741.16    313061.86 
1950-1954     12       153032.21    155134.62    308166.84 
1950-1954     13       150504.86    152357.43    302862.28 
1950-1954     14       148274.71    149635.23    297909.94 
1950-1954     15       146683.56    147689.55    294373.11 
1950-1954     16       146219.63    146988.14    293207.77 
1950-1954     17       147245.11    147258.66    294503.77 
1950-1954     18       149386.75    148640.52    298027.27 
1950-1954     19       151499.19    150301.18    301800.37 
1950-1954     20       153280.60    151113.12    304393.72 
1950-1954     21       154446.26    151197.41    305643.67 
1950-1954     22       154371.33    150682.48    305053.81 
1950-1954     23       153510.09    149518.79    303028.88 
1950-1954     24       152623.98    148152.40    300776.38 
1950-1954     25       152363.36    147510.81    299874.17 
1950-1954     26       153356.46    148568.29    301924.75 
1950-1954     27       155393.38    150651.40    306044.78 
1950-1954     28       156933.48    152092.96    309026.44 
1950-1954     29       156494.44    151558.86    308053.30 
1950-1954     30       151763.04    146662.98    298426.02 
1950-1954     31       140087.46    134893.67    274981.13 
1950-1954     32       122239.93    117409.63    239649.56 
1950-1954     33       104023.31     99693.95    203717.26 
1950-1954     34        91074.00     86656.88    177730.88 
1950-1954     35        86712.34     81477.20    168189.54 
1950-1954     36        92396.43     85988.86    178385.29 
1950-1954     37       104914.30     97438.65    202352.95 
1950-1954     38       117210.09    109194.86    226404.95 
1950-1954     39       126296.37    118494.45    244790.82 
1950-1954     40       130140.49    123089.56    253230.05 
1950-1954     41       130183.86    123964.83    254148.69 
1950-1954     42       129016.29    123469.04    252485.34 
1950-1954     43       127250.39    121964.21    249214.60 
1950-1954     44       125090.01    119556.43    244646.44 
1950-1954     45       121994.24    116037.35    238031.59 
1950-1954     46       118651.10    112084.99    230736.08 
1950-1954     47       115798.14    108845.10    224643.24 
1950-1954     48       113852.40    106809.71    220662.11 
1950-1954     49       112577.61    105678.38    218255.99 
1950-1954     50       110815.98    103826.26    214642.24 
1950-1954     51       108082.46    100434.01    208516.47 
1950-1954     52       104990.15     96069.64    201059.79 
1950-1954     53       101739.78     91096.10    192835.88 
1950-1954     54        97782.88     85477.55    183260.42 
1950-1954     55        93086.31     79666.69    172753.01 
1950-1954     56        88397.55     74514.98    162912.53 
1950-1954     57        83446.22     69614.02    153060.24 
1950-1954     58        78109.36     64478.68    142588.03 
1950-1954     59        72992.58     59484.70    132477.28 
1950-1954     60        68876.38     55221.68    124098.06 
1950-1954     61        66210.92     52103.22    118314.14 
1950-1954     62        64416.66     49868.07    114284.72 
1950-1954     63        62810.04     47964.30    110774.34 
1950-1954     64        61246.03     46054.83    107300.86 
