Portugal, Exposure to risk (period 1x5), 	Last modified: 24 Feb 2017, MPv5 (May07)

  Year          Age             Female            Male           Total
1940-1944        0            417119.20       442884.22       860003.42
1940-1944        1            383594.25       402609.60       786203.85
1940-1944        2            379116.63       397866.02       776982.65
1940-1944        3            387063.83       405489.54       792553.37
1940-1944        4            399479.92       416996.11       816476.03
1940-1944        5            410639.52       428500.48       839140.00
1940-1944        6            414929.09       432404.70       847333.79
1940-1944        7            414367.21       430095.12       844462.33
1940-1944        8            410604.64       425224.48       835829.11
1940-1944        9            407576.74       422358.81       829935.54
1940-1944       10            403747.11       418544.31       822291.42
1940-1944       11            399946.28       412629.06       812575.34
1940-1944       12            396664.69       407531.81       804196.50
1940-1944       13            393544.57       403424.86       796969.43
1940-1944       14            392070.22       402150.43       794220.65
1940-1944       15            392350.09       399839.36       792189.45
1940-1944       16            390948.32       393776.83       784725.15
1940-1944       17            387517.81       387729.72       775247.52
1940-1944       18            380697.88       377438.76       758136.64
1940-1944       19            371122.60       362918.28       734040.88
1940-1944       20            356228.52       350218.87       706447.39
1940-1944       21            336316.25       334971.27       671287.52
1940-1944       22            321301.80       319275.41       640577.20
1940-1944       23            312541.68       310310.47       622852.14
1940-1944       24            306512.39       303866.45       610378.84
1940-1944       25            306417.35       299435.20       605852.55
1940-1944       26            311570.72       300067.43       611638.16
1940-1944       27            314289.82       300617.87       614907.69
1940-1944       28            311766.27       296676.16       608442.44
1940-1944       29            311146.49       294479.65       605626.15
1940-1944       30            308533.33       290814.67       599348.00
1940-1944       31            300016.63       282598.76       582615.39
1940-1944       32            294264.08       275443.56       569707.64
1940-1944       33            288910.26       267549.88       556460.14
1940-1944       34            281508.40       257113.10       538621.50
1940-1944       35            279043.01       249918.55       528961.56
1940-1944       36            277805.95       244435.48       522241.43
1940-1944       37            272330.92       236756.96       509087.88
1940-1944       38            267097.14       231228.10       498325.24
1940-1944       39            264639.57       228620.41       493259.97
1940-1944       40            257775.09       222552.88       480327.97
1940-1944       41            246582.77       213081.98       459664.75
1940-1944       42            238052.66       204958.63       443011.29
1940-1944       43            229061.95       195756.76       424818.70
1940-1944       44            218918.31       186164.21       405082.52
1940-1944       45            212848.93       180207.79       393056.72
1940-1944       46            209672.28       176485.09       386157.37
1940-1944       47            207080.43       173286.26       380366.70
1940-1944       48            205711.59       170785.78       376497.36
1940-1944       49            206644.31       168632.68       375276.99
1940-1944       50            205108.71       165057.90       370166.61
1940-1944       51            199230.55       160380.01       359610.56
1940-1944       52            194581.53       156786.60       351368.13
1940-1944       53            189266.44       151630.47       340896.90
1940-1944       54            181229.34       145035.30       326264.63
1940-1944       55            176476.57       140622.15       317098.72
1940-1944       56            174230.74       136564.31       310795.05
1940-1944       57            168891.05       130721.88       299612.93
1940-1944       58            163123.49       125759.86       288883.35
1940-1944       59            163506.43       124912.92       288419.35
1940-1944       60            161434.88       122425.87       283860.76
1940-1944       61            151394.94       115235.05       266629.98
1940-1944       62            145704.72       111477.32       257182.04
1940-1944       63            141250.97       108208.38       249459.35
1940-1944       64            133249.40       101583.60       234832.99
1940-1944       65            127721.01        96598.19       224319.19
1940-1944       66            124792.10        93220.84       218012.95
