0.00201336977441592,0.000100085205063029,-0.000711928868312139,-2.00040638788102e-05,-3.63073160612935e-05,7.19408168435591e-06,7.89563147909661e-05,0.000140160394752009,2.89485205114271e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000100085205063028,0.00509451029229149,-0.000723939305743921,-0.000891966272486936,-0.000735283469284338,2.4301542578193e-06,-0.00156055197534231,4.83722454694897e-05,-0.000157361297185924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.000711928868312137,-0.000723939305743922,0.00188574381806983,-1.64261642387477e-05,0.000304704603892782,1.11056715965991e-05,0.000196661116278698,-0.000416533966660647,-4.55156930654757e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.00040638788097e-05,-0.000891966272486938,-1.64261642387475e-05,0.000646792396233056,0.0002217639686434,-2.37100970280481e-05,8.92198219158653e-05,0.000180924063290473,-0.000367148541590526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.63073160612926e-05,-0.000735283469284338,0.000304704603892779,0.000221763968643399,0.00221677920421878,5.04100344038683e-05,0.0016423848700851,-0.000432984936164236,-0.000542250342554441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.19408168435594e-06,2.43015425781909e-06,1.1105671596599e-05,-2.3710097028048e-05,5.04100344038682e-05,2.19812127560503e-05,5.99863720894246e-05,2.18456933318797e-06,2.89941432108616e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.89563147909637e-05,-0.00156055197534232,0.0001966611162787,8.92198219158662e-05,0.0016423848700851,5.99863720894249e-05,0.00292929731680748,-0.00121954100306894,0.000409503858620159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000140160394752009,4.83722454694956e-05,-0.000416533966660647,0.000180924063290472,-0.000432984936164238,2.18456933318769e-06,-0.00121954100306895,0.00128409022018496,-0.000757406075474614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.89485205114266e-05,-0.000157361297185927,-4.55156930654743e-05,-0.000367148541590526,-0.000542250342554441,2.89941432108637e-06,0.00040950385862016,-0.000757406075474614,0.00261490819128762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.000359622224119644,3.41598894815845e-05,-0.000126354756599958,-6.40675524677731e-06,-6.7766063972938e-06,1.39540579511171e-06,2.06057943374059e-05,1.56502253139745e-05,4.22568196527966e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
