Belgium, Exposure to risk (period 5x5)     Last modified: 12-Aug-2016, MPv5 (May07)

   Year      Age       Female          Male         Total
1841-1844      0       239095.53    246857.40    485952.93 
1841-1844    1-4       815656.57    831358.05   1647014.62 
1841-1844    5-9       881632.37    907475.88   1789108.25 
1841-1844   10-14      814573.69    836235.93   1650809.61 
1841-1844   15-19      801697.17    804966.22   1606663.39 
1841-1844   20-24      725520.20    735994.58   1461514.78 
1841-1844   25-29      624953.15    628242.88   1253196.02 
1841-1844   30-34      599329.88    606555.54   1205885.42 
1841-1844   35-39      547879.51    566766.70   1114646.22 
1841-1844   40-44      524998.68    546930.30   1071928.98 
1841-1844   45-49      445109.88    425158.63    870268.51 
1841-1844   50-54      375088.42    302677.47    677765.89 
1841-1844   55-59      325211.67    276526.67    601738.34 
1841-1844   60-64      277107.45    247595.84    524703.29 
1841-1844   65-69      207665.43    188377.18    396042.61 
1841-1844   70-74      151132.98    137590.28    288723.26 
1841-1844   75-79       94515.42     83458.56    177973.98 
1841-1844   80-84       44441.22     36742.92     81184.13 
1841-1844   85-89       16176.27     12061.46     28237.73 
1841-1844   90-94        4154.93      2716.34      6871.27 
1841-1844   95-99         671.25       442.59      1113.85 
1841-1844  100-104         48.73        26.20        74.93 
1841-1844  105-109          0.00         0.00         0.00 
1841-1844  110+             0.00         0.00         0.00 
1845-1849      0       271915.75    279426.39    551342.15 
1845-1849    1-4       970240.16    983423.75   1953663.92 
1845-1849    5-9      1164655.67   1195325.36   2359981.03 
1845-1849   10-14     1045357.66   1088311.64   2133669.30 
1845-1849   15-19      974781.47   1006887.13   1981668.60 
1845-1849   20-24      953005.92    963261.95   1916267.87 
1845-1849   25-29      846794.14    857545.97   1704340.11 
1845-1849   30-34      741700.80    751660.72   1493361.52 
1845-1849   35-39      707317.28    723021.19   1430338.46 
1845-1849   40-44      637697.90    668375.97   1306073.86 
1845-1849   45-49      609989.01    632472.26   1242461.28 
1845-1849   50-54      501407.70    465259.33    966667.03 
1845-1849   55-59      422369.05    335807.80    758176.86 
