Greece, Exposure to risk (period 5x5)     Last modified: 25-Sep-2015, MPv5 (May07)

   Year      Age       Female          Male         Total
1981-1984      0       274776.61    295296.59    570073.21 
1981-1984    1-4      1176870.42   1253590.58   2430461.00 
1981-1984    5-9      1458532.99   1539260.34   2997793.32 
1981-1984   10-14     1498744.64   1577487.15   3076231.79 
1981-1984   15-19     1474908.07   1533352.82   3008260.89 
1981-1984   20-24     1420327.92   1434181.49   2854509.41 
1981-1984   25-29     1371968.94   1352614.62   2724583.57 
1981-1984   30-34     1304628.48   1293368.97   2597997.45 
1981-1984   35-39     1259598.70   1219479.11   2479077.81 
1981-1984   40-44     1245471.15   1171897.48   2417368.63 
1981-1984   45-49     1377629.91   1308897.37   2686527.28 
1981-1984   50-54     1346319.66   1314357.49   2660677.15 
1981-1984   55-59     1170820.59   1080816.08   2251636.67 
1981-1984   60-64      899798.23    793128.94   1692927.17 
1981-1984   65-69      881705.32    749190.23   1630895.54 
1981-1984   70-74      812184.52    661671.60   1473856.12 
1981-1984   75-79      572970.17    454025.71   1026995.88 
1981-1984   80-84      364544.97    247980.46    612525.43 
1981-1984   85-89      155452.90     99679.44    255132.34 
1981-1984   90-94       57276.61     31759.63     89036.24 
1981-1984   95-99       14581.37      7519.45     22100.82 
1981-1984  100-104       2544.63      1094.83      3639.47 
1981-1984  105-109        287.37       102.59       389.96 
1981-1984  110+            11.42         1.21        12.64 
1985-1989      0       267924.28    285959.64    553883.91 
1985-1989    1-4      1221483.71   1301093.60   2522577.30 
1985-1989    5-9      1810470.81   1920990.13   3731460.94 
1985-1989   10-14     1849397.11   1947900.54   3797297.65 
1985-1989   15-19     1903181.25   1989514.91   3892696.16 
1985-1989   20-24     1855943.32   1878300.61   3734243.94 
1985-1989   25-29     1803770.71   1781144.95   3584915.65 
1985-1989   30-34     1725189.35   1710879.14   3436068.49 
1985-1989   35-39     1654185.09   1644981.74   3299166.83 
1985-1989   40-44     1554402.07   1524810.58   3079212.65 
1985-1989   45-49     1574689.82   1495098.11   3069787.93 
1985-1989   50-54     1715466.59   1642744.51   3358211.10 
1985-1989   55-59     1677829.64   1606608.58   3284438.23 
1985-1989   60-64     1416204.90   1271621.30   2687826.20 
1985-1989   65-69     1069803.20    905058.89   1974862.09 
1985-1989   70-74      995161.64    805000.82   1800162.47 
1985-1989   75-79      816231.30    633822.72   1450054.02 
1985-1989   80-84      509958.88    368041.13    878000.01 
1985-1989   85-89      247130.89    154443.69    401574.58 
1985-1989   90-94       73944.01     43270.08    117214.09 
1985-1989   95-99       20539.81      9901.98     30441.79 
1985-1989  100-104       3185.51      1366.61      4552.12 
1985-1989  105-109        317.12       110.62       427.74 
1985-1989  110+             9.11         0.20         9.31 
1990-1994      0       250541.96    266002.50    516544.47 
1990-1994    1-4      1048926.83   1107415.50   2156342.33 
1990-1994    5-9      1537129.10   1629230.33   3166359.43 
1990-1994   10-14     1825407.15   1939381.93   3764789.08 
1990-1994   15-19     1890145.93   1992118.44   3882264.36 
1990-1994   20-24     1950380.41   2013137.57   3963517.97 
1990-1994   25-29     1898193.66   1887277.78   3785471.44 
1990-1994   30-34     1847678.45   1808277.51   3655955.96 
1990-1994   35-39     1752319.32   1743984.49   3496303.81 
1990-1994   40-44     1671986.46   1674001.71   3345988.17 
1990-1994   45-49     1555649.43   1539702.91   3095352.34 
1990-1994   50-54     1564317.59   1495938.19   3060255.78 
1990-1994   55-59     1710582.39   1620970.34   3331552.73 
1990-1994   60-64     1657005.32   1547260.56   3204265.89 
1990-1994   65-69     1372382.07   1181294.20   2553676.28 
1990-1994   70-74      984079.68    785639.31   1769718.99 
1990-1994   75-79      824434.67    622557.70   1446992.37 
1990-1994   80-84      601109.77    417987.38   1019097.14 
1990-1994   85-89      290329.98    190398.03    480728.01 
