Taiwan, Exposure to risk (period 5x5)     Last modified: 13-Jul-2016, MPv5 (May07)

   Year      Age       Female          Male         Total
1970-1974      0       879372.75    934783.84   1814156.59 
1970-1974    1-4      3673620.39   3891078.28   7564698.67 
1970-1974    5-9      4914220.43   5178800.96  10093021.39 
1970-1974   10-14     4877926.67   5138368.53  10016295.20 
1970-1974   15-19     4453969.25   4691549.15   9145518.40 
1970-1974   20-24     3426841.78   3585151.00   7011992.78 
1970-1974   25-29     2294815.15   2381511.57   4676326.72 
1970-1974   30-34     2273683.16   2318395.40   4592078.55 
1970-1974   35-39     2034438.35   2213962.48   4248400.82 
1970-1974   40-44     1778093.84   2447145.04   4225238.88 
1970-1974   45-49     1474177.36   2201818.50   3675995.87 
1970-1974   50-54     1158366.38   1638717.87   2797084.26 
1970-1974   55-59      927505.52   1222045.06   2149550.58 
1970-1974   60-64      755029.56    869566.82   1624596.39 
1970-1974   65-69      528707.06    530487.31   1059194.37 
1970-1974   70-74      353490.77    296556.46    650047.23 
1970-1974   75-79      201817.45    138037.40    339854.85 
1970-1974   80-84       98959.39     56882.84    155842.23 
1970-1974   85-89       41329.47     19587.13     60916.60 
1970-1974   90-94       12167.55      4816.58     16984.12 
1970-1974   95-99        2464.93       795.73      3260.66 
1970-1974  100-104        330.28        74.38       404.66 
1970-1974  105-109         22.18         0.37        22.55 
1970-1974  110+             0.00         0.00         0.00 
1975-1979      0       875334.62    940037.51   1815372.13 
1975-1979    1-4      3622345.95   3847302.59   7469648.54 
1975-1979    5-9      4602913.86   4876417.98   9479331.84 
1975-1979   10-14     4836888.75   5110265.45   9947154.20 
1975-1979   15-19     4791246.15   5038659.28   9829905.43 
1975-1979   20-24     4406382.59   4614080.44   9020463.04 
1975-1979   25-29     3397758.74   3570224.25   6967982.98 
1975-1979   30-34     2282623.62   2410258.07   4692881.69 
1975-1979   35-39     2244983.89   2347510.71   4592494.61 
1975-1979   40-44     1987360.62   2203565.29   4190925.91 
1975-1979   45-49     1739304.19   2429592.95   4168897.14 
1975-1979   50-54     1434305.38   2159674.11   3593979.48 
1975-1979   55-59     1120005.09   1565283.02   2685288.11 
1975-1979   60-64      891605.88   1142652.85   2034258.73 
1975-1979   65-69      701157.96    761628.61   1462786.56 
1975-1979   70-74      463107.61    427643.48    890751.09 
1975-1979   75-79      273639.32    207553.64    481192.96 
1975-1979   80-84      123599.12     77137.14    200736.26 
1975-1979   85-89       47017.99     24143.21     71161.20 
1975-1979   90-94       13670.66      6258.04     19928.70 
1975-1979   95-99        2554.55      1223.44      3777.98 
1975-1979  100-104        289.45       144.33       433.78 
1975-1979  105-109          7.61         2.70        10.31 
1975-1979  110+             0.00         0.00         0.00 
1980-1984      0       884297.33    947675.17   1831972.50 
1980-1984    1-4      3922246.59   4179566.19   8101812.78 
1980-1984    5-9      4581160.06   4856248.53   9437408.59 
1980-1984   10-14     4590326.60   4858079.57   9448406.18 
1980-1984   15-19     4819457.84   5073838.55   9893296.38 
1980-1984   20-24     4780170.97   5011996.86   9792167.83 
1980-1984   25-29     4361688.45   4556719.54   8918407.99 
1980-1984   30-34     3356255.36   3526165.74   6882421.10 
1980-1984   35-39     2259494.31   2384487.98   4643982.28 
1980-1984   40-44     2220981.43   2307247.91   4528229.34 
1980-1984   45-49     1957997.40   2147168.51   4105165.91 
1980-1984   50-54     1704431.57   2344783.04   4049214.60 
1980-1984   55-59     1387981.78   2037911.58   3425893.36 
1980-1984   60-64     1063896.61   1435311.92   2499208.53 
1980-1984   65-69      818376.98    994456.98   1812833.96 
1980-1984   70-74      604365.87    612753.05   1217118.92 
1980-1984   75-79      357150.84    300144.91    657295.75 
1980-1984   80-84      169395.35    114105.88    283501.23 
1980-1984   85-89       62308.78     34652.45     96961.22 
1980-1984   90-94       16940.17      8303.98     25244.14 
1980-1984   95-99        3204.08      1748.06      4952.14 
1980-1984  100-104        362.73       232.79       595.52 
1980-1984  105-109         13.18        10.01        23.19 
1980-1984  110+             0.00         0.00         0.00 
