East Germany, Exposure to risk (period 5x5), 	Last modified: 29 Mar 2017, MPv5 (May07)

  Year          Age             Female            Male           Total
1956-1959        0            527335.50       558192.50      1085528.00
1956-1959      1-4           2110580.83      2225456.83      4336037.67
1956-1959      5-9           2395219.50      2505191.83      4900411.33
1956-1959     10-14          2016621.33      2077133.83      4093755.17
1956-1959     15-19          2923430.83      3005846.33      5929277.17
1956-1959     20-24          2585731.00      2631132.17      5216863.17
1956-1959     25-29          2266802.67      2036691.50      4303494.17
1956-1959     30-34          2324314.17      1583914.67      3908228.83
1956-1959     35-39          2253153.33      1375324.00      3628477.33
1956-1959     40-44          2130956.50      1306357.33      3437313.83
1956-1959     45-49          3054229.33      2020321.33      5074550.67
1956-1959     50-54          3078144.67      2337402.33      5415547.00
1956-1959     55-59          2901377.67      2220901.50      5122279.17
1956-1959     60-64          2560912.00      1724087.50      4284999.50
1956-1959     65-69          2134988.00      1424930.17      3559918.17
1956-1959     70-74          1588409.00      1098924.33      2687333.33
1956-1959     75-79          1007483.33       707897.50      1715380.83
1956-1959     80-84           506532.35       355543.76       862076.11
1956-1959     85-89           153444.27        98852.31       252296.59
1956-1959     90-94            29267.27        15064.43        44331.70
1956-1959     95-99             2477.31          977.72         3455.04
1956-1959    100-104              69.71           22.56           92.27
1956-1959    105-109               0.00            0.00            0.00
1956-1959    110+                  0.00            0.00            0.00
1960-1964        0            706736.50       744930.33      1451666.83
1960-1964      1-4           2661688.33      2800279.00      5461967.33
1960-1964      5-9           3204032.17      3373605.83      6577638.00
1960-1964     10-14          2786321.67      2906534.00      5692855.67
1960-1964     15-19          2527490.83      2592189.17      5119680.00
1960-1964     20-24          3381501.67      3448279.33      6829781.00
1960-1964     25-29          3003730.50      3056952.67      6060683.17
1960-1964     30-34          2731384.67      2416663.00      5148047.67
1960-1964     35-39          2814003.83      1895565.83      4709569.67
1960-1964     40-44          2561976.33      1566915.33      4128891.67
1960-1964     45-49          2683165.50      1653474.00      4336639.50
1960-1964     50-54          3632815.67      2425349.33      6058165.00
1960-1964     55-59          3600197.67      2718942.33      6319140.00
1960-1964     60-64          3316129.50      2434201.67      5750331.17
1960-1964     65-69          2791135.00      1788585.83      4579720.83
1960-1964     70-74          2162739.83      1363774.33      3526514.17
1960-1964     75-79          1396885.67       902616.50      2299502.17
1960-1964     80-84           697309.32       454134.26      1151443.58
1960-1964     85-89           249764.51       158978.26       408742.77
1960-1964     90-94            46389.47        25733.71        72123.17
1960-1964     95-99             4591.30         1876.23         6467.52
1960-1964    100-104             132.43           46.37          178.80
1960-1964    105-109               0.00            0.00            0.00
1960-1964    110+                  0.00            0.00            0.00
1965-1969        0            627894.83       663266.67      1291161.50
1965-1969      1-4           2707354.67      2848906.50      5556261.17
1965-1969      5-9           3351757.33      3519290.00      6871047.33
1965-1969     10-14          3180624.50      3348212.17      6528836.67
1965-1969     15-19          2724267.50      2862115.50      5586383.00
1965-1969     20-24          2435479.67      2477132.33      4912612.00
1965-1969     25-29          3284742.50      3330070.83      6614813.33
1965-1969     30-34          2890926.00      2933360.33      5824286.33
1965-1969     35-39          2643536.50      2478570.67      5122107.17
1965-1969     40-44          2718569.83      1874280.50      4592850.33
1965-1969     45-49          2453586.83      1506300.17      3959887.00
1965-1969     50-54          2570683.17      1577590.67      4148273.83
1965-1969     55-59          3450083.67      2271042.33      5721126.00
1965-1969     60-64          3320345.50      2453382.00      5773727.50
1965-1969     65-69          2909828.33      2030337.83      4940166.17
1965-1969     70-74          2282014.33      1338698.33      3620712.67
1965-1969     75-79          1544055.67       876161.17      2420216.83
1965-1969     80-84           797738.44       460336.51      1258074.95
1965-1969     85-89           288924.82       167066.92       455991.75
1965-1969     90-94            63557.01        34768.93        98325.94
1965-1969     95-99             6224.14         2810.37         9034.51
1965-1969    100-104             206.67           47.78          254.45
1965-1969    105-109               0.44            0.00            0.44
1965-1969    110+                  0.00            0.00            0.00
1970-1974        0            509169.33       536368.50      1045537.83
1970-1974      1-4           2283494.17      2399414.83      4682909.00
1970-1974      5-9           3331637.00      3502459.50      6834096.50
1970-1974     10-14          3353598.83      3521346.00      6874944.83
