Belarus, Exposure to risk (period 5x5)     Last modified: 02-Oct-2015, MPv5 (May07)

   Year      Age       Female          Male         Total
1960-1964      0       446041.34    470800.54    916841.88 
1960-1964    1-4      1857344.35   1946321.94   3803666.29 
1960-1964    5-9      2177276.61   2270914.63   4448191.24 
1960-1964   10-14     1909923.69   1983660.96   3893584.66 
1960-1964   15-19     1414462.46   1421892.03   2836354.49 
1960-1964   20-24     1827342.97   1675073.64   3502416.61 
1960-1964   25-29     1903149.50   1674195.09   3577344.59 
1960-1964   30-34     1964698.85   1693096.06   3657794.91 
1960-1964   35-39     1781719.51   1239039.37   3020758.88 
1960-1964   40-44     1183492.67    757182.21   1940674.87 
1960-1964   45-49     1148809.21    679169.52   1827978.73 
1960-1964   50-54     1294625.66    795349.72   2089975.38 
1960-1964   55-59     1155432.53    722194.98   1877627.51 
1960-1964   60-64     1017838.04    553730.69   1571568.73 
1960-1964   65-69      747876.16    437208.30   1185084.47 
1960-1964   70-74      622915.57    315495.89    938411.47 
1960-1964   75-79      382585.24    200926.60    583511.84 
1960-1964   80-84      204470.50     97142.88    301613.38 
1960-1964   85-89       87454.86     35548.98    123003.83 
1960-1964   90-94       33014.41     11886.68     44901.09 
1960-1964   95-99       10058.95      2948.05     13007.00 
1960-1964  100-104       2373.94       573.16      2947.11 
1960-1964  105-109        436.06        78.48       514.54 
1960-1964  110+            52.49         2.98        55.47 
1965-1969      0       362749.17    380404.62    743153.79 
1965-1969    1-4      1613646.69   1692731.08   3306377.77 
1965-1969    5-9      2325311.90   2432797.92   4758109.82 
1965-1969   10-14     2141299.64   2234906.22   4376205.86 
1965-1969   15-19     1797350.25   1871668.94   3669019.19 
1965-1969   20-24     1300411.67   1293160.64   2593572.31 
1965-1969   25-29     1730845.32   1608427.77   3339273.09 
1965-1969   30-34     1844926.86   1657138.76   3502065.62 
1965-1969   35-39     1928763.11   1689404.81   3618167.91 
1965-1969   40-44     1763515.60   1238780.00   3002295.60 
1965-1969   45-49     1162566.15    743241.78   1905807.92 
1965-1969   50-54     1146445.52    659753.99   1806199.50 
1965-1969   55-59     1294806.20    763721.38   2058527.58 
1965-1969   60-64     1127582.52    670515.46   1798097.98 
1965-1969   65-69      921353.76    490181.58   1411535.33 
1965-1969   70-74      627539.92    351382.97    978922.90 
1965-1969   75-79      480883.98    225434.06    706318.04 
1965-1969   80-84      281843.76    121678.55    403522.31 
1965-1969   85-89      124383.08     51168.31    175551.39 
1965-1969   90-94       42597.21     14424.74     57021.95 
1965-1969   95-99       12809.39      3737.09     16546.48 
1965-1969  100-104       2434.08       511.55      2945.63 
1965-1969  105-109        400.65        45.45       446.10 
1965-1969  110+            35.23         0.00        35.23 
1970-1974      0       351989.59    369714.11    721703.70 
1970-1974    1-4      1420295.70   1479633.86   2899929.56 
1970-1974    5-9      2006199.44   2096360.07   4102559.50 
1970-1974   10-14     2282317.92   2406055.54   4688373.47 
1970-1974   15-19     2058688.23   2138968.96   4197657.18 
1970-1974   20-24     1730894.40   1781088.70   3511983.10 
1970-1974   25-29     1245089.79   1229601.81   2474691.60 
1970-1974   30-34     1687478.91   1578170.56   3265649.47 
1970-1974   35-39     1811956.72   1639627.16   3451583.88 
1970-1974   40-44     1901557.13   1666994.17   3568551.31 
1970-1974   45-49     1751167.08   1219483.64   2970650.72 
1970-1974   50-54     1158568.62    718172.62   1876741.24 
1970-1974   55-59     1135878.42    629662.90   1765541.32 
1970-1974   60-64     1262008.85    708051.59   1970060.43 
1970-1974   65-69     1058048.86    587464.79   1645513.65 
1970-1974   70-74      795310.67    400129.35   1195440.02 
1970-1974   75-79      481761.35    250490.22    732251.57 
1970-1974   80-84      339263.28    135953.02    475216.29 
1970-1974   85-89      169730.32     62686.98    232417.30 
1970-1974   90-94       60877.11     20673.83     81550.94 
1970-1974   95-99       16310.78      4275.74     20586.53 
1970-1974  100-104       3237.96       677.24      3915.20 
1970-1974  105-109        370.47        42.59       413.05 
1970-1974  110+            21.75         0.04        21.79 
1975-1979      0       356090.82    372593.45    728684.27 
1975-1979    1-4      1420834.28   1480456.57   2901290.85 
1975-1979    5-9      1786170.23   1849733.13   3635903.35 
1975-1979   10-14     1982006.09   2070758.01   4052764.10 
1975-1979   15-19     2159104.52   2309655.40   4468759.92 
1975-1979   20-24     1969886.09   2006175.83   3976061.92 
1975-1979   25-29     1727162.49   1742386.01   3469548.50 
