Estonia, Exposure to risk (period 5x10)     Last modified: 01-Dec-2014, MPv5 (May07)

   Year      Age       Female          Male         Total
1960-1969      0        93791.37     99065.95    192857.32 
1960-1969    1-4       378249.73    398433.08    776682.81 
1960-1969    5-9       482532.99    504431.51    986964.50 
1960-1969   10-14      471776.24    500939.63    972715.86 
1960-1969   15-19      442897.33    480106.11    923003.45 
1960-1969   20-24      459036.74    473357.29    932394.04 
1960-1969   25-29      515697.44    510767.61   1026465.05 
1960-1969   30-34      541650.59    503022.93   1044673.52 
1960-1969   35-39      551024.52    446413.47    997437.98 
1960-1969   40-44      471440.58    333462.38    804902.96 
1960-1969   45-49      399475.03    276713.51    676188.54 
1960-1969   50-54      426510.36    289433.77    715944.14 
1960-1969   55-59      441361.79    284764.76    726126.56 
1960-1969   60-64      407093.08    240643.77    647736.85 
1960-1969   65-69      347386.70    176388.10    523774.79 
1960-1969   70-74      274039.72    121666.42    395706.14 
1960-1969   75-79      195083.00     77183.10    272266.10 
1960-1969   80-84      110533.61     38538.80    149072.41 
1960-1969   85-89       45112.16     13649.43     58761.59 
1960-1969   90-94       11363.33      3014.32     14377.65 
1960-1969   95-99        1750.41       310.41      2060.82 
1960-1969  100-104        129.53         8.21       137.74 
1960-1969  105-109          0.28         0.00         0.28 
1960-1969  110+             0.00         0.00         0.00 
1970-1979      0       104324.95    109530.34    213855.30 
1970-1979    1-4       411189.90    429147.79    840337.69 
1970-1979    5-9       497597.11    519081.89   1016679.00 
1970-1979   10-14      493970.38    519092.76   1013063.14 
1970-1979   15-19      508960.41    549244.39   1058204.80 
1970-1979   20-24      528967.09    576124.54   1105091.62 
1970-1979   25-29      502537.68    519190.18   1021727.86 
1970-1979   30-34      504758.35    499022.46   1003780.82 
1970-1979   35-39      540801.45    516554.01   1057355.45 
1970-1979   40-44      548325.65    500128.67   1048454.32 
1970-1979   45-49      545081.64    435507.40    980589.04 
1970-1979   50-54      461435.72    315039.42    776475.14 
1970-1979   55-59      390537.90    251769.64    642307.54 
1970-1979   60-64      409444.89    247208.19    656653.08 
1970-1979   65-69      402318.37    219721.80    622040.17 
1970-1979   70-74      334665.74    157649.41    492315.16 
1970-1979   75-79      239008.81     91320.83    330329.64 
1970-1979   80-84      141072.75     45184.04    186256.79 
1970-1979   85-89       62290.53     17438.02     79728.55 
1970-1979   90-94       17519.91      4207.07     21726.98 
1970-1979   95-99        2889.77       636.27      3526.03 
1970-1979  100-104        245.20        52.05       297.25 
1970-1979  105-109          0.74         0.38         1.12 
1970-1979  110+             0.00         0.00         0.00 
1980-1989      0       114852.65    120408.21    235260.86 
1980-1989    1-4       450255.68    468520.02    918775.70 
1980-1989    5-9       546805.31    568377.60   1115182.90 
1980-1989   10-14      529326.87    556164.74   1085491.61 
1980-1989   15-19      507377.91    544002.62   1051380.54 
1980-1989   20-24      534838.49    566325.96   1101164.45 
1980-1989   25-29      584562.19    600234.85   1184797.04 
1980-1989   30-34      582481.31    576298.74   1158780.05 
1980-1989   35-39      519540.06    497011.54   1016551.60 
1980-1989   40-44      506705.29    471081.77    977787.06 
1980-1989   45-49      534183.56    479381.39   1013564.95 
1980-1989   50-54      532464.29    450037.11    982501.40 
1980-1989   55-59      523569.08    376729.22    900298.29 
1980-1989   60-64      432908.09    258301.64    691209.73 
1980-1989   65-69      348047.63    188725.12    536772.75 
1980-1989   70-74      334369.83    160003.18    494373.01 
1980-1989   75-79      279082.62    113442.27    392524.89 
1980-1989   80-84      174203.17     57421.82    231624.99 
1980-1989   85-89       76720.36     19630.63     96351.00 
1980-1989   90-94       23037.56      4690.38     27727.94 
1980-1989   95-99        4144.96       762.63      4907.59 
1980-1989  100-104        428.40        57.61       486.01 
1980-1989  105-109          6.49         2.27         8.75 
1980-1989  110+             0.00         0.00         0.00 
1990-1999      0        76025.86     81200.67    157226.54 
1990-1999    1-4       354756.80    376157.94    730914.74 
1990-1999    5-9       528352.64    556848.18   1085200.81 
1990-1999   10-14      533021.62    560162.78   1093184.41 
1990-1999   15-19      505396.24    532137.29   1037533.53 
1990-1999   20-24      494293.93    517168.30   1011462.23 
1990-1999   25-29      500098.43    505015.89   1005114.32 
1990-1999   30-34      531218.76    522843.50   1054062.26 
1990-1999   35-39      555397.35    532444.70   1087842.05 
1990-1999   40-44      540559.07    502616.25   1043175.32 
1990-1999   45-49      481709.16    431925.66    913634.82 
1990-1999   50-54      473648.92    407175.99    880824.91 
1990-1999   55-59      494206.51    397475.89    891682.40 
1990-1999   60-64      482610.49    352497.88    835108.36 
1990-1999   65-69      451714.49    268894.06    720608.55 
1990-1999   70-74      341825.10    160541.60    502366.69 
1990-1999   75-79      237414.81     96179.45    333594.26 
1990-1999   80-84      175977.66     59599.02    235576.68 
1990-1999   85-89       94153.13     26342.79    120495.93 
1990-1999   90-94       28976.12      6286.70     35262.82 
1990-1999   95-99        4869.93       799.28      5669.21 
1990-1999  100-104        352.07        56.34       408.41 
1990-1999  105-109          2.05         0.00         2.05 
1990-1999  110+             0.00         0.00         0.00 
2000-2009      0        68499.72     72560.04    141059.76 
2000-2009    1-4       256650.17    271852.86    528503.03 
2000-2009    5-9       320451.00    339440.95    659891.95 
2000-2009   10-14      399143.17    425443.20    824586.36 
2000-2009   15-19      476150.34    507813.86    983964.20 
2000-2009   20-24      480511.67    507193.04    987704.71 
2000-2009   25-29      469072.17    491635.35    960707.52 
2000-2009   30-34      470062.50    481798.70    951861.20 
2000-2009   35-39      469615.84    465917.14    935532.97 
2000-2009   40-44      490259.68    468530.00    958789.68 
2000-2009   45-49      509175.18    463568.68    972743.86 
2000-2009   50-54      497533.38    426253.70    923787.08 
2000-2009   55-59      445444.68    356316.21    801760.89 
2000-2009   60-64      430651.19    315041.98    745693.17 
2000-2009   65-69      435515.83    280974.81    716490.65 
2000-2009   70-74      396725.30    219420.09    616145.39 
2000-2009   75-79      327485.28    140265.93    467751.20 
2000-2009   80-84      200014.29     64332.70    264346.99 
2000-2009   85-89       92757.53     25207.97    117965.50 
2000-2009   90-94       35518.80      8184.64     43703.43 
2000-2009   95-99        7607.87      1426.40      9034.27 
2000-2009  100-104        719.97        96.86       816.84 
2000-2009  105-109         13.77         0.34        14.12 
2000-2009  110+             0.00         0.00         0.00 
2010-2013      0        28886.84     30490.85     59377.68 
2010-2013    1-4       120510.67    127343.50    247854.17 
2010-2013    5-9       132380.17    139918.83    272299.00 
2010-2013   10-14      117095.67    124741.34    241837.00 
2010-2013   15-19      134526.17    141837.66    276363.83 
2010-2013   20-24      184663.83    197390.33    382054.17 
2010-2013   25-29      186865.83    197625.00    384490.84 
2010-2013   30-34      177756.33    187578.99    365335.32 
2010-2013   35-39      180760.83    187223.68    367984.51 
2010-2013   40-44      180420.67    179620.85    360041.52 
2010-2013   45-49      180927.33    172151.34    353078.67 
2010-2013   50-54      196549.33    175960.67    372510.00 
2010-2013   55-59      193247.50    159337.37    352584.87 
2010-2013   60-64      184527.16    137542.88    322070.05 
2010-2013   65-69      146578.18     98155.68    244733.86 
2010-2013   70-74      166178.16     93640.67    259818.83 
2010-2013   75-79      134379.16     63072.81    197451.97 
2010-2013   80-84      104735.77     39666.55    144402.32 
2010-2013   85-89       57049.27     14621.10     71670.37 
2010-2013   90-94       15971.58      3340.01     19311.59 
2010-2013   95-99        3342.78       671.58      4014.36 
2010-2013  100-104        440.07        73.05       513.11 
2010-2013  105-109         13.96         0.44        14.40 
2010-2013  110+             0.00         0.00         0.00 
