Code,Year,Age,   ASFR
    DNK,2000,47,0.00003
    DNK,2000,48,0.00003
    DNK,2000,49,0.00002
    DNK,2000,50,0.00001
    DNK,2000,14,      .
    DNK,2000,15,0.0001
    DNK,2000,16,0.0008
    DNK,2000,17,0.0031
    DNK,2000,18,0.0074
    DNK,2000,19,0.0165
    DNK,2000,20,0.0263
    DNK,2000,21,0.0333
    DNK,2000,22,0.0429
    DNK,2000,23,0.0567
    DNK,2000,24,0.0705
    DNK,2000,25,0.0881
    DNK,2000,26,0.1084
    DNK,2000,27,0.1257
    DNK,2000,28,0.1404
    DNK,2000,29,0.1475
    DNK,2000,30,0.1476
    DNK,2000,31,0.1418
    DNK,2000,32,0.128
    DNK,2000,33,0.1073
    DNK,2000,34,0.0929
    DNK,2000,35,0.0758
    DNK,2000,36,0.0588
    DNK,2000,37,0.0487
    DNK,2000,38,0.036
    DNK,2000,39,0.0258
    DNK,2000,40,0.0182
    DNK,2000,41,0.0109
    DNK,2000,42,0.0071
    DNK,2000,43,0.0039
    DNK,2000,44,0.0021
    DNK,2000,45,0.001
    DNK,2000,46,0.0003
    DNK,2000,47,0.0001
    DNK,2000,48,0
    DNK,2000,49,0
    DNK,2000,50,      .
    DNK,2001,14,0.00002
    DNK,2001,15,0.00016
    DNK,2001,16,0.00078
    DNK,2001,17,0.00228
    DNK,2001,18,0.00718
    DNK,2001,19,0.01539
    DNK,2001,20,0.02574
    DNK,2001,21,0.03451
    DNK,2001,22,0.04317
    DNK,2001,23,0.05387
    DNK,2001,24,0.06742
    DNK,2001,25,0.08513
    DNK,2001,26,0.10328
    DNK,2001,27,0.12241
    DNK,2001,28,0.13815
    DNK,2001,29,0.14698
    DNK,2001,30,0.14494
    DNK,2001,31,0.13748
    DNK,2001,32,0.12514
    DNK,2001,33,0.10908
    DNK,2001,34,0.09074
    DNK,2001,35,0.07526
    DNK,2001,36,0.06078
    DNK,2001,37,0.04765
    DNK,2001,38,0.03576
    DNK,2001,39,0.02632
    DNK,2001,40,0.01879
    DNK,2001,41,0.01203
    DNK,2001,42,0.00696
    DNK,2001,43,0.00358
    DNK,2001,44,0.00174
    DNK,2001,45,0.00088
    DNK,2001,46,0.0005
    DNK,2001,47,0.00022
    DNK,2001,48,0.00001
    DNK,2001,49,0.00001
    DNK,2001,50,0.00002
    DNK,2001,14,      .
    DNK,2001,15,0.0001
    DNK,2001,16,0.0008
    DNK,2001,17,0.0028
    DNK,2001,18,0.0063
    DNK,2001,19,0.0165
    DNK,2001,20,0.0255
    DNK,2001,21,0.0356
    DNK,2001,22,0.043
    DNK,2001,23,0.0541
    DNK,2001,24,0.069
    DNK,2001,25,0.0838
    DNK,2001,26,0.1056
    DNK,2001,27,0.1205
    DNK,2001,28,0.139
    DNK,2001,29,0.1478
    DNK,2001,30,0.1438
    DNK,2001,31,0.1365
    DNK,2001,32,0.1267
    DNK,2001,33,0.1069
    DNK,2001,34,0.0915
    DNK,2001,35,0.0739
    DNK,2001,36,0.0614
    DNK,2001,37,0.0476
    DNK,2001,38,0.0352
    DNK,2001,39,0.0266
    DNK,2001,40,0.0187
    DNK,2001,41,0.0121
    DNK,2001,42,0.0068
    DNK,2001,43,0.0037
    DNK,2001,44,0.0017
    DNK,2001,45,0.0008
    DNK,2001,46,0.0006
    DNK,2001,47,0.0002
    DNK,2001,48,0
    DNK,2001,49,0
    DNK,2001,50,      .
    DNK,2002,14,0.00003
    DNK,2002,15,0.00019
    DNK,2002,16,0.00052
    DNK,2002,17,0.00208
    DNK,2002,18,0.00592
    DNK,2002,19,0.01374
    DNK,2002,20,0.02256
    DNK,2002,21,0.03131
    DNK,2002,22,0.0397
    DNK,2002,23,0.05064
    DNK,2002,24,0.06503
    DNK,2002,25,0.08252
    DNK,2002,26,0.10116
    DNK,2002,27,0.11915
    DNK,2002,28,0.13355
    DNK,2002,29,0.14196
    DNK,2002,30,0.14213
    DNK,2002,31,0.13634
    DNK,2002,32,0.12584
    DNK,2002,33,0.11184
    DNK,2002,34,0.09473
    DNK,2002,35,0.07805
    DNK,2002,36,0.06261
    DNK,2002,37,0.04866
    DNK,2002,38,0.03687
    DNK,2002,39,0.02787
    DNK,2002,40,0.01977
    DNK,2002,41,0.0124
    DNK,2002,42,0.00734
    DNK,2002,43,0.00404
    DNK,2002,44,0.00215
    DNK,2002,45,0.00095
    DNK,2002,46,0.00053
    DNK,2002,47,0.00012
    DNK,2002,48,0.00004
    DNK,2002,49,0.00001
    DNK,2002,50,0
    DNK,2002,14,      .
    DNK,2002,15,0.0002
    DNK,2002,16,0.0008
    DNK,2002,17,0.0019
    DNK,2002,18,0.0062
    DNK,2002,19,0.013
    DNK,2002,20,0.024
    DNK,2002,21,0.0307
    DNK,2002,22,0.0402
    DNK,2002,23,0.0511
    DNK,2002,24,0.065
    DNK,2002,25,0.0836
    DNK,2002,26,0.1019
    DNK,2002,27,0.119
    DNK,2002,28,0.1345
    DNK,2002,29,0.1413
    DNK,2002,30,0.1429
    DNK,2002,31,0.1356
    DNK,2002,32,0.1258
    DNK,2002,33,0.112
    DNK,2002,34,0.0941
    DNK,2002,35,0.0772
    DNK,2002,36,0.0635
    DNK,2002,37,0.048
    DNK,2002,38,0.0369
    DNK,2002,39,0.0282
    DNK,2002,40,0.0196
    DNK,2002,41,0.0125
    DNK,2002,42,0.0069
    DNK,2002,43,0.0045
    DNK,2002,44,0.0019
    DNK,2002,45,0.001
    DNK,2002,46,0.0006
    DNK,2002,47,0.0001
    DNK,2002,48,0.0001
    DNK,2002,49,0
    DNK,2002,50,      .
    DNK,2003,14,0.00002
    DNK,2003,15,0.00017
    DNK,2003,16,0.00068
    DNK,2003,17,0.00183
    DNK,2003,18,0.00563
    DNK,2003,19,0.013
    DNK,2003,20,0.02156
    DNK,2003,21,0.03028
    DNK,2003,22,0.0391
    DNK,2003,23,0.04845
    DNK,2003,24,0.06071
    DNK,2003,25,0.07996
    DNK,2003,26,0.10221
    DNK,2003,27,0.12148
    DNK,2003,28,0.13651
    DNK,2003,29,0.14536
    DNK,2003,30,0.14656
    DNK,2003,31,0.1411
    DNK,2003,32,0.13106
    DNK,2003,33,0.11596
    DNK,2003,34,0.09873
    DNK,2003,35,0.08209
    DNK,2003,36,0.06612
    DNK,2003,37,0.05161
    DNK,2003,38,0.03876
    DNK,2003,39,0.02832
    DNK,2003,40,0.01956
    DNK,2003,41,0.013
    DNK,2003,42,0.00794
    DNK,2003,43,0.00435
    DNK,2003,44,0.00222
    DNK,2003,45,0.00111
    DNK,2003,46,0.00062
    DNK,2003,47,0.00024
    DNK,2003,48,0.00006
    DNK,2003,49,0.00006
    DNK,2003,50,0.00004
    DNK,2003,14,      .
    DNK,2003,15,0.0002
    DNK,2003,16,0.0007
    DNK,2003,17,0.0023
    DNK,2003,18,0.005
    DNK,2003,19,0.013
    DNK,2003,20,0.0228
    DNK,2003,21,0.0295
    DNK,2003,22,0.0404
    DNK,2003,23,0.0494
    DNK,2003,24,0.0602
    DNK,2003,25,0.0803
    DNK,2003,26,0.1037
    DNK,2003,27,0.1216
    DNK,2003,28,0.1362
    DNK,2003,29,0.1467
    DNK,2003,30,0.1458
    DNK,2003,31,0.141
    DNK,2003,32,0.1313
    DNK,2003,33,0.1159
    DNK,2003,34,0.0982
    DNK,2003,35,0.0818
    DNK,2003,36,0.0663
    DNK,2003,37,0.051
    DNK,2003,38,0.0394
    DNK,2003,39,0.0279
    DNK,2003,40,0.0198
    DNK,2003,41,0.013
    DNK,2003,42,0.0079
    DNK,2003,43,0.0045
    DNK,2003,44,0.0021
    DNK,2003,45,0.0012
    DNK,2003,46,0.0007
    DNK,2003,47,0.0002
    DNK,2003,48,0.0001
    DNK,2003,49,0.0001
    DNK,2003,50,      .
    DNK,2004,14,0.00006
    DNK,2004,15,0.00029
    DNK,2004,16,0.00063
    DNK,2004,17,0.00191
    DNK,2004,18,0.00597
    DNK,2004,19,0.01204
    DNK,2004,20,0.01891
    DNK,2004,21,0.02654
    DNK,2004,22,0.03588
    DNK,2004,23,0.04787
    DNK,2004,24,0.06162
    DNK,2004,25,0.08014
    DNK,2004,26,0.10118
    DNK,2004,27,0.12217
    DNK,2004,28,0.13829
    DNK,2004,29,0.14731
    DNK,2004,30,0.15044
    DNK,2004,31,0.14527
    DNK,2004,32,0.135
    DNK,2004,33,0.12022
    DNK,2004,34,0.10511
    DNK,2004,35,0.0867
    DNK,2004,36,0.06793
    DNK,2004,37,0.05249
    DNK,2004,38,0.03995
    DNK,2004,39,0.02915
    DNK,2004,40,0.01967
    DNK,2004,41,0.01283
    DNK,2004,42,0.00762
    DNK,2004,43,0.00409
    DNK,2004,44,0.00221
    DNK,2004,45,0.00109
    DNK,2004,46,0.00057
    DNK,2004,47,0.00023
    DNK,2004,48,0.00005
    DNK,2004,49,0.00005
    DNK,2004,50,0.00004
    DNK,2004,14,      .
    DNK,2004,15,0.0003
    DNK,2004,16,0.0005
    DNK,2004,17,0.0023
    DNK,2004,18,0.0053
    DNK,2004,19,0.0128
    DNK,2004,20,0.0191
    DNK,2004,21,0.0263
    DNK,2004,22,0.037
    DNK,2004,23,0.0476
    DNK,2004,24,0.0632
    DNK,2004,25,0.0794
    DNK,2004,26,0.1026
    DNK,2004,27,0.1225
    DNK,2004,28,0.1386
    DNK,2004,29,0.1485
    DNK,2004,30,0.1486
    DNK,2004,31,0.1476
    DNK,2004,32,0.1329
    DNK,2004,33,0.1211
    DNK,2004,34,0.1047
    DNK,2004,35,0.0871
    DNK,2004,36,0.0675
    DNK,2004,37,0.0514
    DNK,2004,38,0.0413
    DNK,2004,39,0.0283
    DNK,2004,40,0.0199
    DNK,2004,41,0.0131
    DNK,2004,42,0.0073
    DNK,2004,43,0.0044
    DNK,2004,44,0.0021
    DNK,2004,45,0.0011
    DNK,2004,46,0.0006
    DNK,2004,47,0.0001
    DNK,2004,48,0.0001
    DNK,2004,49,0
    DNK,2004,50,      .
    DNK,2005,14,0.00005
    DNK,2005,15,0.00032
    DNK,2005,16,0.00086
    DNK,2005,17,0.00224
    DNK,2005,18,0.00559
    DNK,2005,19,0.01175
    DNK,2005,20,0.01926
    DNK,2005,21,0.02776
    DNK,2005,22,0.03574
    DNK,2005,23,0.04537
    DNK,2005,24,0.05959
    DNK,2005,25,0.07804
    DNK,2005,26,0.09973
    DNK,2005,27,0.11976
    DNK,2005,28,0.13758
    DNK,2005,29,0.14975
    DNK,2005,30,0.15313
    DNK,2005,31,0.14856
    DNK,2005,32,0.13793
    DNK,2005,33,0.12325
    DNK,2005,34,0.10448
    DNK,2005,35,0.08758
    DNK,2005,36,0.07181
    DNK,2005,37,0.05571
    DNK,2005,38,0.04103
    DNK,2005,39,0.02982
    DNK,2005,40,0.02074
    DNK,2005,41,0.01407
    DNK,2005,42,0.00874
    DNK,2005,43,0.00494
    DNK,2005,44,0.00216
    DNK,2005,45,0.00111
    DNK,2005,46,0.00057
    DNK,2005,47,0.00018
    DNK,2005,48,0.00005
    DNK,2005,49,0.00005
    DNK,2005,50,0.00004
    DNK,2005,14,      .
    DNK,2005,15,0.0003
    DNK,2005,16,0.0011
    DNK,2005,17,0.0022
    DNK,2005,18,0.0056
    DNK,2005,19,0.0117
    DNK,2005,20,0.0198
    DNK,2005,21,0.0274
    DNK,2005,22,0.0371
    DNK,2005,23,0.0451
    DNK,2005,24,0.0595
    DNK,2005,25,0.0801
    DNK,2005,26,0.0982
    DNK,2005,27,0.1223
    DNK,2005,28,0.1364
    DNK,2005,29,0.1498
    DNK,2005,30,0.1551
    DNK,2005,31,0.1456
    DNK,2005,32,0.1395
    DNK,2005,33,0.123
    DNK,2005,34,0.1035
    DNK,2005,35,0.0875
    DNK,2005,36,0.0724
    DNK,2005,37,0.0552
    DNK,2005,38,0.0408
    DNK,2005,39,0.0298
    DNK,2005,40,0.0213
    DNK,2005,41,0.0133
    DNK,2005,42,0.0095
    DNK,2005,43,0.0045
    DNK,2005,44,0.0022
    DNK,2005,45,0.0012
    DNK,2005,46,0.0006
    DNK,2005,47,0.0002
    DNK,2005,48,0
    DNK,2005,49,0.0001
    DNK,2005,50,      .
    DNK,2006,14,0.00002
    DNK,2006,15,0.00016
    DNK,2006,16,0.00062
    DNK,2006,17,0.00216
    DNK,2006,18,0.00618
    DNK,2006,19,0.0127
    DNK,2006,20,0.01952
    DNK,2006,21,0.02667
    DNK,2006,22,0.03512
    DNK,2006,23,0.04623
    DNK,2006,24,0.0604
    DNK,2006,25,0.08012
    DNK,2006,26,0.10178
    DNK,2006,27,0.12317
    DNK,2006,28,0.13945
    DNK,2006,29,0.15154
    DNK,2006,30,0.1571
    DNK,2006,31,0.15548
    DNK,2006,32,0.1436
    DNK,2006,33,0.12564
    DNK,2006,34,0.10772
    DNK,2006,35,0.09044
    DNK,2006,36,0.07298
    DNK,2006,37,0.05679
    DNK,2006,38,0.04359
    DNK,2006,39,0.03201
    DNK,2006,40,0.02256
    DNK,2006,41,0.01524
    DNK,2006,42,0.00924
    DNK,2006,43,0.00473
    DNK,2006,44,0.00235
    DNK,2006,45,0.00125
    DNK,2006,46,0.00051
    DNK,2006,47,0.00021
    DNK,2006,48,0.00001
    DNK,2006,49,0.00002
    DNK,2006,50,0.00003
    DNK,2006,14,      .
    DNK,2006,15,0.0001
    DNK,2006,16,0.0008
    DNK,2006,17,0.0021
    DNK,2006,18,0.0059
    DNK,2006,19,0.0128
    DNK,2006,20,0.0202
    DNK,2006,21,0.0263
    DNK,2006,22,0.0359
    DNK,2006,23,0.0463
    DNK,2006,24,0.0608
    DNK,2006,25,0.0796
    DNK,2006,26,0.1036
    DNK,2006,27,0.122
    DNK,2006,28,0.1409
    DNK,2006,29,0.1502
    DNK,2006,30,0.1574
    DNK,2006,31,0.1554
    DNK,2006,32,0.1437
    DNK,2006,33,0.1247
    DNK,2006,34,0.1067
    DNK,2006,35,0.0914
    DNK,2006,36,0.0724
    DNK,2006,37,0.0564
    DNK,2006,38,0.044
    DNK,2006,39,0.0318
    DNK,2006,40,0.0221
    DNK,2006,41,0.0159
    DNK,2006,42,0.0091
    DNK,2006,43,0.0046
    DNK,2006,44,0.0027
    DNK,2006,45,0.0011
    DNK,2006,46,0.0007
    DNK,2006,47,0.0001
    DNK,2006,48,0.0001
    DNK,2006,49,0
    DNK,2006,50,      .
    DNK,2007,14,0.00003
    DNK,2007,15,0.00018
    DNK,2007,16,0.0006
    DNK,2007,17,0.00181
    DNK,2007,18,0.0058
    DNK,2007,19,0.01222
    DNK,2007,20,0.01992
    DNK,2007,21,0.02751
    DNK,2007,22,0.03528
    DNK,2007,23,0.04331
    DNK,2007,24,0.05765
    DNK,2007,25,0.07712
    DNK,2007,26,0.10011
    DNK,2007,27,0.12001
    DNK,2007,28,0.13782
    DNK,2007,29,0.14978
    DNK,2007,30,0.15453
    DNK,2007,31,0.1508
    DNK,2007,32,0.14
    DNK,2007,33,0.12684
    DNK,2007,34,0.11122
    DNK,2007,35,0.0942
    DNK,2007,36,0.07686
    DNK,2007,37,0.06075
    DNK,2007,38,0.04661
    DNK,2007,39,0.0337
    DNK,2007,40,0.02389
    DNK,2007,41,0.01533
    DNK,2007,42,0.00941
    DNK,2007,43,0.00505
    DNK,2007,44,0.00278
    DNK,2007,45,0.00131
    DNK,2007,46,0.00066
    DNK,2007,47,0.00023
    DNK,2007,48,0.00013
    DNK,2007,49,0.00012
    DNK,2007,50,0.00011
    DNK,2007,14,      .
    DNK,2007,15,0.0002
    DNK,2007,16,0.0007
    DNK,2007,17,0.002
    DNK,2007,18,0.0053
    DNK,2007,19,0.0129
    DNK,2007,20,0.0198
    DNK,2007,21,0.0277
    DNK,2007,22,0.0357
    DNK,2007,23,0.0441
    DNK,2007,24,0.0557
    DNK,2007,25,0.0799
    DNK,2007,26,0.0985
    DNK,2007,27,0.1217
    DNK,2007,28,0.1369
    DNK,2007,29,0.1498
    DNK,2007,30,0.155
    DNK,2007,31,0.1497
    DNK,2007,32,0.1405
    DNK,2007,33,0.1253
    DNK,2007,34,0.112
    DNK,2007,35,0.0937
    DNK,2007,36,0.0761
    DNK,2007,37,0.0617
    DNK,2007,38,0.0455
    DNK,2007,39,0.0344
    DNK,2007,40,0.0231
    DNK,2007,41,0.016
    DNK,2007,42,0.0088
    DNK,2007,43,0.0055
    DNK,2007,44,0.0026
    DNK,2007,45,0.0014
    DNK,2007,46,0.0007
    DNK,2007,47,0.0003
    DNK,2007,48,0.0001
    DNK,2007,49,0.0002
    DNK,2007,50,      .
    DNK,2008,14,0.00001
    DNK,2008,15,0.00008
    DNK,2008,16,0.00063
    DNK,2008,17,0.00239
    DNK,2008,18,0.00598
    DNK,2008,19,0.01263
    DNK,2008,20,0.02173
    DNK,2008,21,0.03007
    DNK,2008,22,0.03789
    DNK,2008,23,0.04837
    DNK,2008,24,0.0619
    DNK,2008,25,0.07815
    DNK,2008,26,0.09796
    DNK,2008,27,0.12022
    DNK,2008,28,0.13715
    DNK,2008,29,0.14923
    DNK,2008,30,0.15423
    DNK,2008,31,0.15371
    DNK,2008,32,0.14429
    DNK,2008,33,0.13158
    DNK,2008,34,0.115
    DNK,2008,35,0.09787
    DNK,2008,36,0.07938
    DNK,2008,37,0.06251
    DNK,2008,38,0.04711
    DNK,2008,39,0.03552
    DNK,2008,40,0.02548
    DNK,2008,41,0.0172
    DNK,2008,42,0.00982
    DNK,2008,43,0.0052
    DNK,2008,44,0.00278
    DNK,2008,45,0.00155
    DNK,2008,46,0.00078
    DNK,2008,47,0.00024
    DNK,2008,48,0.00017
    DNK,2008,49,0.00015
    DNK,2008,50,0.00012
    DNK,2008,14,      .
    DNK,2008,15,0.0001
    DNK,2008,16,0.0007
    DNK,2008,17,0.0028
    DNK,2008,18,0.0058
    DNK,2008,19,0.0124
    DNK,2008,20,0.022
    DNK,2008,21,0.0308
    DNK,2008,22,0.0375
    DNK,2008,23,0.0483
    DNK,2008,24,0.063
    DNK,2008,25,0.0777
    DNK,2008,26,0.098
    DNK,2008,27,0.1203
    DNK,2008,28,0.1389
    DNK,2008,29,0.1465
    DNK,2008,30,0.1566
    DNK,2008,31,0.1517
    DNK,2008,32,0.1452
    DNK,2008,33,0.1302
    DNK,2008,34,0.1154
    DNK,2008,35,0.0971
    DNK,2008,36,0.0798
    DNK,2008,37,0.0616
    DNK,2008,38,0.048
    DNK,2008,39,0.0343
    DNK,2008,40,0.0264
    DNK,2008,41,0.0167
    DNK,2008,42,0.0099
    DNK,2008,43,0.0052
    DNK,2008,44,0.0027
    DNK,2008,45,0.0018
    DNK,2008,46,0.0007
    DNK,2008,47,0.0002
    DNK,2008,48,0.0002
    DNK,2008,49,0.0002
    DNK,2008,50,      .
    DNK,2009,14,0.00004
    DNK,2009,15,0.00025
    DNK,2009,16,0.00084
    DNK,2009,17,0.00174
    DNK,2009,18,0.00502
    DNK,2009,19,0.01143
    DNK,2009,20,0.0197
    DNK,2009,21,0.02736
    DNK,2009,22,0.03525
    DNK,2009,23,0.04516
    DNK,2009,24,0.05837
    DNK,2009,25,0.07657
    DNK,2009,26,0.09706
    DNK,2009,27,0.11639
    DNK,2009,28,0.13223
    DNK,2009,29,0.14625
    DNK,2009,30,0.15256
    DNK,2009,31,0.1528
    DNK,2009,32,0.14194
    DNK,2009,33,0.12765
    DNK,2009,34,0.10968
    DNK,2009,35,0.09442
    DNK,2009,36,0.07709
    DNK,2009,37,0.06145
    DNK,2009,38,0.04718
    DNK,2009,39,0.03578
    DNK,2009,40,0.02645
    DNK,2009,41,0.01803
    DNK,2009,42,0.01027
    DNK,2009,43,0.00539
    DNK,2009,44,0.00296
    DNK,2009,45,0.00163
    DNK,2009,46,0.00075
    DNK,2009,47,0.00036
    DNK,2009,48,0.00014
    DNK,2009,49,0.00013
    DNK,2009,50,0.00012
    DNK,2009,14,      .
    DNK,2009,15,0.0003
    DNK,2009,16,0.001
    DNK,2009,17,0.0021
    DNK,2009,18,0.0045
    DNK,2009,19,0.0118
    DNK,2009,20,0.0198
    DNK,2009,21,0.0277
    DNK,2009,22,0.0353
    DNK,2009,23,0.0453
    DNK,2009,24,0.0588
    DNK,2009,25,0.0757
    DNK,2009,26,0.0983
    DNK,2009,27,0.1164
    DNK,2009,28,0.132
    DNK,2009,29,0.1455
    DNK,2009,30,0.1547
    DNK,2009,31,0.149
    DNK,2009,32,0.1462
    DNK,2009,33,0.1231
    DNK,2009,34,0.1115
    DNK,2009,35,0.0936
    DNK,2009,36,0.0769
    DNK,2009,37,0.0613
    DNK,2009,38,0.0474
    DNK,2009,39,0.0351
    DNK,2009,40,0.027
    DNK,2009,41,0.0179
    DNK,2009,42,0.0101
    DNK,2009,43,0.0053
    DNK,2009,44,0.0032
    DNK,2009,45,0.0016
    DNK,2009,46,0.0007
    DNK,2009,47,0.0004
    DNK,2009,48,0.0002
    DNK,2009,49,0
    DNK,2009,50,      .
    DNK,2010,14,      .
    DNK,2010,15,0.0002
    DNK,2010,16,0.0005
    DNK,2010,17,0.0021
    DNK,2010,18,0.0046
    DNK,2010,19,0.0105
    DNK,2010,20,0.019
    DNK,2010,21,0.0267
    DNK,2010,22,0.0369
    DNK,2010,23,0.0447
    DNK,2010,24,0.0596
    DNK,2010,25,0.0764
    DNK,2010,26,0.0937
    DNK,2010,27,0.1148
    DNK,2010,28,0.1381
    DNK,2010,29,0.1492
    DNK,2010,30,0.1538
    DNK,2010,31,0.1515
    DNK,2010,32,0.146
    DNK,2010,33,0.1303
    DNK,2010,34,0.1166
    DNK,2010,35,0.0964
    DNK,2010,36,0.0828
    DNK,2010,37,0.0637
    DNK,2010,38,0.0488
    DNK,2010,39,0.0371
    DNK,2010,40,0.0277
    DNK,2010,41,0.0167
    DNK,2010,42,0.0102
    DNK,2010,43,0.006
    DNK,2010,44,0.0033
    DNK,2010,45,0.0015
    DNK,2010,46,0.0008
    DNK,2010,47,0.0004
    DNK,2010,48,0.0003
    DNK,2010,49,0.0002
    DNK,2010,50,      .
    DNK,2011,14,      .
    DNK,2011,15,0.0001
    DNK,2011,16,0.0005
    DNK,2011,17,0.0019
    DNK,2011,18,0.0041
    DNK,2011,19,0.0094
    DNK,2011,20,0.0156
    DNK,2011,21,0.0239
    DNK,2011,22,0.0297
    DNK,2011,23,0.0417
    DNK,2011,24,0.0571
    DNK,2011,25,0.0725
    DNK,2011,26,0.0887
    DNK,2011,27,0.1098
    DNK,2011,28,0.1238
    DNK,2011,29,0.1369
    DNK,2011,30,0.1411
    DNK,2011,31,0.1457
    DNK,2011,32,0.1342
    DNK,2011,33,0.1238
    DNK,2011,34,0.1113
    DNK,2011,35,0.0911
    DNK,2011,36,0.0754
    DNK,2011,37,0.0622
    DNK,2011,38,0.0477
    DNK,2011,39,0.0372
    DNK,2011,40,0.0268
    DNK,2011,41,0.0179
    DNK,2011,42,0.0103
    DNK,2011,43,0.0059
    DNK,2011,44,0.0029
    DNK,2011,45,0.0016
    DNK,2011,46,0.0007
    DNK,2011,47,0.0004
    DNK,2011,48,0.0003
    DNK,2011,49,0.0002
    DNK,2011,50,      .
    DNK,2012,14,      .
    DNK,2012,15,0.0001
    DNK,2012,16,0.0005
    DNK,2012,17,0.0016
    DNK,2012,18,0.0042
    DNK,2012,19,0.0088
    DNK,2012,20,0.0154
    DNK,2012,21,0.0205
    DNK,2012,22,0.032
    DNK,2012,23,0.0394
    DNK,2012,24,0.0544
    DNK,2012,25,0.0698
    DNK,2012,26,0.0884
    DNK,2012,27,0.1048
    DNK,2012,28,0.1238
    DNK,2012,29,0.1386
    DNK,2012,30,0.141
    DNK,2012,31,0.1403
    DNK,2012,32,0.1344
    DNK,2012,33,0.1224
    DNK,2012,34,0.1076
    DNK,2012,35,0.091
    DNK,2012,36,0.0759
    DNK,2012,37,0.0609
    DNK,2012,38,0.0488
    DNK,2012,39,0.0366
    DNK,2012,40,0.0269
    DNK,2012,41,0.017
    DNK,2012,42,0.0113
    DNK,2012,43,0.0061
    DNK,2012,44,0.0029
    DNK,2012,45,0.0018
    DNK,2012,46,0.0012
    DNK,2012,47,0.0006
    DNK,2012,48,0.0001
    DNK,2012,49,0.0001
    DNK,2012,50,      .
    DNK,2013,14,      .
    DNK,2013,15,0.0002
    DNK,2013,16,0.0004
    DNK,2013,17,0.0015
    DNK,2013,18,0.0033
    DNK,2013,19,0.0091
    DNK,2013,20,0.0144
    DNK,2013,21,0.0194
    DNK,2013,22,0.0272
    DNK,2013,23,0.0365
    DNK,2013,24,0.0517
    DNK,2013,25,0.0644
    DNK,2013,26,0.088
    DNK,2013,27,0.0993
    DNK,2013,28,0.1158
    DNK,2013,29,0.1292
    DNK,2013,30,0.1385
    DNK,2013,31,0.1385
    DNK,2013,32,0.134
    DNK,2013,33,0.1182
    DNK,2013,34,0.1055
    DNK,2013,35,0.0877
    DNK,2013,36,0.0714
    DNK,2013,37,0.0609
    DNK,2013,38,0.0478
    DNK,2013,39,0.0366
    DNK,2013,40,0.0269
    DNK,2013,41,0.0175
    DNK,2013,42,0.012
    DNK,2013,43,0.0062
    DNK,2013,44,0.003
    DNK,2013,45,0.0016
    DNK,2013,46,0.0011
    DNK,2013,47,0.0004
    DNK,2013,48,0.0005
    DNK,2013,49,0.0001
    DNK,2013,50,      .
    DNK,2014,14,      .
    DNK,2014,15,0.0002
    DNK,2014,16,0.0004
    DNK,2014,17,0.0016
    DNK,2014,18,0.0029
    DNK,2014,19,0.0069
    DNK,2014,20,0.0124
    DNK,2014,21,0.0199
    DNK,2014,22,0.0271
    DNK,2014,23,0.0361
    DNK,2014,24,0.0499
    DNK,2014,25,0.0666
    DNK,2014,26,0.0879
    DNK,2014,27,0.1056
    DNK,2014,28,0.1189
    DNK,2014,29,0.1317
    DNK,2014,30,0.138
    DNK,2014,31,0.1359
    DNK,2014,32,0.132
    DNK,2014,33,0.1202
    DNK,2014,34,0.1059
    DNK,2014,35,0.0938
    DNK,2014,36,0.078
    DNK,2014,37,0.0609
    DNK,2014,38,0.0488
    DNK,2014,39,0.037
    DNK,2014,40,0.0288
    DNK,2014,41,0.0188
    DNK,2014,42,0.0115
    DNK,2014,43,0.0068
    DNK,2014,44,0.0034
    DNK,2014,45,0.0018
    DNK,2014,46,0.0011
    DNK,2014,47,0.0004
    DNK,2014,48,0.0002
    DNK,2014,49,0.0001
    DNK,2014,50,      .
    DNK,2015,14,      .
    DNK,2015,15,0.0001
    DNK,2015,16,0.0006
    DNK,2015,17,0.0009
    DNK,2015,18,0.0025
    DNK,2015,19,0.0073
    DNK,2015,20,0.0123
    DNK,2015,21,0.0184
    DNK,2015,22,0.0274
    DNK,2015,23,0.0365
    DNK,2015,24,0.0505
    DNK,2015,25,0.0682
    DNK,2015,26,0.0853
    DNK,2015,27,0.1034
    DNK,2015,28,0.1214
    DNK,2015,29,0.135
    DNK,2015,30,0.1403
    DNK,2015,31,0.1411
    DNK,2015,32,0.1361
    DNK,2015,33,0.1253
    DNK,2015,34,0.1072
    DNK,2015,35,0.0924
    DNK,2015,36,0.0778
    DNK,2015,37,0.0635
    DNK,2015,38,0.0459
    DNK,2015,39,0.0407
    DNK,2015,40,0.0285
    DNK,2015,41,0.0187
    DNK,2015,42,0.0119
    DNK,2015,43,0.0071
    DNK,2015,44,0.0033
    DNK,2015,45,0.0018
    DNK,2015,46,0.001
    DNK,2015,47,0.0005
    DNK,2015,48,0.0002
    DNK,2015,49,0.0002
    DNK,2015,50,      .
    DNK,2016,14,      .
    DNK,2016,15,0.0001
    DNK,2016,16,0.0004
    DNK,2016,17,0.0007
    DNK,2016,18,0.0031
    DNK,2016,19,0.0083
    DNK,2016,20,0.0122
    DNK,2016,21,0.0194
    DNK,2016,22,0.0283
    DNK,2016,23,0.0367
    DNK,2016,24,0.0524
    DNK,2016,25,0.0687
    DNK,2016,26,0.0903
