Code,Year,Age,   ASFR
    ESP,1991,39,0.01735
    ESP,1991,40,0.01298
    ESP,1991,41,0.00943
    ESP,1991,42,0.00629
    ESP,1991,43,0.00401
    ESP,1991,44,0.0023
    ESP,1991,45,0.00124
    ESP,1991,46,0.00067
    ESP,1991,47,0.0003
    ESP,1991,48,0.00014
    ESP,1991,49,0.00008
    ESP,1991,50,0.00019
    ESP,1992,14,0.00014
    ESP,1992,15,0.00095
    ESP,1992,16,0.00267
    ESP,1992,17,0.00643
    ESP,1992,18,0.01172
    ESP,1992,19,0.01751
    ESP,1992,20,0.023
    ESP,1992,21,0.02859
    ESP,1992,22,0.03563
    ESP,1992,23,0.04457
    ESP,1992,24,0.05602
    ESP,1992,25,0.06977
    ESP,1992,26,0.08393
    ESP,1992,27,0.0975
    ESP,1992,28,0.10636
    ESP,1992,29,0.11012
    ESP,1992,30,0.10588
    ESP,1992,31,0.09858
    ESP,1992,32,0.08649
    ESP,1992,33,0.07379
    ESP,1992,34,0.06098
    ESP,1992,35,0.05016
    ESP,1992,36,0.0395
    ESP,1992,37,0.02987
    ESP,1992,38,0.02275
    ESP,1992,39,0.01785
    ESP,1992,40,0.01337
    ESP,1992,41,0.00915
    ESP,1992,42,0.0056
    ESP,1992,43,0.00368
    ESP,1992,44,0.00223
    ESP,1992,45,0.00124
    ESP,1992,46,0.00054
    ESP,1992,47,0.0003
    ESP,1992,48,0.00013
    ESP,1992,49,0.00011
    ESP,1992,50,0.00009
    ESP,1992,14,0.00025
    ESP,1992,15,0.00087
    ESP,1992,16,0.00277
    ESP,1992,17,0.00642
    ESP,1992,18,0.01158
    ESP,1992,19,0.01726
    ESP,1992,20,0.02288
    ESP,1992,21,0.02848
    ESP,1992,22,0.03594
    ESP,1992,23,0.04457
    ESP,1992,24,0.05579
    ESP,1992,25,0.06949
    ESP,1992,26,0.08371
    ESP,1992,27,0.09596
    ESP,1992,28,0.1048
    ESP,1992,29,0.10871
    ESP,1992,30,0.10672
    ESP,1992,31,0.09818
    ESP,1992,32,0.08597
    ESP,1992,33,0.07286
    ESP,1992,34,0.06027
    ESP,1992,35,0.04964
    ESP,1992,36,0.03943
    ESP,1992,37,0.03046
    ESP,1992,38,0.0232
    ESP,1992,39,0.01767
    ESP,1992,40,0.0133
    ESP,1992,41,0.00921
    ESP,1992,42,0.00587
    ESP,1992,43,0.00372
    ESP,1992,44,0.00219
    ESP,1992,45,0.00117
    ESP,1992,46,0.00058
    ESP,1992,47,0.0003
    ESP,1992,48,0.00013
    ESP,1992,49,0.00006
    ESP,1992,50,0.00017
    ESP,1993,14,0.00013
    ESP,1993,15,0.00084
    ESP,1993,16,0.0024
    ESP,1993,17,0.00575
    ESP,1993,18,0.01052
    ESP,1993,19,0.0158
    ESP,1993,20,0.02068
    ESP,1993,21,0.02511
    ESP,1993,22,0.03063
    ESP,1993,23,0.03889
    ESP,1993,24,0.04983
    ESP,1993,25,0.06368
    ESP,1993,26,0.0775
    ESP,1993,27,0.09017
    ESP,1993,28,0.1006
    ESP,1993,29,0.10843
    ESP,1993,30,0.10752
    ESP,1993,31,0.09846
    ESP,1993,32,0.08677
    ESP,1993,33,0.07481
    ESP,1993,34,0.06222
    ESP,1993,35,0.05071
    ESP,1993,36,0.04026
    ESP,1993,37,0.03071
    ESP,1993,38,0.02277
    ESP,1993,39,0.01783
    ESP,1993,40,0.01285
    ESP,1993,41,0.00868
    ESP,1993,42,0.0054
    ESP,1993,43,0.00345
    ESP,1993,44,0.00209
    ESP,1993,45,0.00109
    ESP,1993,46,0.00047
    ESP,1993,47,0.0002
    ESP,1993,48,0.00015
    ESP,1993,49,0.00013
    ESP,1993,50,0.00011
    ESP,1993,14,0.0002
    ESP,1993,15,0.00078
    ESP,1993,16,0.00247
    ESP,1993,17,0.00571
    ESP,1993,18,0.01026
    ESP,1993,19,0.01571
    ESP,1993,20,0.02046
    ESP,1993,21,0.02477
    ESP,1993,22,0.03055
    ESP,1993,23,0.03867
    ESP,1993,24,0.04987
    ESP,1993,25,0.06299
    ESP,1993,26,0.07696
    ESP,1993,27,0.08901
    ESP,1993,28,0.09875
    ESP,1993,29,0.1058
    ESP,1993,30,0.10631
    ESP,1993,31,0.09859
    ESP,1993,32,0.08647
    ESP,1993,33,0.07427
    ESP,1993,34,0.06118
    ESP,1993,35,0.04978
    ESP,1993,36,0.04022
    ESP,1993,37,0.03054
    ESP,1993,38,0.02295
    ESP,1993,39,0.01782
    ESP,1993,40,0.01293
    ESP,1993,41,0.0085
    ESP,1993,42,0.00558
    ESP,1993,43,0.00359
    ESP,1993,44,0.00204
    ESP,1993,45,0.00105
    ESP,1993,46,0.00049
    ESP,1993,47,0.00023
    ESP,1993,48,0.00015
    ESP,1993,49,0.00008
    ESP,1993,50,0.00015
    ESP,1994,14,0.00012
    ESP,1994,15,0.0008
    ESP,1994,16,0.0024
    ESP,1994,17,0.00528
    ESP,1994,18,0.00946
    ESP,1994,19,0.01402
    ESP,1994,20,0.01798
    ESP,1994,21,0.02176
    ESP,1994,22,0.0266
    ESP,1994,23,0.03352
    ESP,1994,24,0.04303
    ESP,1994,25,0.0548
    ESP,1994,26,0.06936
    ESP,1994,27,0.08236
    ESP,1994,28,0.09261
    ESP,1994,29,0.1018
    ESP,1994,30,0.10519
    ESP,1994,31,0.09895
    ESP,1994,32,0.08617
    ESP,1994,33,0.07515
    ESP,1994,34,0.06369
    ESP,1994,35,0.0521
    ESP,1994,36,0.04144
    ESP,1994,37,0.0321
    ESP,1994,38,0.02403
    ESP,1994,39,0.01747
    ESP,1994,40,0.0125
    ESP,1994,41,0.00861
    ESP,1994,42,0.0055
    ESP,1994,43,0.00329
    ESP,1994,44,0.00178
    ESP,1994,45,0.00102
    ESP,1994,46,0.00047
    ESP,1994,47,0.00022
    ESP,1994,48,0.0001
    ESP,1994,49,0.00007
    ESP,1994,50,0.00005
    ESP,1994,14,0.00017
    ESP,1994,15,0.00074
    ESP,1994,16,0.00242
    ESP,1994,17,0.00529
    ESP,1994,18,0.00919
    ESP,1994,19,0.01367
    ESP,1994,20,0.01763
    ESP,1994,21,0.02148
    ESP,1994,22,0.02617
    ESP,1994,23,0.03305
    ESP,1994,24,0.0428
    ESP,1994,25,0.05427
    ESP,1994,26,0.06809
    ESP,1994,27,0.08145
    ESP,1994,28,0.0912
    ESP,1994,29,0.09913
    ESP,1994,30,0.10214
    ESP,1994,31,0.09661
    ESP,1994,32,0.08633
    ESP,1994,33,0.07451
    ESP,1994,34,0.06253
    ESP,1994,35,0.05117
    ESP,1994,36,0.04093
    ESP,1994,37,0.03171
    ESP,1994,38,0.02367
    ESP,1994,39,0.01768
    ESP,1994,40,0.01266
    ESP,1994,41,0.00858
    ESP,1994,42,0.00539
    ESP,1994,43,0.00324
    ESP,1994,44,0.00192
    ESP,1994,45,0.00104
    ESP,1994,46,0.00044
    ESP,1994,47,0.00021
    ESP,1994,48,0.00011
    ESP,1994,49,0.00007
    ESP,1994,50,0.00007
    ESP,1995,14,0.0001
    ESP,1995,15,0.00073
    ESP,1995,16,0.00248
    ESP,1995,17,0.00539
    ESP,1995,18,0.00891
    ESP,1995,19,0.01271
    ESP,1995,20,0.01622
    ESP,1995,21,0.0195
    ESP,1995,22,0.02331
    ESP,1995,23,0.02915
    ESP,1995,24,0.03793
    ESP,1995,25,0.04943
    ESP,1995,26,0.06226
    ESP,1995,27,0.07657
    ESP,1995,28,0.08833
    ESP,1995,29,0.09785
    ESP,1995,30,0.10225
    ESP,1995,31,0.10076
    ESP,1995,32,0.09056
    ESP,1995,33,0.0778
    ESP,1995,34,0.06607
    ESP,1995,35,0.05488
    ESP,1995,36,0.04357
    ESP,1995,37,0.03337
    ESP,1995,38,0.0247
    ESP,1995,39,0.01762
    ESP,1995,40,0.01202
    ESP,1995,41,0.00826
    ESP,1995,42,0.00523
    ESP,1995,43,0.00324
    ESP,1995,44,0.00182
    ESP,1995,45,0.00093
    ESP,1995,46,0.00044
    ESP,1995,47,0.00019
    ESP,1995,48,0.00007
    ESP,1995,49,0.00006
    ESP,1995,50,0.00004
    ESP,1995,14,0.0002
    ESP,1995,15,0.00077
    ESP,1995,16,0.00242
    ESP,1995,17,0.00523
    ESP,1995,18,0.00871
    ESP,1995,19,0.01215
    ESP,1995,20,0.01573
    ESP,1995,21,0.01911
    ESP,1995,22,0.02297
    ESP,1995,23,0.0286
    ESP,1995,24,0.03717
    ESP,1995,25,0.04858
    ESP,1995,26,0.06174
    ESP,1995,27,0.07506
    ESP,1995,28,0.08691
    ESP,1995,29,0.09548
    ESP,1995,30,0.09977
    ESP,1995,31,0.09727
    ESP,1995,32,0.08844
    ESP,1995,33,0.07776
    ESP,1995,34,0.06554
    ESP,1995,35,0.05379
    ESP,1995,36,0.04301
    ESP,1995,37,0.03271
    ESP,1995,38,0.02455
    ESP,1995,39,0.01742
    ESP,1995,40,0.01228
    ESP,1995,41,0.00841
    ESP,1995,42,0.00524
    ESP,1995,43,0.00321
    ESP,1995,44,0.00175
    ESP,1995,45,0.00099
    ESP,1995,46,0.0005
    ESP,1995,47,0.00019
    ESP,1995,48,0.00007
    ESP,1995,49,0.00004
    ESP,1995,50,0.00007
    ESP,1996,14,0.0001
    ESP,1996,15,0.0007
    ESP,1996,16,0.00227
    ESP,1996,17,0.00523
    ESP,1996,18,0.00859
    ESP,1996,19,0.01204
    ESP,1996,20,0.01512
    ESP,1996,21,0.0183
    ESP,1996,22,0.02197
    ESP,1996,23,0.02693
    ESP,1996,24,0.03402
    ESP,1996,25,0.04418
    ESP,1996,26,0.05756
    ESP,1996,27,0.07155
    ESP,1996,28,0.08538
    ESP,1996,29,0.0962
    ESP,1996,30,0.10107
    ESP,1996,31,0.10039
    ESP,1996,32,0.0939
    ESP,1996,33,0.08276
    ESP,1996,34,0.06918
    ESP,1996,35,0.05752
    ESP,1996,36,0.04601
    ESP,1996,37,0.03512
    ESP,1996,38,0.02591
    ESP,1996,39,0.01872
    ESP,1996,40,0.01281
    ESP,1996,41,0.00834
    ESP,1996,42,0.00527
    ESP,1996,43,0.00327
    ESP,1996,44,0.00185
    ESP,1996,45,0.00091
    ESP,1996,46,0.00039
    ESP,1996,47,0.00019
    ESP,1996,48,0.00009
    ESP,1996,49,0.00005
    ESP,1996,50,0.00003
    ESP,1996,14,0.00017
    ESP,1996,15,0.0007
    ESP,1996,16,0.00223
    ESP,1996,17,0.00513
    ESP,1996,18,0.00842
    ESP,1996,19,0.01158
    ESP,1996,20,0.01467
    ESP,1996,21,0.01748
    ESP,1996,22,0.02106
    ESP,1996,23,0.02632
    ESP,1996,24,0.03326
    ESP,1996,25,0.04307
    ESP,1996,26,0.0562
    ESP,1996,27,0.07032
    ESP,1996,28,0.08302
    ESP,1996,29,0.09351
    ESP,1996,30,0.09857
    ESP,1996,31,0.09718
    ESP,1996,32,0.0908
    ESP,1996,33,0.08043
    ESP,1996,34,0.06876
    ESP,1996,35,0.05653
    ESP,1996,36,0.04504
    ESP,1996,37,0.03462
    ESP,1996,38,0.02558
    ESP,1996,39,0.01829
    ESP,1996,40,0.01273
    ESP,1996,41,0.00855
    ESP,1996,42,0.00538
    ESP,1996,43,0.0032
    ESP,1996,44,0.00179
    ESP,1996,45,0.00092
    ESP,1996,46,0.00042
    ESP,1996,47,0.0002
    ESP,1996,48,0.0001
    ESP,1996,49,0.00004
    ESP,1996,50,0.00004
    ESP,1997,14,0.00011
    ESP,1997,15,0.00073
    ESP,1997,16,0.0023
    ESP,1997,17,0.00523
    ESP,1997,18,0.00907
    ESP,1997,19,0.01283
    ESP,1997,20,0.0159
    ESP,1997,21,0.01828
    ESP,1997,22,0.02116
    ESP,1997,23,0.02529
    ESP,1997,24,0.03189
    ESP,1997,25,0.04131
    ESP,1997,26,0.05371
    ESP,1997,27,0.06722
    ESP,1997,28,0.08083
    ESP,1997,29,0.09442
    ESP,1997,30,0.10262
    ESP,1997,31,0.10245
    ESP,1997,32,0.09622
    ESP,1997,33,0.08728
    ESP,1997,34,0.07541
    ESP,1997,35,0.06184
    ESP,1997,36,0.0495
    ESP,1997,37,0.03797
    ESP,1997,38,0.02806
    ESP,1997,39,0.02011
    ESP,1997,40,0.01413
    ESP,1997,41,0.00933
    ESP,1997,42,0.00572
    ESP,1997,43,0.00326
    ESP,1997,44,0.00181
    ESP,1997,45,0.00095
    ESP,1997,46,0.00045
    ESP,1997,47,0.00015
    ESP,1997,48,0.00008
    ESP,1997,49,0.00006
    ESP,1997,50,0.00004
    ESP,1997,14,0.00014
    ESP,1997,15,0.00071
    ESP,1997,16,0.00231
    ESP,1997,17,0.00515
    ESP,1997,18,0.00884
    ESP,1997,19,0.01222
    ESP,1997,20,0.01519
    ESP,1997,21,0.01775
    ESP,1997,22,0.02024
    ESP,1997,23,0.02445
    ESP,1997,24,0.03129
    ESP,1997,25,0.04
    ESP,1997,26,0.05188
    ESP,1997,27,0.06547
    ESP,1997,28,0.07894
    ESP,1997,29,0.09138
    ESP,1997,30,0.09962
    ESP,1997,31,0.09963
    ESP,1997,32,0.0926
    ESP,1997,33,0.08383
    ESP,1997,34,0.07342
    ESP,1997,35,0.06109
    ESP,1997,36,0.04879
    ESP,1997,37,0.03737
    ESP,1997,38,0.02725
    ESP,1997,39,0.01979
    ESP,1997,40,0.01409
    ESP,1997,41,0.00917
    ESP,1997,42,0.00563
    ESP,1997,43,0.00334
    ESP,1997,44,0.0018
    ESP,1997,45,0.00096
    ESP,1997,46,0.00047
    ESP,1997,47,0.00019
    ESP,1997,48,0.00008
    ESP,1997,49,0.00005
    ESP,1997,50,0.00005
    ESP,1998,14,0.00012
    ESP,1998,15,0.00081
    ESP,1998,16,0.00238
    ESP,1998,17,0.00525
    ESP,1998,18,0.00906
    ESP,1998,19,0.01285
    ESP,1998,20,0.01554
    ESP,1998,21,0.01768
    ESP,1998,22,0.0203
    ESP,1998,23,0.0245
    ESP,1998,24,0.03041
    ESP,1998,25,0.03848
    ESP,1998,26,0.04925
    ESP,1998,27,0.06275
    ESP,1998,28,0.076
    ESP,1998,29,0.08884
    ESP,1998,30,0.09784
    ESP,1998,31,0.09973
    ESP,1998,32,0.0945
    ESP,1998,33,0.08813
    ESP,1998,34,0.07912
    ESP,1998,35,0.06588
    ESP,1998,36,0.0514
    ESP,1998,37,0.03956
    ESP,1998,38,0.02964
    ESP,1998,39,0.02141
    ESP,1998,40,0.01478
    ESP,1998,41,0.00967
    ESP,1998,42,0.00584
    ESP,1998,43,0.00336
    ESP,1998,44,0.00178
    ESP,1998,45,0.00088
    ESP,1998,46,0.00042
    ESP,1998,47,0.00019
    ESP,1998,48,0.00011
    ESP,1998,49,0.00006
    ESP,1998,50,0.00004
    ESP,1998,14,0.00021
    ESP,1998,15,0.00076
    ESP,1998,16,0.00234
    ESP,1998,17,0.00508
    ESP,1998,18,0.00877
    ESP,1998,19,0.01243
    ESP,1998,20,0.01507
    ESP,1998,21,0.01685
    ESP,1998,22,0.0193
    ESP,1998,23,0.02336
    ESP,1998,24,0.02922
    ESP,1998,25,0.03739
    ESP,1998,26,0.04759
    ESP,1998,27,0.06024
    ESP,1998,28,0.07394
    ESP,1998,29,0.08617
    ESP,1998,30,0.09481
    ESP,1998,31,0.09617
    ESP,1998,32,0.09184
    ESP,1998,33,0.0848
    ESP,1998,34,0.07619
    ESP,1998,35,0.06392
    ESP,1998,36,0.05096
    ESP,1998,37,0.03924
    ESP,1998,38,0.02893
    ESP,1998,39,0.02106
    ESP,1998,40,0.01446
    ESP,1998,41,0.00931
    ESP,1998,42,0.00588
    ESP,1998,43,0.0034
    ESP,1998,44,0.00181
    ESP,1998,45,0.0009
    ESP,1998,46,0.00044
    ESP,1998,47,0.00022
    ESP,1998,48,0.00011
    ESP,1998,49,0.00005
    ESP,1998,50,0.00005
    ESP,1999,14,0.00013
    ESP,1999,15,0.00087
    ESP,1999,16,0.00264
    ESP,1999,17,0.00562
    ESP,1999,18,0.00978
    ESP,1999,19,0.01389
    ESP,1999,20,0.01714
    ESP,1999,21,0.01921
    ESP,1999,22,0.02135
    ESP,1999,23,0.02477
    ESP,1999,24,0.03021
    ESP,1999,25,0.03806
    ESP,1999,26,0.04802
    ESP,1999,27,0.06073
    ESP,1999,28,0.07475
    ESP,1999,29,0.08858
    ESP,1999,30,0.0981
    ESP,1999,31,0.10229
    ESP,1999,32,0.09937
    ESP,1999,33,0.0917
    ESP,1999,34,0.082
    ESP,1999,35,0.07107
    ESP,1999,36,0.05725
    ESP,1999,37,0.04286
    ESP,1999,38,0.03202
    ESP,1999,39,0.02365
    ESP,1999,40,0.01645
    ESP,1999,41,0.01054
    ESP,1999,42,0.00659
    ESP,1999,43,0.00377
    ESP,1999,44,0.00201
    ESP,1999,45,0.001
    ESP,1999,46,0.00044
    ESP,1999,47,0.00024
    ESP,1999,48,0.00013
    ESP,1999,49,0.0001
    ESP,1999,50,0.00008
    ESP,1999,14,0.0002
    ESP,1999,15,0.00081
    ESP,1999,16,0.00267
    ESP,1999,17,0.0055
    ESP,1999,18,0.00947
    ESP,1999,19,0.01351
    ESP,1999,20,0.01638
    ESP,1999,21,0.01824
    ESP,1999,22,0.02047
    ESP,1999,23,0.02369
    ESP,1999,24,0.02874
    ESP,1999,25,0.03641
    ESP,1999,26,0.04665
    ESP,1999,27,0.05852
    ESP,1999,28,0.07194
    ESP,1999,29,0.08553
    ESP,1999,30,0.09597
    ESP,1999,31,0.09938
    ESP,1999,32,0.09605
    ESP,1999,33,0.0889
    ESP,1999,34,0.07928
    ESP,1999,35,0.06825
    ESP,1999,36,0.05551
    ESP,1999,37,0.04266
    ESP,1999,38,0.03175
    ESP,1999,39,0.02328
    ESP,1999,40,0.01607
    ESP,1999,41,0.01045
    ESP,1999,42,0.00643
    ESP,1999,43,0.00383
    ESP,1999,44,0.00211
    ESP,1999,45,0.00103
    ESP,1999,46,0.00047
    ESP,1999,47,0.00025
    ESP,1999,48,0.00016
    ESP,1999,49,0.00009
    ESP,1999,50,0.00008
    ESP,2000,14,0.00015
    ESP,2000,15,0.001
    ESP,2000,16,0.00289
    ESP,2000,17,0.00607
    ESP,2000,18,0.01004
    ESP,2000,19,0.0144
    ESP,2000,20,0.01801
    ESP,2000,21,0.02074
    ESP,2000,22,0.02298
    ESP,2000,23,0.02604
    ESP,2000,24,0.03067
    ESP,2000,25,0.03774
    ESP,2000,26,0.04724
    ESP,2000,27,0.05999
    ESP,2000,28,0.07479
    ESP,2000,29,0.08965
    ESP,2000,30,0.09956
    ESP,2000,31,0.10351
    ESP,2000,32,0.10269
    ESP,2000,33,0.09709
    ESP,2000,34,0.08651
    ESP,2000,35,0.07417
    ESP,2000,36,0.0615
    ESP,2000,37,0.04773
    ESP,2000,38,0.03442
    ESP,2000,39,0.02496
    ESP,2000,40,0.01747
    ESP,2000,41,0.01132
    ESP,2000,42,0.00661
    ESP,2000,43,0.00395
    ESP,2000,44,0.00216
    ESP,2000,45,0.00115
    ESP,2000,46,0.00058
    ESP,2000,47,0.00029
    ESP,2000,48,0.00012
    ESP,2000,49,0.0001
    ESP,2000,50,0.00009
    ESP,2000,14,0.00024
    ESP,2000,15,0.00092
    ESP,2000,16,0.00295
    ESP,2000,17,0.00593
    ESP,2000,18,0.00977
    ESP,2000,19,0.01408
    ESP,2000,20,0.01753
    ESP,2000,21,0.01986
    ESP,2000,22,0.02235
    ESP,2000,23,0.02509
    ESP,2000,24,0.02916
    ESP,2000,25,0.03629
    ESP,2000,26,0.04612
    ESP,2000,27,0.05863
    ESP,2000,28,0.07258
    ESP,2000,29,0.08668
    ESP,2000,30,0.09754
    ESP,2000,31,0.10146
    ESP,2000,32,0.1001
    ESP,2000,33,0.09403
    ESP,2000,34,0.08441
    ESP,2000,35,0.07238
    ESP,2000,36,0.05959
    ESP,2000,37,0.04645
    ESP,2000,38,0.0343
    ESP,2000,39,0.02491
    ESP,2000,40,0.01737
    ESP,2000,41,0.01101
    ESP,2000,42,0.00662
    ESP,2000,43,0.00396
    ESP,2000,44,0.00221
    ESP,2000,45,0.00118
    ESP,2000,46,0.00058
    ESP,2000,47,0.00029
    ESP,2000,48,0.00013
    ESP,2000,49,0.00007
    ESP,2000,50,0.00011
    ESP,2001,14,0.00016
    ESP,2001,15,0.00111
    ESP,2001,16,0.00316
    ESP,2001,17,0.00654
    ESP,2001,18,0.01101
    ESP,2001,19,0.01569
    ESP,2001,20,0.01965
    ESP,2001,21,0.02215
    ESP,2001,22,0.0243
    ESP,2001,23,0.02703
    ESP,2001,24,0.03132
    ESP,2001,25,0.0378
    ESP,2001,26,0.04671
    ESP,2001,27,0.05794
    ESP,2001,28,0.07133
    ESP,2001,29,0.08526
    ESP,2001,30,0.09667
    ESP,2001,31,0.10194
    ESP,2001,32,0.10117
    ESP,2001,33,0.09633
    ESP,2001,34,0.08826
    ESP,2001,35,0.07689
    ESP,2001,36,0.06369
    ESP,2001,37,0.05019
    ESP,2001,38,0.03725
    ESP,2001,39,0.02611
    ESP,2001,40,0.01816
    ESP,2001,41,0.0121
    ESP,2001,42,0.00753
    ESP,2001,43,0.00426
    ESP,2001,44,0.00235
    ESP,2001,45,0.00127
    ESP,2001,46,0.0006
    ESP,2001,47,0.00029
    ESP,2001,48,0.00014
    ESP,2001,49,0.00013
    ESP,2001,50,0.00011
    ESP,2001,14,0.00023
    ESP,2001,15,0.00107
    ESP,2001,16,0.00319
    ESP,2001,17,0.00651
    ESP,2001,18,0.01098
    ESP,2001,19,0.01564
    ESP,2001,20,0.01916
    ESP,2001,21,0.02165
    ESP,2001,22,0.0239
    ESP,2001,23,0.02655
    ESP,2001,24,0.03045
    ESP,2001,25,0.03688
    ESP,2001,26,0.04562
    ESP,2001,27,0.0569
    ESP,2001,28,0.07044
    ESP,2001,29,0.08374
    ESP,2001,30,0.09532
    ESP,2001,31,0.101
    ESP,2001,32,0.10007
    ESP,2001,33,0.09536
    ESP,2001,34,0.08667
    ESP,2001,35,0.07578
    ESP,2001,36,0.0629
    ESP,2001,37,0.04888
    ESP,2001,38,0.03665
    ESP,2001,39,0.02647
    ESP,2001,40,0.01838
    ESP,2001,41,0.01209
    ESP,2001,42,0.00743
    ESP,2001,43,0.00431
    ESP,2001,44,0.0024
    ESP,2001,45,0.00127
    ESP,2001,46,0.00063
    ESP,2001,47,0.00031
    ESP,2001,48,0.00015
    ESP,2001,49,0.00011
    ESP,2001,50,0.00016
    ESP,2002,14,0.00017
    ESP,2002,15,0.00115
    ESP,2002,16,0.00327
    ESP,2002,17,0.00684
    ESP,2002,18,0.01118
    ESP,2002,19,0.01613
    ESP,2002,20,0.02017
    ESP,2002,21,0.02334
    ESP,2002,22,0.02579
    ESP,2002,23,0.02858
    ESP,2002,24,0.03256
    ESP,2002,25,0.03846
    ESP,2002,26,0.04677
    ESP,2002,27,0.05721
    ESP,2002,28,0.0695
    ESP,2002,29,0.08298
    ESP,2002,30,0.09471
    ESP,2002,31,0.10185
    ESP,2002,32,0.10219
    ESP,2002,33,0.09724
    ESP,2002,34,0.0896
    ESP,2002,35,0.07888
    ESP,2002,36,0.06545
    ESP,2002,37,0.0515
    ESP,2002,38,0.03932
    ESP,2002,39,0.02845
    ESP,2002,40,0.01914
    ESP,2002,41,0.01271
    ESP,2002,42,0.00794
    ESP,2002,43,0.00458
    ESP,2002,44,0.00237
    ESP,2002,45,0.0013
    ESP,2002,46,0.00067
    ESP,2002,47,0.0003
    ESP,2002,48,0.00016
    ESP,2002,49,0.00016
    ESP,2002,50,0.00015
    ESP,2002,14,0.00029
    ESP,2002,15,0.00103
    ESP,2002,16,0.00331
    ESP,2002,17,0.00697
    ESP,2002,18,0.01113
    ESP,2002,19,0.01591
    ESP,2002,20,0.02021
    ESP,2002,21,0.02295
    ESP,2002,22,0.02551
    ESP,2002,23,0.02847
    ESP,2002,24,0.03196
    ESP,2002,25,0.03788
    ESP,2002,26,0.04571
    ESP,2002,27,0.05599
    ESP,2002,28,0.06926
    ESP,2002,29,0.08245
    ESP,2002,30,0.09391
    ESP,2002,31,0.10066
    ESP,2002,32,0.10154
    ESP,2002,33,0.09718
    ESP,2002,34,0.0884
    ESP,2002,35,0.07812
    ESP,2002,36,0.06492
    ESP,2002,37,0.05086
    ESP,2002,38,0.03877
    ESP,2002,39,0.02818
    ESP,2002,40,0.01954
    ESP,2002,41,0.01277
    ESP,2002,42,0.00811
    ESP,2002,43,0.00454
    ESP,2002,44,0.00242
    ESP,2002,45,0.00141
    ESP,2002,46,0.00065
    ESP,2002,47,0.00029
    ESP,2002,48,0.0002
    ESP,2002,49,0.00012
    ESP,2002,50,0.00016
    ESP,2003,14,0.00021
    ESP,2003,15,0.00137
    ESP,2003,16,0.0034
    ESP,2003,17,0.00723
    ESP,2003,18,0.01237
    ESP,2003,19,0.01736
    ESP,2003,20,0.02115
    ESP,2003,21,0.02401
    ESP,2003,22,0.02688
    ESP,2003,23,0.02987
    ESP,2003,24,0.0341
    ESP,2003,25,0.03957
    ESP,2003,26,0.04729
    ESP,2003,27,0.05792
    ESP,2003,28,0.07054
    ESP,2003,29,0.08378
    ESP,2003,30,0.09553
    ESP,2003,31,0.10365
    ESP,2003,32,0.10509
    ESP,2003,33,0.10102
    ESP,2003,34,0.09332
    ESP,2003,35,0.08298
    ESP,2003,36,0.06964
    ESP,2003,37,0.05486
    ESP,2003,38,0.04175
    ESP,2003,39,0.03096
    ESP,2003,40,0.02166
    ESP,2003,41,0.01377
    ESP,2003,42,0.00841
    ESP,2003,43,0.00495
    ESP,2003,44,0.00279
    ESP,2003,45,0.00145
    ESP,2003,46,0.00068
    ESP,2003,47,0.00031
    ESP,2003,48,0.00019
    ESP,2003,49,0.00017
    ESP,2003,50,0.00013
    ESP,2003,14,0.00041
    ESP,2003,15,0.00129
    ESP,2003,16,0.00344
    ESP,2003,17,0.00704
    ESP,2003,18,0.01213
    ESP,2003,19,0.01744
    ESP,2003,20,0.02118
    ESP,2003,21,0.02387
    ESP,2003,22,0.02643
    ESP,2003,23,0.02954
    ESP,2003,24,0.03349
    ESP,2003,25,0.03909
    ESP,2003,26,0.04656
    ESP,2003,27,0.05651
    ESP,2003,28,0.06918
    ESP,2003,29,0.08259
    ESP,2003,30,0.09491
    ESP,2003,31,0.10232
    ESP,2003,32,0.10397
    ESP,2003,33,0.10024
    ESP,2003,34,0.0927
    ESP,2003,35,0.08182
    ESP,2003,36,0.06873
    ESP,2003,37,0.05446
    ESP,2003,38,0.04126
    ESP,2003,39,0.03065
    ESP,2003,40,0.02139
    ESP,2003,41,0.01397
    ESP,2003,42,0.00862
    ESP,2003,43,0.00501
    ESP,2003,44,0.00278
    ESP,2003,45,0.0015
    ESP,2003,46,0.00068
    ESP,2003,47,0.00032
    ESP,2003,48,0.00021
    ESP,2003,49,0.00013
    ESP,2003,50,0.00017
    ESP,2004,14,0.00018
    ESP,2004,15,0.00125
    ESP,2004,16,0.00343
    ESP,2004,17,0.00728
    ESP,2004,18,0.01263
    ESP,2004,19,0.01822
    ESP,2004,20,0.0225
    ESP,2004,21,0.02555
    ESP,2004,22,0.02805
    ESP,2004,23,0.03125
    ESP,2004,24,0.03537
    ESP,2004,25,0.04089
    ESP,2004,26,0.04751
    ESP,2004,27,0.05732
    ESP,2004,28,0.06905
    ESP,2004,29,0.08215
    ESP,2004,30,0.09346
    ESP,2004,31,0.10244
    ESP,2004,32,0.10512
    ESP,2004,33,0.10274
    ESP,2004,34,0.09575
    ESP,2004,35,0.08534
    ESP,2004,36,0.07181
    ESP,2004,37,0.05692
    ESP,2004,38,0.04314
    ESP,2004,39,0.03199
    ESP,2004,40,0.023
    ESP,2004,41,0.01498
    ESP,2004,42,0.00863
    ESP,2004,43,0.00504
    ESP,2004,44,0.0029
    ESP,2004,45,0.0015
