Country,Year,porteqassets,porteqliab,fdiassets,fdiliab,debtassets,debtliab,finderassets,finderliab,reservesmingold,totassets,totliab,nfa,offiip, nfaalt , gdpdollar , nfa_gdp , ca , capacc , portdebtassets , portdebtliab , otherinvassets , otherinvliab , otherfdiassets , otherfdiliab , fxave , fxeop ,1
Australia,1970,97,"3,072","1,941","7,696","1,375","4,347",0,0,"1,454","4,867","15,115","-10,248",n.a.,n.a.,"43,090",-23.80%,-903,85,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.89286,0.89686,131
Australia,1971,100,"3,808","2,405","8,777","1,364","4,384",0,0,"3,034","6,904","16,969","-10,065",n.a.,n.a.,"48,183",-20.90%,-907,58,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.88267,0.83963,132
Australia,1972,127,"5,255","3,079","11,186","1,499","4,607",0,0,"5,860","10,564","21,048","-10,484",n.a.,n.a.,"55,266",-19.00%,405,58,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.8387,0.78431,133
Australia,1973,128,"4,016","2,870","10,241","1,335","4,619",0,0,"5,386","9,719","18,877","-9,157",n.a.,n.a.,"78,090",-11.70%,358,33,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.7035,0.67204,134
Australia,1974,103,"2,005","2,351","8,895","1,868","5,469",0,0,"3,953","8,276","16,370","-8,094",n.a.,n.a.,"94,292",-8.60%,"-2,847",8,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.69667,0.75358,135
Australia,1975,128,"3,384","3,254","11,156","1,914","5,491",0,0,"2,955","8,250","20,031","-11,781",n.a.,n.a.,"100,124",-11.80%,"-1,058",-49,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.76387,0.79548,136
Australia,1976,151,"2,807","3,986","11,338","1,835","6,969",0,0,"2,870","8,842","21,115","-12,273",n.a.,n.a.,"110,399",-11.10%,"-1,941",-9,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.81828,0.92047,137
Australia,1977,154,"2,917","4,258","12,984","2,303","9,165",0,0,"2,058","8,773","25,066","-16,293",n.a.,n.a.,"111,240",-14.60%,"-3,082",8,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.90182,0.87612,138
Australia,1978,184,"3,427","5,141","15,989","2,623","12,059",0,0,"2,062","10,010","31,474","-21,464",n.a.,n.a.,"127,087",-16.90%,"-4,617",37,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.87366,0.86919,139
Australia,1979,200,"5,136","5,972","21,774","3,636","13,965",0,0,"1,424","11,233","40,874","-29,642",n.a.,n.a.,"141,441",-21.00%,"-2,738",72,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.89464,0.90457,140
Australia,1980,260,"9,605","6,826","32,028","4,224","14,734",0,0,"1,690","13,000","56,367","-43,366",n.a.,n.a.,"162,879",-26.60%,"-4,447",179,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.87824,0.84696,141
Australia,1981,246,"7,371","7,524","31,823","3,775","18,686",0,0,"1,671","13,216","57,880","-44,664",n.a.,n.a.,"188,357",-23.70%,"-8,581",204,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.87021,0.8866,142
Australia,1982,568,"5,899","8,003","27,773","3,792","28,146",0,0,"6,371","18,735","61,818","-43,083",n.a.,n.a.,"186,997",-23.00%,"-8,512",203,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.98586,1.01978,143
Australia,1983,954,"9,317","7,634","35,674","3,764","31,928",0,0,"8,962","21,314","76,918","-55,605",n.a.,n.a.,"179,428",-31.00%,"-6,330",332,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1.11001,1.10865,144
Australia,1984,"1,245","7,092","8,267","28,847","5,016","39,733",0,0,"7,441","21,970","75,672","-53,702",n.a.,n.a.,"197,081",-27.20%,"-8,860",335,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1.13952,1.20802,145
Australia,1985,"2,699","8,488","11,046","29,648","6,465","49,662",0,0,"5,768","25,978","87,797","-61,820",n.a.,n.a.,"174,336",-35.50%,"-9,172",538,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1.43189,1.46864,146
Australia,1986,"5,762","12,167","16,155","35,798","7,526","65,161",0,0,"7,246","36,690","113,126","-76,435",n.a.,n.a.,"181,427",-42.10%,"-9,807",627,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1.49597,1.50421,147
Australia,1987,"6,500","15,386","25,382","47,866","11,004","81,086",0,0,"8,744","51,630","144,338","-92,708",n.a.,n.a.,"213,040",-43.50%,"-7,966",944,n.a.,"9,063",n.a.,"72,023",n.a.,n.a.,1.42818,1.38408,148
Australia,1988,"10,322","17,764","35,286","68,672","16,995","109,275",0,0,"13,598","76,201","195,711","-119,510","-116,193",n.a.,"271,033",-44.10%,"-11,726","1,838","1,927","72,410","15,068","36,864",n.a.,n.a.,1.27991,1.16891,149
Australia,1989,"13,828","17,634","36,004","76,912","18,192","120,631",0,0,"13,780","81,804","215,177","-133,373","-130,120",n.a.,"307,540",-43.40%,"-18,340",-193,"1,741","79,230","16,452","41,400",n.a.,n.a.,1.2646,1.26151,150
Australia,1990,"12,391","19,673","37,505","80,364","21,097","132,384",0,0,"16,265","87,258","232,421","-145,163","-142,103",n.a.,"323,798",-44.80%,"-15,532",-172,"2,628","86,600","18,469","45,783",n.a.,n.a.,1.28106,1.29316,151
Australia,1991,"16,427","21,983","35,630","81,539","22,935","142,171",0,0,"16,535","91,527","245,693","-154,166","-151,363",n.a.,"324,438",-47.50%,"-10,586",-162,"4,998","98,111","17,937","44,060",n.a.,n.a.,1.28376,1.31614,152
Australia,1992,"17,209","18,967","38,615","79,666","23,270","139,878",0,0,"11,208","90,302","238,511","-148,209","-145,568",n.a.,"317,597",-46.70%,"-10,313",-180,"7,067","95,304","16,203","44,574",n.a.,n.a.,1.36165,1.45222,153
Australia,1993,"21,524","35,939","45,425","87,643","26,139","146,609",0,0,"11,102","104,189","270,191","-166,002","-162,916",n.a.,"308,840",-53.80%,"-9,290",-205,"8,819","101,919","17,320","44,690",n.a.,n.a.,1.47056,1.47689,154
Australia,1994,"22,662","46,571","53,794","101,344","28,053","161,326","8,924","7,564","11,285","124,719","316,805","-192,086","-189,065",n.a.,"352,963",-54.40%,"-15,863",-234,"6,837","115,780","21,217","45,545",n.a.,n.a.,1.36775,1.28733,155
Australia,1995,"27,175","51,342","60,484","111,310","33,098","173,734","7,679","7,250","11,896","140,333","343,636","-203,304","-200,250",n.a.,"379,248",-53.60%,"-18,571",-300,"8,629","129,908","24,469","43,826",n.a.,n.a.,1.34903,1.34228,156
Australia,1996,"31,682","61,154","73,384","122,702","41,646","203,957","6,733","8,275","14,485","167,929","396,088","-228,159","-225,241",n.a.,"425,289",-53.60%,"-14,305",-259,"10,515","157,773","31,131","46,183",n.a.,n.a.,1.27786,1.25549,157
Australia,1997,"33,076","60,327","77,802","106,451","46,181","190,627","8,058","9,884","16,845","181,963","367,290","-185,327","-185,073",n.a.,"426,061",-43.50%,"-11,809",-216,"9,512","142,876","36,669","47,751",n.a.,n.a.,1.34738,1.5321,158
Australia,1998,"36,782","73,020","86,399","113,102","48,066","193,362","9,282","9,862","14,641","195,169","389,346","-194,177","-193,443",n.a.,"380,489",-51.00%,"-17,598",-205,"12,008","135,633","36,058","57,729",n.a.,n.a.,1.59183,1.62893,159
Australia,1999,"57,209","100,805","99,104","127,144","56,234","221,766","10,775","12,568","21,212","244,533","462,283","-217,750","-217,010",n.a.,"412,047",-52.80%,"-21,553",-238,"15,814","153,955","40,420","67,811",n.a.,n.a.,1.54995,1.52952,160
Australia,2000,"59,195","84,947","95,978","118,858","58,248","223,342","12,738","13,335","18,118","244,278","440,482","-196,204","-195,507",n.a.,"399,604",-49.10%,"-15,228",-316,"16,975","156,957","41,274","66,385",n.a.,n.a.,1.72483,1.80505,161
Australia,2001,"60,058","89,130","122,264","121,925","58,008","223,770","14,973","13,069","17,955","273,258","447,894","-174,636","-173,929",n.a.,"376,654",-46.40%,"-7,751",-212,"19,786","157,969","38,222","65,801",n.a.,n.a.,1.93344,1.95848,162
Australia,2002,"65,501","87,368","128,912","150,335","72,792","270,162","19,848","21,047","20,689","307,741","528,912","-221,171","-220,300",n.a.,"423,686",-52.20%,"-15,732",-225,"26,696","186,009","46,096","84,153",n.a.,n.a.,1.84056,1.76616,163
Australia,2003,"92,943","138,978","183,950","213,911","99,926","375,741","33,460","36,830","32,189","442,468","765,459","-322,991","-321,930",n.a.,"539,172",-59.90%,"-28,809",-155,"37,369","262,757","62,558","112,985",n.a.,n.a.,1.54191,1.33333,164
Australia,2004,"114,631","146,733","229,204","284,952","127,040","450,013","38,256","37,308","35,803","544,934","919,007","-374,073","-372,956",n.a.,"654,980",-57.10%,"-39,943",-170,"53,376","336,516","73,664","113,497",n.a.,n.a.,1.35975,1.2837,165
Australia,2005,"135,364","178,806","208,901","242,166","138,969","486,595","25,596","26,236","41,941","550,771","933,803","-383,032","-381,717",n.a.,"730,747",-52.40%,"-41,729",-126,"63,102","362,264","75,868","124,331",n.a.,n.a.,1.30947,1.36295,166
Australia,2006,"185,432","248,052","266,963","296,565","193,725","614,643","38,955","41,698","53,448","738,524","1,200,958","-462,434","-460,802",n.a.,"777,942",-59.40%,"-41,379",248,"93,377","475,245","100,348","139,398",n.a.,n.a.,1.32797,1.26374,167
Australia,2007,"263,672","320,834","339,618","386,252","255,587","743,210","70,858","67,000","24,768","954,504","1,517,295","-562,791","-560,653",n.a.,"945,381",-59.50%,"-59,091",-184,"132,133","552,009","123,454","191,201",n.a.,n.a.,1.19507,1.1343,168
Australia,2008,"157,578","169,865","240,616","306,175","245,009","694,908","86,949","80,801","30,691","760,842","1,251,748","-490,905","-488,669",n.a.,"1,051,255",-46.70%,"-46,945",-334,"98,342","477,142","146,666","217,765",n.a.,n.a.,1.19218,1.44342,169
Australia,2009,"238,680","331,863","343,654","428,553","344,436","911,268","80,771","70,773","38,950","1,046,491","1,742,456","-695,965","-693,194",n.a.,"993,240",-70.10%,"-44,212",-313,"146,833","658,233","197,602","253,034",n.a.,n.a.,1.28219,1.11495,170
Australia,2010,"280,057","389,982","413,643","515,949","407,591","1,026,315","101,282","102,392","38,659","1,241,233","2,034,638","-793,405","-789,795",n.a.,"1,247,113",-63.60%,"-35,667",-393,"181,929","783,257","225,662","243,057",n.a.,n.a.,1.09016,0.98396,171
Australia,2011,"284,090","314,701","378,558","551,933","433,877","1,127,583","101,570","95,293","42,783","1,240,878","2,089,509","-848,632","-844,611",n.a.,"1,490,521",-56.90%,"-33,141",-830,"181,789","869,650","252,087","257,933",n.a.,n.a.,0.96946,0.98464,172
Austria,1970,152,12,74,904,"1,444","2,888",0,0,"1,044","2,713","3,804","-1,091",n.a.,n.a.,"14,945",-7.30%,-78,-1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,26,25.88,174
Austria,1971,205,16,110,"1,047","1,859","3,542",0,0,"1,547","3,720","4,605",-885,n.a.,n.a.,"17,542",-5.00%,-73,2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,24.98558,23.71,175
Austria,1972,251,27,148,"1,192","2,549","4,446",0,0,"1,927","4,874","5,666",-792,n.a.,n.a.,"21,646",-3.70%,-63,-2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,23.11533,23.14,176
Austria,1973,246,33,186,"1,352","4,097","5,828",0,0,"1,992","6,521","7,213",-692,n.a.,n.a.,"29,154",-2.40%,-238,4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,19.58,19.85,177
Austria,1974,225,35,240,"1,709","5,251","7,742",0,0,"2,535","8,251","9,486","-1,236",n.a.,n.a.,"34,572",-3.60%,-230,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,18.6925,17.13,178
Austria,1975,296,38,302,"1,811","6,194","9,535",0,0,"3,583","10,374","11,384","-1,010",n.a.,n.a.,"39,387",-2.60%,-744,6,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,17.41675,18.51,179
Austria,1976,341,45,338,"1,994","10,560","14,435",0,0,"3,560","14,800","16,475","-1,675",n.a.,n.a.,"42,170",-4.00%,"-1,429",6,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,17.93967,16.7675,180
Austria,1977,334,43,468,"2,377","13,626","19,588",0,0,"3,351","17,779","22,009","-4,230",n.a.,n.a.,"50,634",-8.40%,"-2,801",1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,16.52692,15.135,181
Austria,1978,379,53,620,"2,894","18,021","26,259",0,0,"5,047","24,067","29,206","-5,139",n.a.,n.a.,"60,881",-8.40%,"-1,490",-4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,14.52167,13.3675,182
Austria,1979,395,45,547,"3,270","24,789","33,280",0,0,"4,075","29,807","36,594","-6,788",n.a.,n.a.,"72,163",-9.40%,"-1,954",-1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,13.3675,12.431,183
Austria,1980,477,47,530,"3,163","27,232","40,455",0,0,"5,280","33,519","43,664","-10,145","-7,309",n.a.,"80,106",-12.70%,"-3,865",-22,"1,415","7,598","25,817","32,857",n.a.,n.a.,12.938,13.809,184
Austria,1981,368,39,634,"2,898","27,546","42,475",0,0,"5,285","33,833","45,412","-11,578","-9,114",n.a.,"69,413",-16.70%,"-3,042",-7,"1,250","9,216","26,297","33,258",n.a.,n.a.,15.92683,15.885,185
Austria,1982,321,43,676,"2,965","29,441","39,609",0,0,"5,300","35,739","42,617","-6,879","-4,531",n.a.,"69,402",-9.90%,703,-20,"1,297","10,360","28,145","29,250",n.a.,n.a.,17.05925,16.687,186
Austria,1983,327,43,756,"2,755","29,937","33,427",0,0,"4,515","35,535","36,225",-690,"1,328",n.a.,"70,315",-1.00%,276,2,"1,273","9,988","28,664","23,439",n.a.,n.a.,17.96333,19.341,187
Austria,1984,407,40,716,"2,512","30,485","38,899",0,0,"4,244","35,853","41,451","-5,598","-3,805",n.a.,"66,330",-8.40%,-178,-2,"1,651","10,191","28,834","28,708",n.a.,n.a.,20.00908,22.05,188
Austria,1985,602,174,"1,343","3,762","44,068","54,578",0,0,"4,767","50,780","58,513","-7,733",-745,n.a.,"67,931",-11.40%,-158,-17,"3,287","14,751","40,781","39,826",n.a.,n.a.,20.6895,17.28,189
Austria,1986,985,233,"1,430","5,222","56,244","69,227",0,0,"6,162","64,820","74,683","-9,863","-1,590",n.a.,"96,391",-10.20%,204,-3,"4,420","20,503","51,823","48,724",n.a.,n.a.,15.26713,13.71,190
Austria,1987,"1,502",293,"1,547","6,960","69,804","86,613",0,0,"7,532","80,385","93,867","-13,481","-3,240",n.a.,"120,541",-11.20%,-263,-7,"6,409","26,320","63,396","60,293",n.a.,n.a.,12.6425,11.25,191
Austria,1988,"1,894",517,"1,616","7,107","65,563","82,109",0,0,"7,368","76,441","89,733","-13,292","-4,548",n.a.,"132,223",-10.10%,-242,-5,"6,765","27,688","58,798","54,421",n.a.,n.a.,12.34767,12.565,192
Austria,1989,"2,607","1,244","3,267","8,261","71,773","88,853",0,0,"8,598","86,245","98,358","-12,113","-3,700",n.a.,"131,887",-9.20%,248,-12,"8,354","32,078","63,419","56,775",n.a.,n.a.,13.23067,11.815,193
Austria,1990,"3,362","1,976","4,739","10,237","83,095","102,754",0,0,"9,376","100,572","114,967","-14,394","-6,870",n.a.,"165,165",-8.70%,"1,166",8,"10,499","39,562","72,595","63,192",n.a.,n.a.,11.36983,10.677,194
Austria,1991,"3,499","2,545","6,502","11,058","84,030","109,739",0,0,"10,332","104,363","123,342","-18,979","-11,429",n.a.,"172,621",-11.00%,61,55,"10,993","45,486","73,038","64,253",n.a.,n.a.,11.67592,10.689,195
Austria,1992,"3,435","2,633","6,817","11,221","88,128","114,101",0,0,"12,383","110,762","127,955","-17,193","-10,476",n.a.,"193,493",-8.90%,-753,-50,"13,431","53,180","74,696","60,921",n.a.,n.a.,10.98933,11.354,196
Austria,1993,"3,722","3,591","8,112","11,398","88,487","118,612",74,0,"14,610","115,006","133,600","-18,594","-11,510",n.a.,"188,525",-9.90%,"-1,013",-448,"13,374","58,305","75,113","60,306",n.a.,n.a.,11.63218,12.143,197
Austria,1994,"4,941","5,379","9,390","13,246","99,772","136,795",109,119,"16,822","131,035","155,538","-24,503","-17,583",n.a.,"201,890",-12.10%,"-2,992",-68,"17,732","64,090","82,040","72,705",n.a.,n.a.,11.42182,10.969,198
Austria,1995,"5,868","6,989","11,707","17,536","116,574","165,137",169,129,"18,730","153,048","189,790","-36,742","-29,579",n.a.,"238,798",-15.40%,"-7,014",-276,"21,521","82,484","95,054","82,653",n.a.,n.a.,10.0815,10.088,199
Austria,1996,"6,454","9,056","11,868","18,258","116,578","161,840",219,110,"22,865","157,984","189,264","-31,280","-27,479",n.a.,"234,767",-13.30%,"-6,704",-98,"26,849","78,620","89,730","83,221",n.a.,n.a.,10.58656,10.954,200
Austria,1997,"11,502","15,662","15,159","19,694","117,402","163,550",201,12,"19,736","164,000","198,918","-34,918","-32,784",n.a.,"208,075",-16.80%,"-5,099",-121,"32,549","81,430","84,853","82,121",n.a.,n.a.,12.20424,12.633,201
Austria,1998,"17,225","15,623","18,726","23,837","132,482","197,087",0,0,"22,432","190,865","236,547","-45,682","-41,691",n.a.,"213,620",-21.40%,"-3,513",-346,"41,522","106,052","90,959","91,036",n.a.,n.a.,12.37907,11.747,202
Austria,1999,"28,936","14,745","20,458","23,991","157,599","224,257",0,0,"15,120","222,113","262,994","-40,881","-37,070",n.a.,"212,580",-19.20%,"-3,491",-268,"64,363","124,309","93,236","99,949",n.a.,n.a.,13.01388,13.64305,203
Austria,2000,"42,698","19,569","26,262","31,280","174,967","248,185",0,0,"14,319","258,246","299,033","-40,788","-37,480",n.a.,"192,634",-21.20%,"-1,339",-432,"72,982","141,512","101,985","106,672",n.a.,n.a.,15.04887,14.72951,204
Austria,2001,"31,190","14,920","29,934","35,164","191,174","265,122",0,0,"12,509","264,807","315,205","-50,398","-47,297",n.a.,"191,843",-26.30%,"-1,512",-528,"81,268","156,473","109,906","108,648",n.a.,n.a.,15.49405,15.55181,205
Austria,2002,"30,047","17,235","44,076","44,618","247,000","318,910",0,0,"9,683","330,807","380,764","-49,957","-46,459",n.a.,"208,272",-24.00%,"5,464",-379,"122,437","201,038","124,564","117,872",n.a.,n.a.,14.73207,13.06934,206
Austria,2003,"44,150","26,471","58,295","56,530","327,261","400,077",0,0,"8,470","438,176","483,077","-44,901","-40,643",n.a.,"254,432",-17.60%,"4,186",8,"162,885","255,201","164,376","144,877",n.a.,n.a.,12.28469,10.85179,207
Austria,2004,"54,935","45,181","73,276","74,500","409,582","485,396",0,0,"7,858","545,651","605,078","-59,426","-55,096",n.a.,"291,813",-20.40%,"6,074",-342,"209,603","302,947","199,979","182,450",n.a.,n.a.,11.16622,10.06227,208
Austria,2005,"63,611","59,236","146,925","154,666","428,662","499,957",0,0,"6,839","646,037","713,859","-67,822","-62,829",n.a.,"305,513",-22.20%,"6,245",-237,"220,618","291,369","208,044","208,587",n.a.,n.a.,11.14896,11.61805,209
Austria,2006,"87,890","92,957","184,116","192,199","563,990","633,599","4,632","4,651","7,010","847,638","923,406","-75,768","-69,867",n.a.,"325,256",-23.30%,"9,042","-1,010","264,511","354,351","299,479","279,248",n.a.,n.a.,11.0522,10.40684,210
Austria,2007,"100,308","105,127","270,722","283,953","689,820","762,258","9,969","11,110","10,689","1,081,507","1,162,449","-80,942","-73,411",n.a.,"375,581",-21.60%,"13,189",274,"304,116","430,113","385,704","332,145",n.a.,n.a.,10.13014,9.31038,211
Austria,2008,"54,174","46,805","273,606","269,014","680,512","780,574","19,775","14,952","8,912","1,036,980","1,111,345","-74,365","-66,577",n.a.,"416,119",-17.90%,"20,127",-70,"266,593","449,941","413,919","330,632",n.a.,n.a.,9.46515,9.84825,212
Austria,2009,"74,252","60,309","290,350","298,611","704,484","768,591","16,344","10,398","8,114","1,093,543","1,137,909","-44,365","-34,429",n.a.,"384,622",-11.50%,"10,291",161,"283,896","458,726","420,588","309,865",n.a.,n.a.,9.98048,9.51396,213
Austria,2010,"86,393","62,715","275,220","258,245","633,535","726,310","14,541","10,966","9,589","1,019,278","1,058,236","-38,958","-26,264",n.a.,"380,018",-10.30%,"13,149",277,"266,668","442,492","366,867","283,818",n.a.,n.a.,10.46855,10.25731,214
Austria,2011,"73,067","47,374","303,244","253,448","631,641","740,477","15,945","12,279","10,999","1,034,894","1,053,578","-18,684","-4,522",n.a.,"418,414",-4.50%,"5,519",-530,"243,810","442,814","387,831","297,663",n.a.,n.a.,9.97372,10.59264,215
Belgium,1970,372,54,"1,201","1,130","7,709","7,760",0,0,"1,377","10,659","8,944","1,715",n.a.,n.a.,"25,646",6.70%,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,50,49.675,303
Belgium,1971,470,111,"1,515","1,766","9,731","8,982",0,0,"1,797","13,512","10,860","2,653",n.a.,n.a.,"28,661",9.30%,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,49.05698,44.755,304
Belgium,1972,599,155,"1,610","2,027","12,402","10,678",0,0,"2,232","16,843","12,860","3,983",n.a.,n.a.,"35,732",11.10%,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,44.01458,44.0625,305
Belgium,1973,819,201,"1,994","2,649","16,959","15,122",0,0,"3,319","23,091","17,972","5,119",n.a.,n.a.,"46,012",11.10%,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,38.9765,41.32,306
Belgium,1974,"1,154",194,"2,920","3,784","23,909","21,284",0,0,"3,538","31,521","25,262","6,259",n.a.,n.a.,"53,895",11.60%,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,38.9515,36.1225,307
Belgium,1975,"1,183",196,"2,864","4,061","24,499","22,124",0,0,"4,069","32,614","26,380","6,234",n.a.,n.a.,"63,248",9.90%,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,36.77892,39.5275,308
Belgium,1976,"1,477",223,"3,482","5,429","30,589","26,794",0,0,"3,491","39,038","32,445","6,593",n.a.,n.a.,"68,342",9.60%,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,38.60517,35.9825,309
Belgium,1977,"1,901",311,"4,327","6,990","39,380","35,967",0,0,"3,956","49,564","43,268","6,296",n.a.,n.a.,"79,589",7.90%,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,35.84275,32.94,310
Belgium,1978,"2,590",389,"5,685","9,534","53,645","50,410",0,0,"3,966","65,885","60,333","5,552",n.a.,n.a.,"97,380",5.70%,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,31.49208,28.8,311
Belgium,1979,"3,202",428,"7,094","10,862","66,335","65,875",0,0,"5,443","82,075","77,165","4,910",n.a.,n.a.,"111,750",4.40%,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,29.31867,28.048,312
Belgium,1980,"3,849",368,"6,819","10,793","79,740","82,788",0,0,"7,823","98,231","93,949","4,282",n.a.,n.a.,"121,975",3.50%,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,29.24167,31.523,313
Belgium,1981,"4,290",312,"6,292","10,088","88,872","95,944",0,0,"4,952","104,406","106,344","-1,938","12,807",n.a.,"101,000",-1.90%,n.a.,n.a.,"9,360","9,672","79,511","86,271",n.a.,n.a.,37.12925,38.46,314
Belgium,1982,"2,920",405,"5,499","11,125","90,153","97,251",0,0,"3,927","102,499","108,781","-6,282","10,097",n.a.,"88,864",-7.10%,n.a.,n.a.,"9,740","12,425","80,413","84,825",n.a.,n.a.,45.69058,46.92,315
Belgium,1983,"4,170",449,"6,111","12,311","89,845","99,101",0,0,"4,714","104,839","111,862","-7,023","6,904",n.a.,"84,002",-8.40%,n.a.,n.a.,"12,329","13,210","77,516","85,891",n.a.,n.a.,51.13167,55.64,316
Belgium,1984,"4,090",380,"6,072","12,032","96,354","107,261",0,0,"4,564","111,080","119,673","-8,594","2,906",n.a.,"80,248",-10.70%,n.a.,n.a.,"15,013","14,442","81,341","92,819",n.a.,n.a.,57.78392,63.08,317
Belgium,1985,"6,652",814,"9,551","18,447","126,052","138,642",0,0,"4,849","147,104","157,903","-10,799","1,197",n.a.,"83,439",-12.90%,n.a.,n.a.,"22,756","18,805","103,296","119,837",n.a.,n.a.,59.378,50.36,318
Belgium,1986,"11,383","2,054","15,194","27,394","166,741","181,638",0,0,"5,538","198,856","211,086","-12,230","1,898",n.a.,"115,638",-10.60%,n.a.,n.a.,"33,210","26,429","133,531","155,209",n.a.,n.a.,44.67192,40.41,319
Belgium,1987,"13,212","2,805","19,606","30,646","217,118","237,448",0,0,"9,620","259,556","270,900","-11,344","6,144",n.a.,"143,641",-7.90%,n.a.,n.a.,"44,944","36,800","172,174","200,649",n.a.,n.a.,37.33408,33.1525,320
Belgium,1988,"19,708","3,749","24,903","39,309","214,031","235,480",0,0,"9,333","267,975","278,538","-10,563","4,186",n.a.,"156,172",-6.80%,n.a.,n.a.,"50,422","40,434","163,610","195,046",n.a.,n.a.,36.76833,37.345,321
Belgium,1989,"27,629","4,754","34,676","52,824","246,253","270,805",0,0,"10,766","319,323","328,384","-9,061","3,970",n.a.,"157,871",-5.70%,n.a.,n.a.,"59,256","48,406","186,997","222,399",n.a.,n.a.,39.404,35.76,322
Belgium,1990,"33,858","5,616","40,636","58,388","302,267","327,959",0,0,"12,151","388,913","391,963","-3,051","9,680",n.a.,"197,713",-1.50%,n.a.,n.a.,"72,493","58,420","229,775","269,539",n.a.,n.a.,33.41792,30.9825,323
Belgium,1991,"38,727","5,980","48,385","70,163","315,382","332,683",0,0,"12,180","414,675","408,826","5,848","17,901",n.a.,"202,870",2.90%,n.a.,n.a.,"77,838","72,306","237,544","260,377",n.a.,n.a.,34.14825,31.27,324
Belgium,1992,"42,616","5,937","55,636","75,678","318,867","335,051",0,0,"13,801","430,920","416,667","14,254","23,279",n.a.,"225,948",6.30%,n.a.,n.a.,"81,525","74,593","237,342","260,458",n.a.,n.a.,32.1495,33.18,325
Belgium,1993,"59,319","8,253","62,642","94,295","324,619","335,143",0,0,"11,415","457,995","437,690","20,304","31,403",n.a.,"216,058",9.40%,n.a.,n.a.,"86,375","85,350","238,244","249,792",n.a.,n.a.,34.59652,36.11,326
Belgium,1994,"59,804","9,737","69,541","105,881","380,652","379,992",0,0,"13,876","523,872","495,611","28,262","37,867",n.a.,"235,718",12.00%,n.a.,n.a.,"101,453","94,071","279,199","285,921",n.a.,n.a.,33.4565,31.8375,327
Belgium,1995,"63,767","10,012","80,690","112,960","433,461","430,561",653,568,"16,177","594,747","554,101","40,646","47,951",n.a.,"284,790",14.30%,"11,806",n.a.,"126,806","96,713","306,655","333,849",n.a.,n.a.,29.48002,29.415,328
Belgium,1996,"64,571","11,173","87,311","123,883","433,145","406,478","1,362",940,"16,953","603,342","542,475","60,867","66,964",n.a.,"275,885",22.10%,"11,543",n.a.,"130,308","86,324","302,837","320,154",n.a.,n.a.,30.96151,32.005,329
Belgium,1997,"64,661","12,099","94,734","128,728","425,555","386,171","1,869","1,268","16,190","603,009","528,266","74,743","79,935",n.a.,"250,078",29.90%,"12,080",n.a.,"135,081","77,324","290,473","308,847",n.a.,n.a.,35.77389,36.92,330
Belgium,1998,"94,142","17,843","134,982","180,492","450,962","403,774","2,383","1,909","18,272","700,741","604,018","96,723","98,954",n.a.,"255,942",37.80%,"10,542",n.a.,"155,918","73,412","295,043","330,362",n.a.,n.a.,36.29864,34.5745,331
