Country,Year,porteqassets,porteqliab,fdiassets,fdiliab,debtassets,debtliab,finderassets,finderliab,reservesmingold,totassets,totliab,nfa,offiip, nfaalt , gdpdollar , nfa_gdp , ca , capacc , portdebtassets , portdebtliab , otherinvassets , otherinvliab , otherfdiassets , otherfdiliab , fxave , fxeop ,1
Finland,2004,"53,282","102,974","85,022","57,379","179,333","192,195","38,806","37,544","12,222","368,664","390,093","-21,429","-20,738",n.a.,"189,313",-11.30%,"12,542",188,"93,062","118,846","86,270","73,349",n.a.,n.a.,4.82048,4.36514,1240
Finland,2005,"64,511","119,952","81,860","54,802","170,367","182,625","34,927","34,019","10,521","362,187","391,398","-29,211","-28,402",n.a.,"196,118",-14.90%,"7,788",324,"89,828","110,379","80,539","72,245",n.a.,n.a.,4.81303,5.04006,1241
Finland,2006,"96,258","154,813","96,208","70,569","221,463","227,218","36,687","35,644","6,494","457,111","488,243","-31,133","-30,129",n.a.,"208,143",-15.00%,"11,563",212,"117,679","134,677","103,784","92,541",n.a.,n.a.,4.77126,4.51462,1242
Finland,2007,"122,330","229,908","116,531","91,703","263,066","264,880","53,394","51,096","7,063","562,384","637,587","-75,203","-73,882",n.a.,"246,481",-30.50%,"13,292",210,"133,691","149,727","129,374","115,153",n.a.,n.a.,4.3732,4.03896,1243
Finland,2008,"61,676","96,964","114,139","83,534","257,796","280,030","129,755","129,390","6,979","570,346","589,918","-19,572","-18,209",n.a.,"273,253",-7.20%,"8,941",272,"118,193","142,855","139,604","137,175",n.a.,n.a.,4.08612,4.2723,1244
Finland,2009,"101,299","104,052","129,184","84,713","304,499","354,890","116,824","113,675","9,711","661,517","657,330","4,186","5,926",n.a.,"240,004",1.70%,"6,681",227,"150,590","180,241","153,909","174,649",n.a.,n.a.,4.30859,4.12728,1245
Finland,2010,"129,346","97,396","137,663","86,698","338,471","398,814","144,757","138,005","7,327","757,564","720,914","36,651","38,885",n.a.,"237,243",15.40%,"5,901",234,"154,760","187,329","183,711","211,485",n.a.,n.a.,4.51929,4.44975,1246
Finland,2011,"111,479","66,878","133,657","88,862","407,047","480,314","238,756","228,672","7,857","898,796","864,726","34,070","36,552",n.a.,"263,656",12.90%,"-1,781",264,"158,398","203,359","248,648","276,955",n.a.,n.a.,4.30567,4.59522,1247
France,1970,"2,862",378,"105,444","1,762","15,196","20,099",0,0,"1,428","124,930","22,238","102,692",n.a.,"7,211","148,397",69.20%,-166,n.a.,502,"2,295","14,694","17,804","10,121","1,920",5.55419,5.55419,1249
France,1971,"3,642",553,"113,664","2,222","20,246","26,307",0,0,"4,428","141,980","29,082","112,898",n.a.,"9,149","165,769",68.10%,176,n.a.,644,"3,360","19,602","22,948","10,518","2,825",5.5406,5.11572,1250
France,1972,"4,786",902,"125,002","3,316","26,573","33,615",0,0,"6,189","162,550","37,833","124,717",n.a.,"10,323","203,441",61.30%,-107,n.a.,"1,188","5,478","25,385","28,137","11,114","3,822",5.04454,5.11572,1251
France,1973,"4,067",949,"114,328","4,210","45,497","45,031",0,0,"4,268","168,159","50,191","117,969",n.a.,"14,282","264,471",44.60%,"1,442",n.a.,"1,857","5,766","43,640","39,265","12,048","5,617",4.45278,4.7085,1252
France,1974,"3,182",957,"98,418","4,699","48,773","49,633",0,0,"4,526","154,899","55,289","99,611",n.a.,"10,126","281,590",35.40%,"-3,860",n.a.,"2,051","5,810","46,723","38,176","12,828","8,593",4.80962,4.4445,1253
France,1975,"4,538","1,712","112,649","8,039","54,800","58,694",0,0,"8,457","180,444","68,445","111,999",n.a.,"10,779","356,012",31.50%,"2,740",0,"2,047","10,397","52,752","44,128","14,163","10,773",4.2878,4.4855,1254
France,1976,"5,500","1,431","118,456","6,894","68,816","73,050",0,0,"5,620","198,393","81,375","117,018",n.a.,"9,788","368,373",31.80%,"-3,356",0,"2,217","15,845","66,600","57,205","15,805","11,472",4.80288,4.96975,1255
France,1977,"5,311","1,521","116,997","8,823","91,912","95,033",0,0,"5,872","220,093","105,376","114,716",n.a.,"8,493","406,162",28.20%,-405,0,"2,868","19,684","89,045","75,349","16,804","14,853",4.90517,4.705,1256
France,1978,"6,085","2,601","124,414","17,451","124,742","119,688",0,0,"9,278","264,518","139,741","124,778",n.a.,"16,447","503,167",24.80%,"7,064",0,"4,135","22,229","120,606","97,459","18,695","20,064",4.5131,4.18,1257
France,1979,"6,847","3,206","128,901","24,227","157,833","147,627",0,0,"17,579","311,161","175,060","136,101",n.a.,"28,129","606,021",22.50%,"5,142",0,"5,815","22,989","152,019","124,372","20,678","23,975",4.25442,4.02,1258
France,1980,"9,423","3,172","142,729","25,379","177,811","186,665",0,0,"27,340","357,303","215,216","142,088",n.a.,"23,092","691,253",20.60%,"-4,208",0,"6,414","29,474","171,398","157,191","24,281","25,927",4.22557,4.516,1259
France,1981,"10,141","2,188","137,078","18,866","168,317","197,733",0,0,"22,262","337,798","218,787","119,011",n.a.,"1,232","608,535",19.60%,"-4,811",0,"6,084","31,189","162,233","166,544","28,830","28,397",5.43461,5.748,1260
France,1982,"10,576","2,419","141,069","18,543","167,603","212,604",0,0,"16,531","335,779","233,566","102,213",n.a.,"-18,617","577,691",17.70%,"-12,082",0,"5,458","37,723","158,590","174,882","31,678","29,982",6.5721,6.725,1261
France,1983,"12,864","3,521","154,159","25,698","163,397","223,273",0,0,"19,851","350,272","252,492","97,780",n.a.,"-28,998","552,891",17.70%,"-5,166",0,"6,063","44,748","152,410","178,525","33,391","31,708",7.62129,8.3475,1262
France,1984,"12,938","3,787","155,522","28,523","165,441","222,761",0,0,"20,940","354,840","255,071","99,768",n.a.,"-25,825","523,281",19.10%,-876,0,"5,951","52,002","154,380","167,767","35,511","34,106",8.7391,9.592,1263
France,1985,"16,933","9,597","184,311","54,589","191,922","247,725",0,0,"26,589","419,755","311,911","107,844",n.a.,"-20,825","547,856",19.70%,-35,0,"10,304","58,954","178,150","181,998","37,753","36,701",8.98522,7.561,1264
France,1986,"24,839","21,806","220,349","99,892","228,460","279,620",0,0,"31,454","505,102","401,318","103,783",n.a.,"-13,139","759,844",13.70%,"2,430",0,"16,882","62,597","206,310","204,026","42,984","39,450",6.92609,6.455,1265
France,1987,"30,237","21,269","236,148","89,027","304,185","363,456",0,0,"33,049","603,620","473,752","129,867",n.a.,"-9,638","918,858",14.10%,"-4,446",0,"21,840","67,895","278,860","272,670","51,685","44,069",6.01071,5.34,1266
France,1988,"37,913","30,987","261,182","131,167","313,248","358,226",0,0,"25,364","637,708","520,380","117,328",n.a.,"-12,500","1,003,207",11.70%,"-4,619",-186,"22,844","78,094","289,400","280,132","51,461","51,273",5.95694,6.059,1267
France,1989,"45,230","50,290","280,972","188,859","408,020","450,694",0,0,"24,611","758,833","689,843","68,990","25,960","-8,534","1,007,942",6.80%,"-4,671",-211,"28,420","103,140","379,600","347,554","75,413","60,825",6.38014,5.788,1268
France,1990,"40,200","54,830","254,796","171,715","517,300","618,239",0,0,"36,778","849,074","844,784","4,290","-21,684","-55,511","1,247,377",0.30%,"-9,944","-4,133","40,850","160,440","476,450","457,799","110,125","86,845",5.44528,5.129,1269
France,1991,"44,420","71,180","276,353","215,486","517,320","645,214",0,0,"31,284","869,377","931,881","-62,503","-58,941","-91,397","1,249,673",-5.00%,"-6,518",-27,"47,080","189,670","470,240","455,544","129,900","97,926",5.64212,5.18,1270
France,1992,"43,230","72,530","267,094","238,820","584,870","687,672",0,0,"27,028","922,222","999,022","-76,800","-46,147","-76,628","1,375,852",-5.60%,"3,893",661,"54,490","219,660","530,380","468,012","156,329","127,883",5.29382,5.5065,1271
France,1993,"51,970","103,820","296,628","307,161","661,610","750,703",0,0,"22,649","1,032,857","1,161,684","-128,827","75,579","-94,622","1,298,358",-9.90%,"8,990",27,"78,510","263,170","583,100","487,533","158,750","135,078",5.66323,5.8955,1272
France,1994,"53,745","102,207","300,860","301,833","764,905","802,969","24,785","20,239","26,257","1,170,552","1,227,248","-56,696","-24,997","-36,844","1,370,650",-4.10%,"7,415","-4,179","131,175","264,452","633,730","538,517","182,327","163,447",5.55205,5.346,1273
France,1995,"58,363","120,755","374,959","341,102","859,827","923,551","31,327","32,939","26,853","1,351,329","1,418,347","-67,018","-35,262","-84,395","1,573,102",-4.30%,"10,840",507,"145,253","335,857","714,573","587,694","204,418","187,938",4.99148,4.9,1274
France,1996,"73,550","155,318","482,738","359,211","834,073","885,698","34,709","38,323","26,796","1,451,866","1,438,551","13,315","43,824","-79,345","1,573,118",0.80%,"20,561","1,235","174,596","304,772","659,477","580,926","231,095","200,228",5.11552,5.237,1275
France,1997,"99,127","208,580","598,654","399,726","902,325","889,531","42,618","45,240","30,927","1,673,651","1,543,077","130,573","155,296","-28,516","1,423,077",9.20%,"37,801","1,479","241,088","309,464","661,236","580,067","237,272","197,433",5.83669,5.9881,1276
France,1998,"143,040","300,439","747,301","548,621","1,016,149","989,751","76,071","81,089","44,312","2,026,873","1,919,900","106,973","132,754","-49,852","1,470,896",7.30%,"37,699","1,466","345,958","371,013","670,191","618,739","288,071","246,215",5.89952,5.6221,1277
France,1999,"190,670","482,208","806,593","597,235","1,037,350","1,018,263","110,004","105,081","39,701","2,184,318","2,202,786","-18,468","9,884","-138,398","1,458,336",-1.30%,"45,865","1,401","399,529","383,355","637,821","634,907","334,097","244,668",6.20205,6.52955,1278
France,2000,"210,060","502,116","925,922","390,950","1,057,932","1,113,148","94,976","98,233","37,039","2,325,930","2,104,447","221,483","247,981","-128,165","1,330,222",16.70%,"19,674","1,350","453,693","447,096","604,239","666,052","445,097","259,773",7.17187,7.04953,1279
France,2001,"201,747","415,991","798,370","384,467","1,172,129","1,260,938","109,810","104,787","31,749","2,313,805","2,166,183","147,622","174,569","-52,794","1,339,494",11.00%,"23,603",-333,"526,744","569,364","645,385","691,574","508,797","295,311",7.38403,7.44308,1280
France,2002,"200,092","345,127","638,784","441,136","1,520,154","1,585,068","108,110","112,347","28,365","2,495,505","2,483,678","11,827","45,234","15,397","1,457,144",0.80%,"18,007",-215,"731,783","760,727","788,371","824,341","586,353","385,135",7.02089,6.25497,1281
France,2003,"340,240","490,903","946,732","653,110","1,940,511","2,110,940","117,547","147,796","30,186","3,375,217","3,402,749","-27,533","13,026","-124,194","1,795,641",-1.50%,"12,860","-8,260","1,029,320","1,135,601","911,191","975,339","724,448","527,487",5.85454,5.19365,1282
France,2004,"442,655","593,862","1,153,835","867,481","2,403,003","2,611,840","159,189","186,036","35,314","4,193,996","4,259,219","-65,223","-23,198","-147,950","2,058,414",-3.20%,"11,030","1,810","1,308,065","1,394,545","1,094,938","1,217,295","845,318","641,691",5.32151,4.81579,1283
France,2005,"524,884","690,455","1,232,232","888,939","2,600,967","2,803,298","146,884","173,888","27,753","4,532,720","4,556,579","-23,859","22,750","-126,692","2,140,207",-1.10%,"-10,260",662,"1,348,374","1,391,444","1,252,594","1,411,853","868,534","628,075",5.31328,5.56038,1284
France,2006,"716,804","990,331","1,609,822","1,107,294","3,253,043","3,514,704","209,680","248,834","42,652","5,831,999","5,861,164","-29,164","26,426","-249,373","2,257,781",-1.30%,"-12,988",-272,"1,720,937","1,594,927","1,532,106","1,919,778","1,044,443","762,124",5.26717,4.9807,1285
France,2007,"826,849","1,060,383","1,794,799","1,247,384","4,089,670","4,454,987","354,747","460,178","45,710","7,111,775","7,222,932","-111,157","-41,143","-327,182","2,586,115",-4.30%,"-26,610","2,470","2,138,152","1,866,019","1,951,519","2,588,968","1,286,864","955,474",4.82774,4.45594,1286
France,2008,"474,751","624,818","1,267,867","904,647","3,882,453","4,468,095","325,713","402,619","33,617","5,984,401","6,400,178","-415,776","-346,471","-374,302","2,845,119",-14.60%,"-49,877","1,042","2,110,151","1,981,155","1,772,302","2,486,940","1,357,360","952,666",4.51082,4.71336,1287
France,2009,"646,023","825,766","1,583,378","1,038,889","4,049,440","4,762,909","393,961","449,222","46,633","6,719,435","7,076,787","-357,351","-270,898","-394,553","2,626,537",-13.60%,"-35,439",457,"2,307,034","2,487,225","1,742,406","2,275,684","1,492,444","985,157",4.75642,4.55337,1288
France,2010,"665,788","774,034","1,517,776","1,053,954","3,867,327","4,748,748","1,159,808","1,210,691","55,800","7,266,499","7,787,427","-520,928","-410,491","-457,600","2,570,592",-20.30%,"-33,734",37,"2,110,862","2,473,961","1,827,454","2,274,787","1,482,299","955,149",4.98902,4.90913,1289
France,2011,"508,994","645,695","1,274,906","956,231","3,690,815","4,774,057","1,600,645","1,654,445","48,612","7,123,971","8,030,428","-906,457","-783,184","-700,423","2,778,085",-32.60%,"-49,217",0,"1,854,560","2,492,685","2,117,273","2,281,372","1,478,700","953,991",4.75319,5.06962,1290
Germany,1970,"1,991","1,701","3,694","6,697","30,911","26,951",0,0,"9,630","46,225","35,349","10,876",n.a.,n.a.,"187,783",5.80%,837,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3.66,3.648,1335
Germany,1971,"2,490","2,146","5,227","8,145","35,370","34,693",0,0,"14,231","57,319","44,984","12,335",n.a.,n.a.,"217,839",5.70%,107,-7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3.50739,3.2685,1336
Germany,1972,"3,081","3,376","6,866","9,891","36,355","38,909",0,0,"19,326","65,627","52,176","13,451",n.a.,n.a.,"262,733",5.10%,340,-25,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3.18864,3.2015,1337
Germany,1973,"2,502","3,031","9,558","13,966","46,930","51,823",0,0,"28,206","87,197","68,819","18,377",n.a.,n.a.,"352,370",5.20%,"4,181",-26,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2.6726,2.703,1338
Germany,1974,"1,944","3,405","12,272","16,808","68,538","57,887",0,0,"27,359","110,113","78,100","32,014",n.a.,n.a.,"387,545",8.30%,"9,085",-28,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2.58775,2.4095,1339
Germany,1975,"3,024","5,077","13,243","16,005","76,296","66,203",0,0,"26,216","118,778","87,285","31,494",n.a.,n.a.,"425,710",7.40%,"3,097",-19,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2.46029,2.6223,1340
Germany,1976,"3,156","5,899","16,666","18,441","98,796","85,921",0,0,"30,019","148,637","110,261","38,375",n.a.,n.a.,"453,244",8.50%,"3,746",-4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2.518,2.3625,1341
Germany,1977,"3,461","7,942","19,934","20,771","120,510","107,408",0,0,"34,708","178,613","136,121","42,492",n.a.,n.a.,"524,364",8.10%,"3,905",12,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2.32218,2.105,1342
Germany,1978,"4,226","11,321","24,818","25,430","150,259","144,946",0,0,"48,474","227,778","181,697","46,081",n.a.,n.a.,"651,641",7.10%,"9,278",-40,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2.00862,1.828,1343
Germany,1979,"4,105","11,488","28,399","28,797","174,713","176,065",0,0,"52,549","259,767","216,351","43,416",n.a.,n.a.,"771,540",5.60%,"-5,387",-254,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1.83288,1.7315,1344
Germany,1980,"5,207","10,095","31,354","25,336","179,740","188,592",0,0,"48,592","264,894","224,023","40,871","33,379",n.a.,"826,142",4.90%,"-15,655","-1,689","15,158","27,462","164,582","161,130",n.a.,n.a.,1.81767,1.959,1345
Germany,1981,"4,647","9,692","32,198","21,615","179,287","190,173",0,0,"43,719","259,851","221,480","38,371","29,165",n.a.,"695,074",5.50%,"-5,305",-810,"16,608","33,101","162,679","157,072",n.a.,n.a.,2.26,2.2548,1346
Germany,1982,"5,220","10,552","32,613","20,735","181,003","192,639",0,0,"44,762","263,598","223,925","39,673","30,461",n.a.,"671,155",5.90%,"5,512",-784,"20,712","36,336","160,291","156,303",n.a.,n.a.,2.42659,2.3765,1347
Germany,1983,"8,035","13,743","31,478","19,443","173,459","177,122",0,0,"42,674","255,645","210,308","45,338","32,605",n.a.,"669,573",6.80%,"4,347",-796,"21,657","40,032","151,802","137,090",n.a.,n.a.,2.55326,2.7238,1348
Germany,1984,"7,737","13,932","32,087","17,428","177,135","169,626",0,0,"40,141","257,100","200,986","56,114","41,902",n.a.,"630,853",8.90%,"9,213",-702,"25,828","40,392","151,308","129,234",n.a.,n.a.,2.84594,3.148,1349
Germany,1985,"12,560","34,092","42,603","22,845","252,695","232,084",0,0,"44,380","352,238","289,021","63,217","52,785",n.a.,"639,695",9.90%,"17,994",-866,"39,040","64,433","213,655","167,651",n.a.,n.a.,2.94397,2.4613,1350
Germany,1986,"18,857","51,721","58,119","32,349","377,555","321,309",0,0,"51,734","506,265","405,379","100,886","96,345",n.a.,"913,641",11.00%,"38,661",-994,"52,401","109,626","325,154","211,683",n.a.,n.a.,2.17148,1.9408,1351
Germany,1987,"20,056","39,694","75,487","40,369","494,142","417,202",0,0,"78,756","668,441","497,265","171,177","168,420",n.a.,"1,136,929",15.10%,"44,217","-1,223","73,832","149,194","420,310","268,008",n.a.,n.a.,1.79739,1.5815,1352
Germany,1988,"32,964","48,321","80,204","39,811","523,149","392,527",0,0,"58,528","694,844","480,658","214,186","208,846",n.a.,"1,225,728",17.50%,"53,961","-1,149","102,542","127,840","420,608","264,687",n.a.,n.a.,1.75623,1.7803,1353
Germany,1989,"43,953","81,037","94,995","44,102","667,202","469,879",0,0,"60,709","866,859","595,018","271,841","268,576",n.a.,"1,216,796",22.30%,"57,053","-1,094","127,332","144,358","539,870","325,521",n.a.,n.a.,1.88004,1.6978,1354
Germany,1990,"44,961","80,701","124,963","75,449","846,959","594,369",0,0,"67,902","1,084,784","750,519","334,265","335,990",n.a.,"1,547,026",21.60%,"46,456","-3,113","140,270","126,879","706,689","467,491",n.a.,n.a.,1.61573,1.494,1355
Germany,1991,"58,001","83,377","143,573","79,077","877,769","667,110",0,0,"63,001","1,142,345","829,564","312,781","312,283",n.a.,"1,815,061",17.20%,"-24,373","-2,784","155,567","177,639","722,202","489,472",n.a.,n.a.,1.65954,1.516,1356
Germany,1992,"94,609","69,456","148,463","75,476","841,954","764,328",0,0,"90,967","1,175,993","909,261","266,732","263,343",n.a.,"2,068,963",12.90%,"-22,991","-1,255","151,876","256,612","690,078","507,716",n.a.,n.a.,1.56165,1.614,1357
Germany,1993,"115,204","93,608","156,702","71,170","943,697","914,937",0,0,"77,640","1,293,242","1,079,715","213,527","205,475",n.a.,"2,008,552",10.60%,"-19,285","-1,154","164,704","393,322","778,993","521,616",n.a.,n.a.,1.65332,1.7263,1358
Germany,1994,"145,785","99,506","188,318","85,717","1,024,491","1,051,372",0,0,"77,363","1,435,957","1,236,595","199,362","195,350",n.a.,"2,152,740",9.30%,"-31,146","-1,666","174,217","394,214","850,273","657,158",n.a.,n.a.,1.62279,1.5488,1359
Germany,1995,"165,971","110,776","234,135","101,478","1,179,106","1,322,421",0,0,"85,005","1,664,217","1,534,675","129,542","129,160",n.a.,"2,525,017",5.10%,"-29,955","-2,733","219,449","526,128","959,657","796,294",n.a.,n.a.,1.43313,1.4335,1360
Germany,1996,"187,492","140,289","250,140","101,733","1,185,146","1,368,122",0,0,"83,178","1,705,956","1,610,143","95,812","89,536",n.a.,"2,437,812",3.90%,"-14,401","-2,178","226,200","564,902","958,946","803,220",n.a.,n.a.,1.50477,1.5548,1361
Germany,1997,"241,387","186,976","296,281","190,737","1,140,964","1,285,876",0,0,"77,587","1,756,219","1,663,590","92,629","85,836",n.a.,"2,159,868",4.30%,"-10,234",2,"261,312","569,039","879,651","716,838",n.a.,n.a.,1.73406,1.7921,1362
Germany,1998,"370,572","289,976","365,219","252,408","1,393,042","1,657,879",0,0,"74,024","2,202,857","2,200,264","2,593","8,677",n.a.,"2,181,162",0.10%,"-15,976",719,"353,441","733,231","1,039,601","924,649",n.a.,n.a.,1.75967,1.673,1363
Germany,1999,"507,081","375,409","412,873","290,451","1,441,572","1,698,455",0,0,"61,039","2,422,564","2,364,315","58,249","90,686",n.a.,"2,133,844",2.70%,"-27,748",-151,"386,214","708,219","1,055,357","990,236",n.a.,n.a.,1.84991,1.94303,1364
Germany,2000,"573,062","300,752","486,754","462,568","1,496,166","1,817,645",0,0,"56,890","2,612,873","2,580,966","31,907","62,313",n.a.,"1,891,934",1.70%,"-32,484","6,188","422,886","742,469","1,073,280","1,075,176",n.a.,n.a.,2.13918,2.09777,1365
Germany,2001,"490,736","294,687","551,090","416,831","1,623,792","1,874,658",0,0,"51,404","2,717,022","2,586,177","130,845","161,599",n.a.,"1,882,511",7.00%,13,-327,"485,039","769,063","1,138,752","1,105,595",n.a.,n.a.,2.20246,2.21488,1366
Germany,2002,"437,829","212,677","602,804","529,344","2,074,712","2,348,804",0,0,"51,171","3,166,516","3,090,825","75,691","113,663",n.a.,"2,013,691",3.80%,"40,816",-225,"641,797","1,088,475","1,432,915","1,260,329",n.a.,n.a.,2.09414,1.86133,1367
Germany,2003,"576,236","362,453","720,521","666,185","2,667,945","2,853,701",0,0,"50,694","4,015,396","3,882,338","133,058","179,200",n.a.,"2,428,452",5.50%,"46,487",353,"805,582","1,370,426","1,862,363","1,483,275",n.a.,n.a.,1.74625,1.5455,1368
Germany,2004,"668,230","399,722","814,671","719,261","3,170,278","3,312,120",0,0,"48,823","4,702,001","4,431,103","270,898","319,246",n.a.,"2,729,923",9.90%,"127,424",521,"1,008,245","1,683,095","2,162,033","1,629,025",n.a.,n.a.,1.58726,1.43306,1369
Germany,2005,"771,380","445,160","831,364","647,806","3,107,419","3,166,842",0,0,"45,140","4,755,303","4,259,808","495,495","552,030",n.a.,"2,771,057",17.90%,"140,216","-1,816","1,046,534","1,668,884","2,060,885","1,497,958",n.a.,n.a.,1.58481,1.65463,1370
Germany,2006,"884,234","622,862","1,042,287","836,232","3,975,459","3,702,786",0,0,"41,687","5,943,667","5,161,880","781,787","851,739",n.a.,"2,905,445",26.90%,"182,352",-342,"1,382,139","1,885,113","2,593,321","1,817,673",n.a.,n.a.,1.57106,1.48214,1371
Germany,2007,"954,030","908,919","1,311,071","1,012,727","4,985,838","4,518,205",0,0,"44,327","7,295,265","6,439,850","855,415","947,321",n.a.,"3,328,589",25.70%,"248,783",74,"1,670,779","2,385,435","3,315,059","2,132,770",n.a.,n.a.,1.43999,1.32598,1372
Germany,2008,"589,528","472,285","1,249,733","927,369","4,858,590","4,560,137",0,0,"43,137","6,740,988","5,959,791","781,197","876,104",n.a.,"3,640,727",21.50%,"226,272",-180,"1,559,634","2,479,584","3,298,957","2,080,554",n.a.,n.a.,1.34546,1.40258,1373
Germany,2009,"707,088","649,460","1,359,136","969,473","5,022,949","4,513,882",0,0,"59,925","7,149,098","6,132,816","1,016,282","1,137,203",n.a.,"3,307,197",30.70%,"199,476",8,"1,800,777","2,531,346","3,222,171","1,982,536",n.a.,n.a.,1.41871,1.35497,1374
Germany,2010,"739,718","662,565","1,365,663","943,802","5,059,436","4,626,953","1,047,828","1,050,822","62,295","8,274,940","7,284,143","990,797","1,144,997",n.a.,"3,312,193",29.90%,"207,725",-738,"1,815,968","2,476,879","3,243,468","2,150,074",n.a.,n.a.,1.48809,1.46084,1375
Germany,2011,"647,170","570,540","1,356,096","927,505","5,053,589","4,706,252","1,185,264","1,202,209","66,928","8,309,048","7,406,506","902,542","1,074,469",n.a.,"3,607,364",25.00%,"223,324",908,"1,733,180","2,623,844","3,320,409","2,082,407",n.a.,n.a.,1.41775,1.5086,1376
Greece,1970,n.a.,n.a.,17,291,"1,236","1,431",0,0,194,"1,446","1,722",-276,n.a.,n.a.,"12,941",-2.10%,-422,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,30,30,1378
Greece,1971,n.a.,n.a.,18,320,"1,446","1,772",0,0,412,"1,877","2,092",-215,n.a.,n.a.,"14,304",-1.50%,-344,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,30,30,1379
Greece,1972,n.a.,n.a.,26,370,"1,747","2,279",0,0,899,"2,672","2,650",22,n.a.,n.a.,"16,356",0.10%,-400,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,30.0003,30,1380
Greece,1973,n.a.,n.a.,41,494,"2,156","2,844",0,0,899,"3,096","3,338",-242,n.a.,n.a.,"21,241",-1.10%,"-1,189",,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,29.62515,29.7,1381
Greece,1974,n.a.,n.a.,39,544,"2,457","3,669",0,0,782,"3,277","4,212",-935,n.a.,n.a.,"24,433",-3.80%,"-1,143",,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,30.0003,30,1382
Greece,1975,n.a.,n.a.,46,513,"2,904","4,522",0,0,964,"3,913","5,034","-1,121",n.a.,n.a.,"27,370",-4.10%,-877,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,32.05133,35.65,1383
Greece,1976,252,n.a.,57,748,"3,456","5,104",0,0,881,"4,645","5,852","-1,206",n.a.,n.a.,"29,360",-4.10%,-929,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,36.51758,37.031,1384
Greece,1977,243,n.a.,73,"1,106","4,129","6,238",0,0,"1,048","5,493","7,344","-1,850",n.a.,n.a.,"34,077",-5.40%,"-1,075",0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,36.83842,35.506,1385
Greece,1978,279,n.a.,66,"1,427","5,475","8,188",0,0,"1,305","7,125","9,616","-2,490",n.a.,n.a.,"41,692",-6.00%,-955,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,36.74542,36.005,1386
Greece,1979,282,n.a.,120,"1,924","5,625","9,431",0,0,"1,343","7,370","11,355","-3,985",n.a.,n.a.,"51,276",-7.80%,"-1,886",0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,37.03842,38.283,1387
Greece,1980,324,n.a.,193,"2,265","6,997","11,443",0,0,"1,346","8,861","13,708","-4,847",n.a.,n.a.,"53,641",-9.00%,"-2,209",0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,42.61658,46.535,1388
Greece,1981,285,n.a.,271,"2,438","6,296","13,296",0,0,"1,022","7,874","15,734","-7,859",n.a.,n.a.,"49,501",-15.90%,"-2,408",0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,55.40842,57.63,1389
Greece,1982,288,n.a.,229,"2,603","6,418","14,611",0,0,861,"7,796","17,213","-9,417",n.a.,n.a.,"51,654",-18.20%,"-1,892",0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,66.80317,70.57,1390
Greece,1983,289,n.a.,226,"2,469","6,888","16,300",0,0,901,"8,303","18,769","-10,466",n.a.,n.a.,"46,703",-22.40%,"-1,878",0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,88.06425,98.67,1391
Greece,1984,219,n.a.,260,"2,505","7,031","17,605",0,0,954,"8,464","20,110","-11,646",n.a.,n.a.,"45,483",-25.60%,"-2,132",0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,112.71658,128.48,1392
Greece,1985,270,n.a.,323,"2,940","7,500","21,697",0,0,868,"8,960","24,637","-15,678",n.a.,n.a.,"45,132",-34.70%,"-3,276",0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,138.11908,147.76,1393
Greece,1986,283,23,291,"3,960","8,111","26,260",0,0,"1,519","10,204","30,243","-20,040",n.a.,n.a.,"53,103",-37.70%,"-1,676",0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,139.98117,138.76,1394
Greece,1987,256,120,306,"5,332","9,956","31,070",0,0,"2,681","13,199","36,522","-23,322",n.a.,n.a.,"61,784",-37.70%,"-1,223",0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,135.4295,125.925,1395
