Country,Year,NGDP,RGDP,NGFCF,RGFCF
Switzerland,1998,427658.4067,477158.2397,106420.6702,114723.66
Switzerland,1999,435463.9366,484999.7247,109246.3751,117232.5309
Switzerland,2000,458778.949,504138.311,116259.5128,122976.7487
Switzerland,2001,470213.9171,511431.1496,115809.3249,120509.3841
Switzerland,2002,469337.8031,512164.5131,115331.8202,120742.9471
Switzerland,2003,474015.0136,512419.1006,113509.5578,119489.7709
Switzerland,2004,489369.0964,526986.911,119801.0196,125564.2634
Switzerland,2005,507463.3989,542998.3825,124107.9326,129581.1453
Switzerland,2006,538125.4323,564787.7429,131218.3404,135640.9593
Switzerland,2007,573080.3259,588171.923,140470.3859,142354.545
Switzerland,2008,597380.5153,601566.0098,144461.6493,143402.9646
Switzerland,2009,587060.667,588754.9487,133297.5247,132618.7237
Switzerland,2010,606145.6911,606145.6911,138429.9739,138429.9739
Switzerland,2011,618324.7647,617083.9169,144596.4527,144320.7808
Switzerland,2012,623610.8621,623551.5897,147803.2394,148434.5669
Switzerland,2013,634776.023,634654.4216,149167.1722,150034.6997
Switzerland,2014,643784.4209,647327.7479,153218.8636,154293.5408
Switzerland,2015,645555.7025,652779.7813,154215.1773,156801.7945
Turkey,1970,0.2836,206489.4774,0.0499,27648.0525
Turkey,1971,0.351,217986.5963,0.0565,25406.2059
Turkey,1972,0.4199,234174.295,0.0696,30252.4282
Turkey,1973,0.5272,241812.5404,0.0906,32740.1279
Turkey,1974,0.7158,255340.0015,0.1274,49233.1184
Turkey,1975,0.9278,273655.8903,0.1747,51387.458
Turkey,1976,1.1797,302288.6086,0.26,61475.7677
Turkey,1977,1.5088,312580.9762,0.3231,48208.0361
Turkey,1978,2.2466,317283.787,0.3966,39978.2089
Turkey,1979,3.9247,315302.3686,0.721,41078.2972
Turkey,1980,7.201,307590.7373,1.0913,34198.5783
Turkey,1981,10.8765,322524.7609,2.0041,45016.1133
Turkey,1982,14.4433,334015.7642,2.6542,42445.0736
Turkey,1983,19.143,350613.2007,3.4513,43545.1619
Turkey,1984,30.2811,374145.6013,5.4738,43949.361
Turkey,1985,48.3118,390015.2946,10.0466,48987.2653
Turkey,1986,70.3154,417375.9913,16.7378,53095.9285
Turkey,1987,102.8623,456961.0912,24.2841,77052.418
Turkey,1988,177.8906,466650.2759,44.3073,76250.312
Turkey,1989,312.9344,467824.5598,68.0763,77926.5507
Turkey,1990,541.0869,511123.1619,118.0541,90298.9854
Turkey,1991,867.4195,515858.8007,197.198,90689.1417
Turkey,1992,1505.1313,546729.2497,339.3615,96452.371
Turkey,1993,2728.2397,590697.3266,690.1402,121873.4823
Turkey,1994,5325.2825,558470.8719,1250.6717,102412.1452
Turkey,1995,10685.8028,598631.7329,2429.9586,111774.705
Turkey,1996,20335.2979,640567.798,4867.5699,127501.1257
Turkey,1997,39695.4982,688794.8725,10005.1055,146416.4939
Turkey,1998,71892.8983,710091.4688,16861.5648,140712.2236
Turkey,1999,107164.3451,686024.304,21332.5403,120376.1416
Turkey,2000,170666.7148,731576.7371,38066.6008,146731.3793
Turkey,2001,245428.7596,687957.8586,44356.4073,107068.9164
Turkey,2002,359358.8714,732195.4658,70474.2428,126128.4449
Turkey,2003,468015.1464,773258.8553,97573.3323,150626.7243
Turkey,2004,577023.4973,847834.4337,146656.7996,198602.0175
Turkey,2005,673702.9427,924223.0725,179547.3415,237498.4367
Turkey,2006,789227.5551,989932.592,226412.6431,274007.2212
Turkey,2007,880460.8792,1039730.731,247402.873,289097.3261
Turkey,2008,994782.8584,1048519.07,267077.4562,281169.3714
Turkey,2009,999191.8481,999191.8481,223566.2342,223566.2342
Turkey,2010,1160013.978,1083996.979,288473.7603,273904.1096
Turkey,2011,1394477.166,1204466.935,391383.3997,339209.9094
Turkey,2012,1569672.115,1262160.182,428831.7884,348385.8368
Turkey,2013,1809713.087,1369334.107,516209.7148,396596.9134
Turkey,2014,2044465.876,1440083.365,590742.4567,416819.5362
Turkey,2015,2337529.94,1527318.279,694689.8591,455339.9003
United Kingdom,1950,12898,359774,..,..
United Kingdom,1951,14477,373254,..,..
United Kingdom,1952,15715,379199,..,..
United Kingdom,1953,16843,400153,..,..
United Kingdom,1954,17756,417347,..,..
United Kingdom,1955,19292,433302,..,..
United Kingdom,1956,20933,440315,..,..
United Kingdom,1957,22180,448743,..,..
United Kingdom,1958,23270,454426,..,..
United Kingdom,1959,24378,473093,..,..
United Kingdom,1960,26155,502799,..,..
United Kingdom,1961,27765,516253,..,..
United Kingdom,1962,29017,521906,..,..
United Kingdom,1963,30915,547364,..,..
United Kingdom,1964,33717,577677,..,..
United Kingdom,1965,36366,589975,..,..
United Kingdom,1966,38776,599211,..,..
United Kingdom,1967,40960,615879,..,..
United Kingdom,1968,44900,649439,..,..
United Kingdom,1969,48527,661919,..,..
United Kingdom,1970,54451,679900,12776.5829,126847.9143
United Kingdom,1971,60860,703556,14323.6828,129378.0509
United Kingdom,1972,68054,733770,15723.5607,129327.1427
United Kingdom,1973,78594,781583,19399.0335,137788.0824
United Kingdom,1974,88183,762257,23099.8893,135100.1304
United Kingdom,1975,109274,750912,27838.9139,132544.5398
United Kingdom,1976,129450,772852,32541.133,134833.711
United Kingdom,1977,150816,791889,35981.8121,132768.5358
United Kingdom,1978,175163,825111,41104.1215,136104.7185
United Kingdom,1979,207293,855933,48923.3851,139669.9881
United Kingdom,1980,243097,838462,55350.3858,133036.6522
United Kingdom,1981,269085,831931,55520.4526,121420.4578
United Kingdom,1982,294814,848700,60836.9427,128719.6122
United Kingdom,1983,323001,884520,66121.7039,135214.6886
United Kingdom,1984,346946,904639,75232.9673,147511.617
United Kingdom,1985,381251,942519,82724.789,153661.6425
United Kingdom,1986,410311,972239,88309.0708,157034.086
United Kingdom,1987,455965,1024346,101968.9855,171918.1158
United Kingdom,1988,511671,1083629,124321.3425,197439.3945
United Kingdom,1989,566512,1111618,144021.1657,209478.7056
United Kingdom,1990,615673,1119587,144699.4597,204847.841
United Kingdom,1991,647966,1107059,133985.5149,191883.672
United Kingdom,1992,672170,1111043,129779.0705,193608.9682
United Kingdom,1993,707734,1138897,130533.3125,196627.8873
United Kingdom,1994,745196,1183144,140611.7157,209205.0871
United Kingdom,1995,836646,1212798,153304,219121
United Kingdom,1996,892900,1243709,168531,229349
United Kingdom,1997,938855,1282602,166150,225752
United Kingdom,1998,980308,1323527,178465,243682
United Kingdom,1999,1021205,1366983,185960,250037
United Kingdom,2000,1080863,1418176,196404,258770
United Kingdom,2001,1120575,1456837,199205,255914
United Kingdom,2002,1172652,1491761,209213,263108
United Kingdom,2003,1242449,1543469,214831,269400
United Kingdom,2004,1304874,1582486,224300,277286
United Kingdom,2005,1379457,1629519,239919,287077
United Kingdom,2006,1455644,1670306,256156,296121
United Kingdom,2007,1530890,1712996,276323,312995
United Kingdom,2008,1564252,1702252,271152,292575
United Kingdom,2009,1519459,1628583,236583,248099
United Kingdom,2010,1572439,1659773,245687,260396
United Kingdom,2011,1628274,1684820,255231,265327
United Kingdom,2012,1675044,1706942,266761,271534
United Kingdom,2013,1739563,1739563,280224,280224
United Kingdom,2014,1822480,1792976,302495,298872
United Kingdom,2015,1872714,1832318,317056,309144
United States,1970,1075884,4722011.8,227841,850955.3
United States,1971,1167770,4877624.6,247077.7,859763.1
United States,1972,1282449,5134346.8,279724.5,928809.9
United States,1973,1428549,5424084.4,316688.3,994211.4
United States,1974,1548825,5396033.5,336699.5,955733
United States,1975,1688923,5385366.7,347906,885458.5
United States,1976,1877587,5675427.4,395749,956023
United States,1977,2085951,5936985,467446.9,1054607.4
United States,1978,2356571,6267181.4,558152.2,1167115.3
United States,1979,2632143,6466207.7,641772.3,1233557.4
United States,1980,2862505,6450391.6,672381.7,1180711.9
United States,1981,3210956,6617745.1,748765.4,1203016.1
United States,1982,3344991,6491287.2,752896.3,1138314.6
United States,1983,3638137,6791993.3,814433.9,1221588.3
United States,1984,4040693,7285030,947862.6,1405351.2
United States,1985,4346734,7593823.3,1027697.9,1503808.9
United States,1986,4590155,7860489.1,1080658.9,1550562.7
United States,1987,4870217,8132599.4,1119667.6,1578273
United States,1988,5252629,8474491.6,1176876.2,1615490.5
United States,1989,5657693,8786397.3,1242439.4,1662929.2
United States,1990,5979589,8955040.8,1269271.2,1661264.8
United States,1991,6174043,8948406.5,1238830,1592531.7
United States,1992,6539299,9266557.8,1292800,1658514.7
United States,1993,6878718,9521004.2,1377898.5,1743230.9
United States,1994,7308755,9905428.4,1486870.6,1849737.5
United States,1995,7664060,10174754.6,1593989.9,1945525.4
United States,1996,8100201,10560976.2,1721211.4,2094992.9
United States,1997,8608515,11034849.9,1854201.3,2249972.7
United States,1998,9089168,11525891.2,2013010.8,2450167.7
United States,1999,9660624,12065902.4,2191844,2654665.2
United States,2000,10284779,12559660,2369467.5,2822279.6
United States,2001,10621824,12682240.3,2380554.5,2807047.3
United States,2002,10977514,12908761,2350063.8,2757537.8
United States,2003,11510670,13271081.3,2473921.1,2865711.6
United States,2004,12274928,13773490.1,2701280,3032004
United States,2005,13093726,14234242.8,2981170.4,3201865.8
United States,2006,13855888,14613816.9,3166023.9,3271614.8
United States,2007,14477635,14873734.4,3201496.1,3231050.1
United States,2008,14718582,14830358.7,3091435.7,3074563.1
United States,2009,14418739,14418738.5,2672713.8,2672713.8
United States,2010,14964372,14783809,2691106.9,2702601
United States,2011,15517926,15020564.9,2835999.5,2802501.9
United States,2012,16155254.8,15354626.6,3064346.2,2978336.3
United States,2013,16691517,15612175,3206215,3069164
United States,2014,17393103,15982255,3415523,3199212
United States,2015,18036648,16397178,3576630,3319175
