Country,Year,NGDP,RGDP,NGFCF,RGFCF,,Country,Year,CPI,,Country,Year,Policy,Discount,Money Market,,,LOCATION,Location,SUBJECT,Subject,FREQUENCY,Frequency,TIME,Time,Value,,LOCATION,Location,SUBJECT,Subject,FREQUENCY,Frequency,TIME,Time,Value
Germany,2011,2703120,2674490.2,547821,537402.89,,Greece,1990,29.78,,Germany,2008,,,3.82,,,FRA,France,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2010,2010,441.1,,GBR,United Kingdom,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2010,2010,263.9
Germany,2012,2758260,2687648.5,554746,533892.75,,Greece,1991,35.58,,Germany,2009,,,0.63,,,FRA,France,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2011,2011,461.6,,GBR,United Kingdom,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2011,2011,269.6
Germany,2013,2826240,2700806.81,557119,527775.07,,Greece,1992,41.23,,Germany,2010,,,0.38,,,FRA,France,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2012,2012,469.1,,GBR,United Kingdom,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2012,2012,275.2
Germany,2014,2923930,2743893.81,585147,545927.53,,Greece,1993,47.17,,Germany,2011,,,0.81,,,FRA,France,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2013,2013,466.7,,GBR,United Kingdom,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2013,2013,284.6
Germany,2015,3032820,2791108.91,603820,555154.19,,Greece,1994,52.32,,Germany,2012,,,0.26,,,FRA,France,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2014,2014,469.1,,GBR,United Kingdom,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2014,2014,304.7
Italy,1970,36483.2668,717381.766,9120.2683,171473.8668,,Greece,1995,57.00,,Italy,1950,,4,,,,FRA,France,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2015,2015,473.2,,GBR,United Kingdom,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2015,2015,313.2
Italy,1971,39813.2647,730424.5412,9769.4565,174424.5971,,Greece,1996,61.67,,Italy,1951,,4,,,,FRA,France,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2016,2016,489.4,,GBR,United Kingdom,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2016,2016,317.4
Italy,1972,43608.0035,757380.7548,10462.5652,180851.3037,,Greece,1997,65.09,,Italy,1952,,4,,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1960,1960,515.4,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1994,1994,127627.6
Italy,1973,52666.3594,811350.6645,13429.2723,193693.7826,,Greece,1998,68.19,,Italy,1953,,4,,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1961,1961,529.2,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1995,1995,132084.1
Italy,1974,66812.5964,855976.0961,17907.9241,199299.4076,,Greece,1999,69.99,,Italy,1954,,4,,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1962,1962,535,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1996,1996,140662.3
Italy,1975,76525.7792,838084.8011,19679.6943,186822.0484,,Greece,2000,72.20,,Italy,1955,,4,,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1963,1963,561.1,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1997,1997,137857.2
Italy,1976,96287.2961,897801.5712,23671.4735,187812.4978,,Greece,2001,74.64,,Italy,1956,,4,,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1964,1964,592.1,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1998,1998,132360.6
Italy,1977,116999.4309,920789.7876,28631.459,193470.582,,Greece,2002,77.35,,Italy,1957,,4,,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1965,1965,604.8,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1999,1999,131079
Italy,1978,137634.5625,950624.6639,32819.2976,195837.1659,,Greece,2003,80.08,,Italy,1958,,3.5,,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1966,1966,614.3,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2000,2000,131745.8
Italy,1979,168369.6514,1007273.903,40265.0345,208904.6008,,Greece,2004,82.40,,Italy,1959,,3.5,,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1967,1967,631.4,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2001,2001,129497
Italy,1980,210394.3733,1041823.563,53324.5024,223296.1136,,Greece,2005,85.32,,Italy,1960,,3.5,,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1968,1968,665.8,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2002,2002,122879.1
Italy,1981,252031.5472,1050618.926,64169.3325,219809.5554,,Greece,2006,88.05,,Italy,1961,,3.5,,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1969,1969,678.6,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2003,2003,121930.5
Italy,1982,297465.4825,1054964.135,71359.37,212399.215,,Greece,2007,90.60,,Italy,1962,,3.5,,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1970,1970,697,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2004,2004,122064.7
Italy,1983,346376.1086,1067298.812,78471.5192,209341.7,,Greece,2008,94.36,,Italy,1963,,3.5,,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1971,1971,721.3,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2005,2005,125840.2
Italy,1984,396028.6345,1101728.297,89079.114,217682.1862,,Greece,2009,95.50,,Italy,1964,,3.5,,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1972,1972,752.3,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2006,2006,126318.8
Italy,1985,444460.7288,1132555.599,98132.5791,219932.3185,,Greece,2010,100.00,,Italy,1965,,3.5,,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1973,1973,801.2,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2007,2007,123905.9
Italy,1986,491407.1436,1164946.371,104725.2629,226056.168,,Greece,2011,103.33,,Italy,1966,,3.5,,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1974,1974,781.5,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2008,2008,119210.7
Italy,1987,537565.2993,1202131,114574.949,236951.4821,,Greece,2012,104.88,,Italy,1967,,3.5,,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1975,1975,770,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2009,2009,107596.1
Italy,1988,597362.5735,1252552.909,129649.7078,253984.5108,,Greece,2013,103.92,,Italy,1968,,3.5,,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1976,1976,792.4,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2010,2010,105884.6
Italy,1989,655878.7934,1294994.206,142650.599,265121.1012,,Greece,2014,102.55,,Italy,1969,,4,5,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1977,1977,811.7,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2011,2011,107637.5
Italy,1990,728529.5136,1320709.876,160375.2104,276592.0521,,Greece,2015,100.77,,Italy,1970,,5.5,7.38,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1978,1978,845.8,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2012,2012,111451.7
Italy,1991,795819.4939,1341028.304,172022.8629,280179.7264,,Greece,2016,99.94,,Italy,1971,,4.5,5.76,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1979,1979,877.5,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2013,2013,116948.8
Italy,1992,837511.1495,1352216.174,176408.9573,276151.6585,,Italy,1950,3.04,,Italy,1972,,4,5.17,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1980,1980,859.7,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2014,2014,120318.4
Italy,1993,862636.538,1340684.397,162728.7737,245172.0425,,Italy,1951,3.47,,Italy,1973,,6.5,6.92,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1981,1981,853,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2015,2015,120378.8
Italy,1994,912408.0495,1369522.835,169475.0581,246931.8201,,Italy,1952,3.54,,Italy,1974,,8,14.57,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1982,1982,870.2,,JPN,Japan,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2016,2016,121488.6
Italy,1995,984983.4035,1409058.724,188431.4982,264304.4747,,Italy,1953,3.59,,Italy,1975,,6,10.63,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1983,1983,906.9,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1995,1995,1945.5
Italy,1996,1043085.764,1427184.382,197528.6833,269737.0774,,Italy,1954,3.70,,Italy,1976,,15,15.68,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1984,1984,927.6,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1996,1996,2095
Italy,1997,1089869.204,1453378.429,205798.3256,274472.5367,,Italy,1955,3.81,,Italy,1977,,11.5,14.03,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1985,1985,966.5,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1997,1997,2250
Italy,1998,1135499.481,1476866.089,218103.8145,285139.8949,,Italy,1956,3.92,,Italy,1978,,10.5,11.49,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1986,1986,996.7,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1998,1998,2450.2
Italy,1999,1171901.372,1499902.997,229737.0593,296837.0278,,Italy,1957,3.98,,Italy,1979,,15,11.86,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1987,1987,1049.6,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1999,1999,2654.7
Italy,2000,1239266.328,1555551.018,253201.9352,316660.9471,,Italy,1958,4.09,,Italy,1980,,16.5,17.17,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1988,1988,1109.9,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2000,2000,2822.3
Italy,2001,1298890.187,1583118.275,266185.2303,325955.2957,,Italy,1959,4.09,,Italy,1981,,19,19.6,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1989,1989,1138.4,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2001,2001,2807.1
Italy,2002,1345794.237,1587053.057,285359.2211,339797.482,,Italy,1960,4.15,,Italy,1982,,18,20.16,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1990,1990,1146.8,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2002,2002,2757.5
Italy,2003,1390709.574,1589454.648,288153.9034,338773.2244,,Italy,1961,4.26,,Italy,1983,,17,18.44,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1991,1991,1134.3,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2003,2003,2865.7
Italy,2004,1448362.704,1614598.803,301783.5567,345830.5883,,Italy,1962,4.43,,Italy,1984,,16.5,17.27,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1992,1992,1138.5,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2004,2004,3032
Italy,2005,1489725.463,1629932.081,315193.3305,351583.871,,Italy,1963,4.76,,Italy,1985,,15,15.25,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1993,1993,1167.3,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2005,2005,3201.9
Italy,2006,1548473.435,1662638.096,332741.6244,362820.3812,,Italy,1964,5.04,,Italy,1986,,12,13.41,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1994,1994,1212.6,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2006,2006,3271.6
Italy,2007,1609550.761,1687143.245,347176.2472,368619.8224,,Italy,1965,5.27,,Italy,1987,,12,11.51,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1995,1995,1242.5,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2007,2007,3231.1
Italy,2008,1632150.832,1669421.403,346691.4256,357274.6284,,Italy,1966,5.43,,Italy,1988,,12.5,11.29,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1996,1996,1274.1,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2008,2008,3074.6
Italy,2009,1572878.282,1577902.821,314359.9333,321758.4758,,Italy,1967,5.60,,Italy,1989,,13.5,12.69,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1997,1997,1325.5,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2009,2009,2672.7
Italy,2010,1604514.52,1604514.52,320001.6755,320001.6755,,Italy,1968,5.71,,Italy,1990,,12.5,12.38,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1998,1998,1367.1,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2010,2010,2702.6
Italy,2011,1637462.939,1613766.546,321837.1089,313784.8422,,Italy,1969,5.83,,Italy,1991,,12,12.21,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1999,1999,1411.1,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2011,2011,2802.5
Italy,2012,1613264.965,1568274.158,296165.7173,284719.8154,,Italy,1970,6.11,,Italy,1992,,12,14.02,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2000,2000,1462.8,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2012,2012,2978.3
Italy,2013,1604599.062,1541171.914,276667.5846,265831.9191,,Italy,1971,6.44,,Italy,1993,,8,10.2,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2001,2001,1500,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2013,2013,3069.2
Italy,2014,1621827.175,1542923.787,271516.0332,259767.3767,,Italy,1972,6.78,,Italy,1994,,7.5,8.51,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2002,2002,1536.9,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2014,2014,3216.2
Italy,2015,1645439.44,1555008.645,276536.7058,263925.1666,,Italy,1973,7.51,,Italy,1995,,9,10.46,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2003,2003,1588,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2015,2015,3330.1
Japan,1970,76145108.16,166046264.2,28248217.63,54145815.96,,Italy,1974,8.96,,Italy,1996,,7.5,8.82,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2004,2004,1625.6,,USA,United States,NAEXKP04-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2016,2016,3349.6
Japan,1971,83782147.42,173848764.9,29977177.94,56695389.16,,Italy,1975,10.48,,Italy,1997,,5.5,6.88,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2005,2005,1675.9,,,,,,,,,,
Japan,1972,95921761.28,188475612.9,34192630.45,62411861.85,,Italy,1976,12.21,,Italy,1998,,3,4.99,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2006,2006,1717.1,,,,,,,,,,
Japan,1973,116792964.6,203615105,44404559.84,69629717.07,,Italy,1977,14.34,,Italy,1999,,,2.95,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2007,2007,1757.5,,,,,,,,,,
Japan,1974,139368855,201120331.6,50648340.94,63706115.78,,Italy,1978,16.08,,Italy,2000,,,4.39,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2008,2008,1749.2,,,,,,,,,,
Japan,1975,153989920.1,207338119.3,52211238.62,63273129.35,,Italy,1979,18.43,,Italy,2001,,,4.26,,,GBR,United Kingdom,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2009,2009,1676,,,,,,,,,,
