Country,Year,NGDP,RGDP,NGFCF,RGFCF,,Country,Year,CPI,,Country,Year,Policy,Discount,Money Market,,,LOCATION,Location,SUBJECT,Subject,FREQUENCY,Frequency,TIME,Time,Value,,LOCATION,Location,SUBJECT,Subject,FREQUENCY,Frequency,TIME,Time,Value
Spain,2009,1079034,1080764,262499,261722,,Japan,1999,103.33,,Spain,1952,,3.61,,,,JPN,Japan,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2009,2009,109459.1,,,,,,,,,,
Spain,2010,1080913,1080913,248987,248987,,Japan,2000,102.66,,Spain,1953,,3.2,,,,JPN,Japan,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2010,2010,106724.2,,,,,,,,,,
Spain,2011,1070413,1070103,229884,231713,,Japan,2001,101.90,,Spain,1954,,3,,,,JPN,Japan,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2011,2011,107637.5,,,,,,,,,,
Spain,2012,1039758,1038751,205839,211764,,Japan,2002,100.96,,Spain,1955,,3,,,,JPN,Japan,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2012,2012,110965.7,,,,,,,,,,
Spain,2013,1025634,1021031,192371,204466,,Japan,2003,100.70,,Spain,1956,,3.4,,,,JPN,Japan,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2013,2013,117381.4,,,,,,,,,,
Spain,2014,1037025,1035111,198335,212196,,Japan,2004,100.69,,Spain,1957,,4,,,,JPN,Japan,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2014,2014,122936.9,,,,,,,,,,
Spain,2015,1075639,1068283,212069,225002,,Japan,2005,100.41,,Spain,1958,,4,,,,JPN,Japan,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2015,2015,124226.3,,,,,,,,,,
United Kingdom,1950,12898,359774,..,..,,Japan,2006,100.66,,Spain,1959,,5,,,,JPN,Japan,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2016,2016,124321.3,,,,,,,,,,
United Kingdom,1951,14477,373254,..,..,,Japan,2007,100.72,,Spain,1960,,4.6,,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1994,1994,425434,,,,,,,,,,
United Kingdom,1952,15715,379199,..,..,,Japan,2008,102.11,,Spain,1961,,4.6,,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1995,1995,437100.2,,,,,,,,,,
United Kingdom,1953,16843,400153,..,..,,Japan,2009,100.73,,Spain,1962,,4.6,,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1996,1996,450650.1,,,,,,,,,,
United Kingdom,1954,17756,417347,..,..,,Japan,2010,100.00,,Spain,1963,,4.6,,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1997,1997,455501.4,,,,,,,,,,
United Kingdom,1955,19292,433302,..,..,,Japan,2011,99.73,,Spain,1964,,4.6,,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1998,1998,450359.9,,,,,,,,,,
United Kingdom,1956,20933,440315,..,..,,Japan,2012,99.68,,Spain,1965,,4.6,,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1999,1999,449225,,,,,,,,,,
United Kingdom,1957,22180,448743,..,..,,Japan,2013,100.03,,Spain,1966,,4.6,,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2000,2000,461711.4,,,,,,,,,,
United Kingdom,1958,23270,454426,..,..,,Japan,2014,102.79,,Spain,1967,,5.1,,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2001,2001,463587.1,,,,,,,,,,
United Kingdom,1959,24378,473093,..,..,,Japan,2015,103.60,,Spain,1968,,5.1,,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2002,2002,464134.6,,,,,,,,,,
United Kingdom,1960,26155,502799,..,..,,Japan,2016,103.48,,Spain,1969,,5.5,,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2003,2003,471227.7,,,,,,,,,,
United Kingdom,1961,27765,516253,..,..,,Spain,1950,1.71,,Spain,1970,,6.5,,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2004,2004,481617,,,,,,,,,,
United Kingdom,1962,29017,521906,..,..,,Spain,1951,1.87,,Spain,1971,,5,,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2005,2005,489625,,,,,,,,,,
United Kingdom,1963,30915,547364,..,..,,Spain,1952,1.83,,Spain,1972,,5,,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2006,2006,496577.8,,,,,,,,,,
United Kingdom,1964,33717,577677,..,..,,Spain,1953,1.86,,Spain,1973,,6,,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2007,2007,504792.5,,,,,,,,,,
United Kingdom,1965,36366,589975,..,..,,Spain,1954,1.88,,Spain,1974,,7,9.61,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2008,2008,499272.6,,,,,,,,,,
United Kingdom,1966,38776,599211,..,..,,Spain,1955,1.96,,Spain,1975,,7,6.7,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2009,2009,472226.6,,,,,,,,,,
United Kingdom,1967,40960,615879,..,..,,Spain,1956,2.07,,Spain,1976,,7,9.97,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2010,2010,492023.6,,,,,,,,,,
United Kingdom,1968,44900,649439,..,..,,Spain,1957,2.30,,Spain,1977,,8.03,13.12,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2011,2011,491455.5,,,,,,,,,,
United Kingdom,1969,48527,661919,..,..,,Spain,1958,2.60,,Spain,1978,,9.02,20.77,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2012,2012,498802.9,,,,,,,,,,
United Kingdom,1970,54451,679900,12776.5829,126847.9143,,Spain,1959,2.79,,Spain,1979,,7.98,13.13,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2013,2013,508781.4,,,,,,,,,,
United Kingdom,1971,60860,703556,14323.6828,129378.0509,,Spain,1960,2.83,,Spain,1980,,10.9,15.46,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2014,2014,510489.2,,,,,,,,,,
United Kingdom,1972,68054,733770,15723.5607,129327.1427,,Spain,1961,2.88,,Spain,1981,,10.51,15.89,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2015,2015,516162.8,,,,,,,,,,
United Kingdom,1973,78594,781583,19399.0335,137788.0824,,Spain,1962,3.05,,Spain,1982,,18.4,17.17,,,JPN,Japan,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,2016,2016,521487.6,,,,,,,,,,
United Kingdom,1974,88183,762257,23099.8893,135100.1304,,Spain,1963,3.31,,Spain,1983,,21.4,19.45,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1960,1960,119.3,,,,,,,,,,
United Kingdom,1975,109274,750912,27838.9139,132544.5398,,Spain,1964,3.54,,Spain,1984,,12.5,12.6,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1961,1961,123.5,,,,,,,,,,
United Kingdom,1976,129450,772852,32541.133,134833.711,,Spain,1965,4.01,,Spain,1985,,10.5,11.61,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1962,1962,133.5,,,,,,,,,,
United Kingdom,1977,150816,791889,35981.8121,132768.5358,,Spain,1966,4.26,,Spain,1986,,11.84,11.49,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1963,1963,142.1,,,,,,,,,,
United Kingdom,1978,175163,825111,41104.1215,136104.7185,,Spain,1967,4.54,,Spain,1987,,13.5,16.06,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1964,1964,153.7,,,,,,,,,,
United Kingdom,1979,207293,855933,48923.3851,139669.9881,,Spain,1968,4.76,,Spain,1988,,12.4,11.29,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1965,1965,168.3,,,,,,,,,,
United Kingdom,1980,243097,838462,55350.3858,133036.6522,,Spain,1969,4.86,,Spain,1989,,14.52,14.39,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1966,1966,184.1,,,,,,,,,,
United Kingdom,1981,269085,831931,55520.4526,121420.4578,,Spain,1970,5.14,,Spain,1990,,14.71,14.76,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1967,1967,190.5,,,,,,,,,,
United Kingdom,1982,294814,848700,60836.9427,128719.6122,,Spain,1971,5.56,,Spain,1991,,12.5,13.2,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1968,1968,207.1,,,,,,,,,,
United Kingdom,1983,323001,884520,66121.7039,135214.6886,,Spain,1972,6.03,,Spain,1992,,13.25,13.01,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1969,1969,223.9,,,,,,,,,,
United Kingdom,1984,346946,904639,75232.9673,147511.617,,Spain,1973,6.71,,Spain,1993,,9,12.33,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1970,1970,227.8,,,,,,,,,,
United Kingdom,1985,381251,942519,82724.789,153661.6425,,Spain,1974,7.77,,Spain,1994,,7.38,7.81,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1971,1971,247.1,,,,,,,,,,
United Kingdom,1986,410311,972239,88309.0708,157034.086,,Spain,1975,9.08,,Spain,1995,,9,8.98,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1972,1972,279.7,,,,,,,,,,
United Kingdom,1987,455965,1024346,101968.9855,171918.1158,,Spain,1976,10.68,,Spain,1996,,6.25,7.65,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1973,1973,316.7,,,,,,,,,,
United Kingdom,1988,511671,1083629,124321.3425,197439.3945,,Spain,1977,13.30,,Spain,1997,,4.75,5.49,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1974,1974,336.7,,,,,,,,,,
United Kingdom,1989,566512,1111618,144021.1657,209478.7056,,Spain,1978,15.93,,Spain,1998,,3,4.34,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1975,1975,347.9,,,,,,,,,,
United Kingdom,1990,615673,1119587,144699.4597,204847.841,,Spain,1979,18.43,,Spain,1999,,,2.72,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1976,1976,395.7,,,,,,,,,,
United Kingdom,1991,647966,1107059,133985.5149,191883.672,,Spain,1980,21.30,,Spain,2000,,,4.11,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1977,1977,467.5,,,,,,,,,,
United Kingdom,1992,672170,1111043,129779.0705,193608.9682,,Spain,1981,24.40,,Spain,2001,,,4.36,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1978,1978,558.1,,,,,,,,,,
United Kingdom,1993,707734,1138897,130533.3125,196627.8873,,Spain,1982,27.91,,Spain,2002,,,3.28,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1979,1979,641.8,,,,,,,,,,
United Kingdom,1994,745196,1183144,140611.7157,209205.0871,,Spain,1983,31.31,,Spain,2003,,,2.31,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1980,1980,672.4,,,,,,,,,,
United Kingdom,1995,836646,1212798,153304,219121,,Spain,1984,34.84,,Spain,2004,,,2.04,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1981,1981,748.8,,,,,,,,,,
United Kingdom,1996,892900,1243709,168531,229349,,Spain,1985,37.92,,Spain,2005,,,2.09,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1982,1982,753,,,,,,,,,,
United Kingdom,1997,938855,1282602,166150,225752,,Spain,1986,41.25,,Spain,2006,,,2.83,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1983,1983,814.5,,,,,,,,,,
United Kingdom,1998,980308,1323527,178465,243682,,Spain,1987,43.41,,Spain,2007,,,3.85,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1984,1984,947.9,,,,,,,,,,
United Kingdom,1999,1021205,1366983,185960,250037,,Spain,1988,45.52,,Spain,2008,,,3.85,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1985,1985,1027.7,,,,,,,,,,
United Kingdom,2000,1080863,1418176,196404,258770,,Spain,1989,48.61,,Spain,2009,,,0.68,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1986,1986,1080.7,,,,,,,,,,
United Kingdom,2001,1120575,1456837,199205,255914,,Spain,1990,51.87,,Spain,2010,,,0.45,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1987,1987,1119.7,,,,,,,,,,
United Kingdom,2002,1172652,1491761,209213,263108,,Spain,1991,54.95,,Spain,2011,,,1.02,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1988,1988,1176.9,,,,,,,,,,
United Kingdom,2003,1242449,1543469,214831,269400,,Spain,1992,58.21,,Spain,2012,,,0.27,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1989,1989,1242.4,,,,,,,,,,
United Kingdom,2004,1304874,1582486,224300,277286,,Spain,1993,60.87,,Spain,2013,,,0.15,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1990,1990,1269.3,,,,,,,,,,
United Kingdom,2005,1379457,1629519,239919,287077,,Spain,1994,63.74,,Spain,2014,,,0.12,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1991,1991,1238.8,,,,,,,,,,
United Kingdom,2006,1455644,1670306,256156,296121,,Spain,1995,66.72,,Spain,2015,,,-0.08,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1992,1992,1292.8,,,,,,,,,,
United Kingdom,2007,1530890,1712996,276323,312995,,Spain,1996,69.09,,Spain,2016,,,-0.21,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1993,1993,1377.9,,,,,,,,,,
United Kingdom,2008,1564252,1702252,271152,292575,,Spain,1997,70.45,,United Kingdom,1950,2,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1994,1994,1486.9,,,,,,,,,,
United Kingdom,2009,1519459,1628583,236583,248099,,Spain,1998,71.75,,United Kingdom,1951,2.5,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1995,1995,1594,,,,,,,,,,
United Kingdom,2010,1572439,1659773,245687,260396,,Spain,1999,73.40,,United Kingdom,1952,4,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1996,1996,1721.2,,,,,,,,,,
United Kingdom,2011,1628274,1684820,255231,265327,,Spain,2000,75.92,,United Kingdom,1953,3.5,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1997,1997,1854.2,,,,,,,,,,
United Kingdom,2012,1675044,1706942,266761,271534,,Spain,2001,78.65,,United Kingdom,1954,3,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1998,1998,2013,,,,,,,,,,
United Kingdom,2013,1739563,1739563,280224,280224,,Spain,2002,81.06,,United Kingdom,1955,4.5,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,1999,1999,2191.9,,,,,,,,,,
United Kingdom,2014,1822480,1792976,302495,298872,,Spain,2003,83.53,,United Kingdom,1956,5.5,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2000,2000,2369.5,,,,,,,,,,
United Kingdom,2015,1872714,1832318,317056,309144,,Spain,2004,86.06,,United Kingdom,1957,7,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2001,2001,2380.6,,,,,,,,,,
United States,1970,1075884,4722011.8,227841,850955.3,,Spain,2005,88.96,,United Kingdom,1958,4,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2002,2002,2350.1,,,,,,,,,,
United States,1971,1167770,4877624.6,247077.7,859763.1,,Spain,2006,92.09,,United Kingdom,1959,4,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2003,2003,2473.9,,,,,,,,,,
United States,1972,1282449,5134346.8,279724.5,928809.9,,Spain,2007,94.66,,United Kingdom,1960,5,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2004,2004,2701.3,,,,,,,,,,
United States,1973,1428549,5424084.4,316688.3,994211.4,,Spain,2008,98.52,,United Kingdom,1961,6,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2005,2005,2981.2,,,,,,,,,,
United States,1974,1548825,5396033.5,336699.5,955733,,Spain,2009,98.23,,United Kingdom,1962,4.5,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2006,2006,3166.1,,,,,,,,,,
United States,1975,1688923,5385366.7,347906,885458.5,,Spain,2010,100.00,,United Kingdom,1963,4,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2007,2007,3201.5,,,,,,,,,,
United States,1976,1877587,5675427.4,395749,956023,,Spain,2011,103.20,,United Kingdom,1964,7,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2008,2008,3091.4,,,,,,,,,,
United States,1977,2085951,5936985,467446.9,1054607.4,,Spain,2012,105.72,,United Kingdom,1965,6,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2009,2009,2672.7,,,,,,,,,,
United States,1978,2356571,6267181.4,558152.2,1167115.3,,Spain,2013,107.21,,United Kingdom,1966,7,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2010,2010,2691.1,,,,,,,,,,
United States,1979,2632143,6466207.7,641772.3,1233557.4,,Spain,2014,107.05,,United Kingdom,1967,8,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2011,2011,2836,,,,,,,,,,
United States,1980,2862505,6450391.6,672381.7,1180711.9,,Spain,2015,106.51,,United Kingdom,1968,7,,,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2012,2012,3064.4,,,,,,,,,,
United States,1981,3210956,6617745.1,748765.4,1203016.1,,Spain,2016,106.30,,United Kingdom,1969,8,,3.95,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2013,2013,3206.2,,,,,,,,,,
United States,1982,3344991,6491287.2,752896.3,1138314.6,,United Kingdom,1988,55.46,,United Kingdom,1970,7,,2,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2014,2014,3432.8,,,,,,,,,,
United States,1983,3638137,6791993.3,814433.9,1221588.3,,United Kingdom,1989,58.36,,United Kingdom,1971,5,,1.42,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2015,2015,3589.8,,,,,,,,,,
United States,1984,4040693,7285030,947862.6,1405351.2,,United Kingdom,1990,62.43,,United Kingdom,1972,9,,3.45,,,USA,United States,NAEXCP04-STSA,National Accounts>GDP by Expenditure>Current Prices>Gross Fixed Capital Formation ( Quantum (non-additive or stock figures) SA ),A,Annual,2016,2016,3631.9,,,,,,,,,,
United States,1985,4346734,7593823.3,1027697.9,1503808.9,,United Kingdom,1991,67.13,,United Kingdom,1973,13,,1.92,,,USA,United States,NAEXKP01-STSA,National Accounts>GDP by Expenditure>Constant Prices>Gross Domestic Product - Total ( Quantum (non-additive or stock figures) SA ),A,Annual,1960,1960,3108.7,,,,,,,,,,
